omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
6.579000000000001,178.9133651654087,-4404.54049031873,440.81733052071536,-194.45090923964744
7.590045702857821,209.09016700653729,-4306.329216735709,519.5538856785967,-178.72273387345817
8.756466601530699,241.1705224794036,-4175.06862771126,607.2158846566177,-157.1928403189586
10.102140401454038,273.3134728177538,-4000.6991725895336,702.2253068197402,-128.22193870569242
11.6546142793316,302.278681735313,-3771.188569606795,801.1712575448823,-90.10634997462384
13.44566879910415,322.8529641388247,-3473.1123214791073,897.916727852376,-41.47844358745808
15.511968489236953,327.32116025850524,-3093.2731785536703,982.5642278925662,17.89911003412527
17.89581239923983,305.3686544170674,-2622.0562374661768,1040.5730137146265,85.76405462021592
20.645999999999997,245.23607754940141,-2059.287884886703,1052.7358823387324,155.33607326029724
37.1628,-339.2695761825349,342.13631539277634,310.35721004260483,78.15374505009639
