frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,387.23004043709545,-430.307682972353,375.5545446970183,414.8991251819496
0,added_inertia,856.5838397832882,-996.2197894272421,436.8770062467217,444.0650720711491
0,radiation_damping,-682.301660977539,462.9782534979023,-215.67807711280403,-184.0683387768526
0,restoring,17.18784513700615,305.74192839940054,-102.75567878854952,-21.91827112228863
1,rigid_inertia,481.1204609507805,-891.3430233839933,641.257622395575,326.8789349202356
1,added_inertia,1182.0715027245303,-2048.975604864238,792.424620260833,411.64898613074496
1,radiation_damping,-829.6613455021164,914.7620048013638,-525.6078225096554,-258.1915972305468
1,restoring,133.93167042135798,636.4961563457724,-233.73180511937161,62.37370367348214
2,rigid_inertia,253.34230083656826,-1554.2712589389505,964.770868258431,28.158547692875995
2,added_inertia,952.6233202532397,-3808.9617175747767,1377.2201199484862,174.05290362467005
2,radiation_damping,-694.9540463941972,1943.1563893576147,-1158.4148996820386,-208.18432543276091
2,restoring,685.6720834161914,1245.8001534327714,-434.12994698958465,378.9032360986749
3,rigid_inertia,-213.95313316768238,-1911.0548529855596,1084.1999134040796,-312.63192126375117
3,added_inertia,-4.178217124311118,-4997.981801410478,1824.2919219277053,-265.1922974312283
3,radiation_damping,-34.42622089823999,2794.571800574609,-1703.7548495252138,87.34867440475489
3,restoring,1489.0502137472258,1554.9755200128823,-464.97575057097333,767.9705848053818
4,rigid_inertia,-1072.9480262334819,-1946.5792247575223,969.871444003233,-816.4519012728094
4,added_inertia,-2171.3448726392817,-5614.275288903707,2101.655082521565,-1261.9576792583316
4,radiation_damping,1596.8170605193295,3345.052172004471,-2190.860896781253,928.3627994471258
4,restoring,2885.279619560504,1298.789967096566,-172.5341877057674,1336.0314564788305
5,rigid_inertia,-1841.6928958288383,-1159.1993241531693,411.8250606409371,-1143.0137846563948
5,added_inertia,-4618.030833451868,-4026.95394342175,1417.3585362831238,-2543.938665816445
5,radiation_damping,3632.7039282823307,2246.125797730417,-1842.5464007869805,2173.541550125519
5,restoring,4032.304899958628,-305.352273829933,671.4545317643249,1613.966284336043
6,rigid_inertia,-1690.9919474967119,-160.05485452762588,-131.04460071575883,-919.9073740081396
6,added_inertia,-4781.410353661708,-1302.1522796635747,24.37905021875457,-2891.7910948630856
6,radiation_damping,3985.663924050853,80.7435936754182,-726.1335391845479,2651.885158703295
6,restoring,3630.7932010948207,-2158.839134824611,1426.6896277249327,1183.5571027256715
7,rigid_inertia,-1149.7488270079687,262.79136931116193,-296.36625451813467,-557.7582710797928
7,added_inertia,-3549.5899044572143,150.82574346890283,-937.9252509493397,-2483.746256302377
7,radiation_damping,3115.8910076949405,-1201.0711757743297,69.3816708169536,2377.40720034059
7,restoring,2644.53330961183,-3008.8338017908354,1686.0297603105685,622.0455926645441
