frequency_index,status,heave_amplitude_relative_error,pitch_amplitude_relative_error,heave_phase_circular_error_deg,pitch_phase_circular_error_deg,point_acceleration_kinematic_relative_residual
0,PASS,1.0327159367552582e-14,4.685030332575075e-16,4.547473508864641e-13,0.0,0.0
1,PASS,5.994048229354514e-14,2.65399182191127e-14,2.7569058147491887e-12,1.8474111129762605e-12,0.0
2,PASS,1.5452980458086788e-13,1.2779241193636788e-13,1.8758328224066645e-12,3.694822225952521e-13,0.0
3,PASS,6.68993450855039e-14,5.804942848067205e-14,5.172751116333529e-12,8.213874025386758e-12,0.0
4,PASS,2.346363794426904e-12,1.8766769175599424e-12,3.865352482534945e-12,2.376054908381775e-11,0.0
5,PASS,5.494186226957091e-13,3.3182275575434097e-13,2.1856294551980682e-11,2.609112925711088e-11,0.0
6,PASS,1.191296636288507e-12,9.393852491335115e-13,4.575895218295045e-12,7.275957614183426e-12,0.0
7,PASS,1.7458313562837453e-11,1.7976738351580267e-12,1.7469972135586431e-09,1.3027658951614285e-09,0.0
