reuse_step,step_factor,source_formal_exact_objective,source_root_relative_mismatch,source_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.043529630902522154,4.693914083930652e-07,253376.36918126058,23.58757520275719,6.709435993109403,0.04161984106070545,0.04387332955093002,0.19027160636159735,253390.1196438586,1.0000542689227194,4.7406772906088433e-07,23.512126987839633,0.9968013577373253,6.6800667647733185,True,
2,1.0,0.04161984106070545,4.7406772906088433e-07,253390.1196438586,23.512126987839633,6.6800667647733185,0.0397634890159569,0.044602574095391936,0.1902622193042423,253404.25781481186,1.000055796062503,4.769057814981864e-07,23.437753243012423,0.9968367921428088,6.649876224581656,True,
3,1.0,0.0397634890159569,4.769057814981864e-07,253404.25781481186,23.437753243012423,6.649876224581656,0.03796072611037065,0.04533714093506259,0.1902528343558972,253419.4593664962,1.0000599893301534,4.79780424558011e-07,23.364438967349226,0.9968719580369738,6.618873642913314,True,
4,1.0,0.03796072611037065,4.79780424558011e-07,253419.4593664962,23.364438967349226,6.618873642913314,0.0362120365409141,0.04606575660255396,0.1902434240997452,253434.74713308428,1.0000603259379777,4.825378828232047e-07,23.29217171223073,0.9969069552571116,6.587069237282575,True,
5,1.0,0.0362120365409141,4.825378828232047e-07,253434.74713308428,23.29217171223073,6.587069237282575,0.03451741432153404,0.04679720836648877,0.19023399052717854,253452.62323707243,1.0000705353318373,4.855150939844213e-07,23.22094118621768,0.9969418684142859,6.554473962993279,True,
6,1.0,0.03451741432153404,4.855150939844213e-07,253452.62323707243,23.22094118621768,6.554473962993279,0.03287812847320542,0.047491559856090805,0.19022453577233175,253466.81761821473,1.0000560040806088,4.880372826654208e-07,23.15073892870458,0.9969767695051583,6.5210994966012885,True,
7,1.0,0.03287812847320542,4.880372826654208e-07,253466.81761821473,23.15073892870458,6.5210994966012885,0.031293998566123374,0.04818187593533672,0.1902150619882533,253481.12350868003,1.0000564408809,4.90992781219632e-07,23.081558019256466,0.9970117191653725,6.486958218619791,True,
8,1.0,0.031293998566123374,4.90992781219632e-07,253481.12350868003,23.081558019256466,6.486958218619791,0.029765220708213087,0.04885210992388909,0.19020557134178184,253496.75183072902,1.0000616547766266,4.940173592622441e-07,23.013392838462302,0.9970467686480569,6.452063195002313,True,
9,1.0,0.029765220708213087,4.940173592622441e-07,253496.75183072902,23.013392838462302,6.452063195002313,0.028292347662719645,0.04948302113839302,0.19019606601138828,253512.46413318388,1.0000619822634467,4.969552940329964e-07,22.946238885531056,0.9970819620817052,6.416428157179639,True,
10,1.0,0.028292347662719645,4.969552940329964e-07,253512.46413318388,22.946238885531056,6.416428157179639,0.026875369065444805,0.05008345769559339,0.19018654818095818,253531.0129377394,1.0000731672291496,4.947044873288754e-07,22.880092648629404,0.9971173386091016,6.38006748115127,True,
11,1.0,0.026875369065444805,4.947044873288754e-07,253531.0129377394,22.880092648629404,6.38006748115127,0.025515614144880693,0.05059483712588069,0.19017702003620507,253545.60935112735,1.0000575724966299,4.973762392178961e-07,22.814951514731828,0.9971529339982163,6.342996165024411,True,
12,1.0,0.025515614144880693,4.973762392178961e-07,253545.60935112735,22.814951514731828,6.342996165024411,0.024212893313413267,0.051055828955181036,0.1901674837618428,253560.28247095033,1.000057871717284,5.00445989062781e-07,22.750813702714403,0.9971887815770281,6.305229805961171,True,
