phase,outer_iteration,source_shape_dipole_coefficient,target_shape_dipole_coefficient,source_formal_exact_objective,rebased_formal_exact_objective,formal_exact_relative_change,maximum_displacement_ratio,rebased_root_relative_mismatch,rebased_condition_number
pre_direction_reuse,1,8.035535790778214,8.050924297006347,0.001100584816612581,0.0011004760432650614,-9.883231703527881e-05,0.021917105581227204,3.2314544765620794e-12,253027.67162937068
pre_direction_reuse,2,8.050924297006347,8.05652680432613,0.001021818248933187,0.001016725555264456,-0.00498395255129576,0.15166345199527498,3.0578112675723234e-12,253022.74666336278
final_synchronization,2,8.05652680432613,8.060980441977133,0.000977566380551621,0.0009723228183254741,-0.0053638937779224155,0.15143498424861795,1.8248752290500866e-12,253009.31805635488
