benchmark,candidate_name,candidate_order,coefficient_count,row_count,pass_count,fail_count,pass_fraction,improved_row_count,worsened_row_count,improves_but_still_fails_count,improves_this_coefficient_only_count,breaks_currently_passing_coefficient_count,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,median_forward_gradient_component_value,max_abs_forward_gradient_component_value,candidate_default_decision,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,phase_aligned_forward,5,8,8,0,8,0.0,4,3,4,0,1,34.67833099838393,78.4947774692896,-7.105427357601002e-15,36.232998770138074,-5.006134844349392e-16,8.875650562967076,excluded_breaks_currently_passing_coefficients,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_central,4,8,8,0,8,0.0,4,3,4,0,1,55.64695901842049,110.05671111666808,-7.105427357601002e-15,57.00938823219037,-4.814213352123716e-16,7.418563774922677,excluded_breaks_currently_passing_coefficients,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_backward,6,8,8,0,8,0.0,4,3,4,0,1,69.19344431910746,136.0112994223719,-7.105427357601002e-15,79.51285722074007,0.07543742386123765,5.879312117894821,excluded_breaks_currently_passing_coefficients,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_forward,2,8,8,0,8,0.0,4,2,4,0,1,34.70865148692262,136.88817789150292,-1.458822365398234,18.803854633395957,0.1648446299715785,8.060369417084017,excluded_breaks_currently_passing_coefficients,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_aft_gradient_zero,7,8,8,0,8,0.0,4,2,4,0,1,34.28260838685023,145.29901062581644,-1.8848654654706216,25.580317031386915,0.19686341480208577,7.772790324535155,excluded_breaks_currently_passing_coefficients,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_aft_gradient_copy_second,8,8,8,0,8,0.0,4,2,4,0,1,36.30953361316199,145.99872855751096,-2.263382881403327,30.71733910475938,0.22113584409877066,7.517291068780576,excluded_breaks_currently_passing_coefficients,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,8,8,1,7,0.125,2,2,0,0,0,36.16747385232084,163.90449151082572,0.0,2.842170943040401e-14,0.0759964168287826,9.045074513727819,excluded_incomplete_gate1_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_central,1,8,8,1,7,0.125,2,2,2,0,0,36.16747385232084,163.90449151082572,0.0,2.842170943040401e-14,0.0759964168287826,9.045074513727819,excluded_incomplete_gate1_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_backward,3,8,8,0,8,0.0,2,4,2,0,1,35.602790461169135,171.18288433690557,3.63919641303994,15.168959737230633,0.14766975158719733,8.663913224700414,excluded_breaks_currently_passing_coefficients,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_first_pair_gradient_average,9,8,8,0,8,0.0,0,6,0,0,1,44.14764377058958,189.78836769836872,16.432749668823433,35.350612050044354,0.2952828521607323,11.244285806010527,excluded_breaks_currently_passing_coefficients,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
