component,sigma,omega_rad_s,motion_dof,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_matrix_is_zero,restoring_subtraction,restoring_matrices_sha256,target_identifier,beam_m,deadrise_deg,trim_deg,fn_b,mean_wetted_length_over_b,lcg_from_transom_m,rho_water_kg_m3,gravity_m_s2,matrix_coordinate_contract,response_calibration_used
bem,1.4,7.774541989381373,heave,A33,-15.38401730768402,-0.4783969474827474,0.0254524575805899,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,A53,-8.41528840223925,-0.8229255083622367,0.048413176547734874,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,B33,352.67998611536177,1.9749344123853476,0.0254524575805899,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
bem,1.4,7.774541989381373,heave,B53,27.622340629747093,0.486413050760148,0.048413176547734874,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,A33,-7.142156110226171,-0.22209970342862487,0.08943129108285507,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,A53,-5.495775549121604,-0.5374282700046513,0.07559610189996263,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,B33,38.51715463237151,0.21568803772651857,0.08943129108285507,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,1.4,7.774541989381373,heave,B53,23.931483384282934,0.42141924169991796,0.07559610189996263,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,A33,0.6023732194417691,0.018732006319465096,0.0036283664005525,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,A53,-0.1984428191857784,-0.019405592542239922,0.004263005900900197,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,B33,61.03587058420188,0.3417881534315632,0.0036283664005525,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,heave,B53,-21.23098280242316,-0.37386502664591315,0.004263005900900197,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,heave,A33,3.928157380803334,0.12215395124844962,0.03928884965263734,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,heave,A53,0.4872405962284571,0.047646936882083435,0.04117277540546966,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,heave,B33,97.43944038126216,0.5456405566194477,0.03928884965263734,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,heave,B53,12.231029184339329,0.21538117639038648,0.04117277540546966,True,zero_diagnostic_only,deca8635c08b55406735b8a66182839f77c321e6b8e32e8c1f6bd91bd6ceee9a,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
