component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07832125926394874,0.5457812592639487,1.7162932681256249,False
front,1.4,0.6213201263877853,1.0887801263877854,3.4238368754332873,False
longitudinal_bin_aft_post_chine,1.4,-0.3478443511858164,0.11961564881418357,0.3761498390383131,False
longitudinal_bin_forward_post_chine,1.4,0.12552441943920878,0.5929844194392088,1.8647308787396502,False
longitudinal_bin_middle_post_chine,1.4,-0.11457547501858316,0.3528845249814168,1.1096997640925057,False
longitudinal_bin_pre_chine,1.4,0.3676130581335321,0.8350730581335322,2.6260159060802897,False
post_chine_bem,1.4,-0.07486136270579632,0.39259863729420363,1.2345869097302,False
pre_chine_bem,1.4,0.3676130581335321,0.8350730581335322,2.6260159060802897,False
raw_bem,1.4,0.07832125926394874,0.5457812592639487,1.7162932681256249,False
resolved_station_bem,1.4,0.09813426049405413,0.5655942604940541,1.7785983034404218,False
total,1.4,0.13178476692209504,0.599244766922095,1.884417506044324,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43103076952668307,0.03642923047331692,0.11455732853244315,False
