component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07036121092586967,0.5378212109258697,1.6912616695782063,False
front,1.4,0.622500149372321,1.089960149372321,3.4275476395356006,False
longitudinal_bin_aft_post_chine,1.4,-0.3461904946794501,0.12126950532054986,0.38135064566210647,False
longitudinal_bin_forward_post_chine,1.4,0.11882351859289939,0.5862835185928994,1.8436588634996836,False
longitudinal_bin_middle_post_chine,1.4,-0.11057658271288638,0.3568834172871136,1.122274897129288,False
longitudinal_bin_pre_chine,1.4,0.37282707845722496,0.840287078457225,2.642412196406368,False
post_chine_bem,1.4,-0.06717481489871038,0.40028518510128963,1.2587584437147472,False
pre_chine_bem,1.4,0.37282707845722496,0.840287078457225,2.642412196406368,False
raw_bem,1.4,0.07036121092586967,0.5378212109258697,1.6912616695782063,False
resolved_station_bem,1.4,0.08554011594274223,0.5530001159427422,1.7389940752916422,False
total,1.4,0.12625293634517895,0.593712936345179,1.8670218124062232,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.4335462588227674,0.03391374117723256,0.10664698483406465,False
