stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.0019507216503597221,-0.000501624366778857,0.000501624366778857,190617.20658345587,7.616374546804146
source,640,0.001432253419430945,-0.00042479534078114153,0.00042479534078114153,426592.8491779277,7.613604897092261
source,1280,0.0013547042052124293,-0.0003899673250952831,0.0003899673250952831,1024948.8970464296,7.611949394591045
candidate_factor_1,320,0.0019511964031971342,-0.0009491549301675439,0.0009491549301675439,190611.48200433838,7.615010549774566
candidate_factor_1,640,0.0014306812665691722,-0.0008731690434219896,0.0008731690434219896,426577.76731250266,7.612673022148405
candidate_factor_1,1280,0.001351515106502079,-0.0008390231749168646,0.0008390231749168646,1024910.2412906879,7.611017772302309
candidate_factor_0.5,320,0.0019508921792503648,-0.0007253852223713979,0.0007253852223713979,190614.3468731574,7.61547658057697
candidate_factor_0.5,640,0.001431396556388676,-0.0006487958883667817,0.0006487958883667817,426585.3112304195,7.6131389499031945
candidate_factor_0.5,1280,0.0013530384137046872,-0.0006143062350206677,0.0006143062350206677,1024929.5045675549,7.611483576653807
candidate_factor_0.25,320,0.0019507929443217465,-0.000613411322043498,0.000613411322043498,190615.77706579608,7.615709602747137
candidate_factor_0.25,640,0.0014318081756879185,-0.0005365198092919629,0.0005365198092919629,426589.0794711504,7.613371921839711
candidate_factor_0.25,1280,0.001353855062057958,-0.0005018579118977728,0.0005018579118977728,1024939.1307707265,7.611716485390857
