grid,period_s,negative_section_damping_count,mass_positive,passive,candidate_admissible,residual,condition,heave_baseline,pitch_baseline,heave_candidate,pitch_candidate,A33,A35,A53,A55,B33,B35,B53,B55
0,1.6,2,True,False,False,1.3913556221983275e-14,8807.842633422026,0.5162220195088539,0.3390434508705586,,,1776.1373393969984,335.8234802560198,335.8234802560198,5995.045034654046,6446.516927973777,2279.723612029614,2279.723612029614,21473.501957407163
0,2.0,1,True,False,False,1.3654133049745862e-14,15197.422447918278,0.2730667791222024,0.577301635483301,,,1991.4768291837877,301.4579811661825,301.4579811661825,7132.262131577062,7222.687686080504,2242.1340789195133,2242.1340789195133,22907.88973831535
0,3.0,1,True,False,False,3.893378403260158e-14,37134.148783151446,0.9378559961636376,0.5202512017740231,,,2832.5936227682555,293.96318043067834,293.96318043067834,10398.27983852988,7253.196092050808,2357.595251078751,2357.595251078751,20796.52070007917
0,5.0,1,True,False,False,1.5186532399234885e-13,105187.32734046078,1.0586058157947371,0.1889332173383723,,,3989.785106732198,629.3156602754609,629.3156602754609,13157.334933723972,5682.371726801077,2310.5490809753196,2310.5490809753196,14745.024986891443
0,8.0,1,True,False,False,2.242371955646237e-13,250484.24788421651,1.0329412993225078,0.07079668629177603,,,4300.31666129065,845.4956720533844,845.4956720533844,13313.303520050365,4970.29482896879,1979.5740426849989,1979.5740426849989,13719.430849354036
1,1.6,1,True,False,False,4.1967042666178336e-14,210339.58597735065,0.5182954485643552,0.33682296898876324,,,1744.9038971682373,480.33158851759123,480.33158851759123,5461.617499896391,6769.953043015941,1922.8504202296597,1922.8504202296597,24014.08053472732
1,2.0,1,True,False,False,7.522387177370046e-14,296718.7547010517,0.2735440639861028,0.5797530440288564,,,1975.7118460624436,517.7408512087324,517.7408512087324,6449.065293592752,7563.2046767346155,1981.0305827588404,1981.0305827588404,25038.240650429376
1,3.0,1,True,False,False,1.270537159487659e-13,511096.8491274329,0.9382885735923423,0.520683651545187,,,2850.34684751319,699.6115872077276,699.6115872077276,9302.989788940982,7548.926951199724,1960.1815638686323,1960.1815638686323,23145.24534228527
1,5.0,1,True,False,False,1.7062772836370681e-13,708534.8201433916,1.0586890412974108,0.18898452045165418,,,4543.310691111402,1123.604208270151,1123.604208270151,14275.729908877762,6054.668294651096,1602.2801778519686,1602.2801778519686,17821.014941778947
1,8.0,1,True,False,False,2.2802544069393284e-13,758941.7810224153,1.0329630202474684,0.07080752121796113,,,6478.151628997864,1629.977765294438,1629.977765294438,19722.969603805206,4317.43002726784,1174.2784549799455,1174.2784549799455,12408.641263504842
2,1.6,3,True,False,False,4.1004508937747734e-13,1340082.487795983,0.5188494423354139,0.3363381356226496,,,1771.9592822236632,426.57502581925246,426.57502581925246,5745.529565720215,6726.253734719974,2041.5489172956077,2041.5489172956077,23406.498420149248
2,2.0,2,True,False,False,5.821051477249143e-13,2303694.899030041,0.2736466024965055,0.5803627528361315,,,2011.6008139435605,433.380896963826,433.380896963826,6846.892478816381,7493.20976868935,2050.4139600887675,2050.4139600887675,24515.20328277279
2,3.0,2,True,False,False,1.563578965680645e-12,5799138.477176084,0.9383824485898713,0.5207899460157142,,,2882.9051048804677,496.17661050218,496.17661050218,10062.201086030069,7464.469055776789,2027.9100769115762,2027.9100769115762,22654.32549883506
2,5.0,2,True,False,False,6.487013238626868e-12,16588045.016561242,1.0587086008130242,0.18899610432299688,,,4597.931769988827,680.2820272254368,680.2820272254368,15888.252574136879,5964.2570929693065,1964.5011645959362,1964.5011645959362,16387.70394210712
2,8.0,2,True,False,False,1.3963767332449285e-11,37589374.63517197,1.032968427102082,0.07080965943308792,,,6527.370015979588,1043.6044645980257,1043.6044645980257,21878.51948892861,4253.6987854280715,1791.5060177456198,1791.5060177456198,10317.32174795506
