benchmark,case_code,fn_b,speed_m_s,wave_omega_rad_s,source_encounter_omega_rad_s,wave_number_rad_m,wavelength_m,wave_amplitude_m,lambda_over_l,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,heave_digitization_uncertainty_abs,pitch_digitization_uncertainty_abs,source_kind,frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,configuration,speed_mps,running_trim_deg,mean_wetted_length_over_b,calm_force_residual_norm,wave_steepness_ka,linear_gate_eligible,linear_gate_reason,heave_relative_error,pitch_relative_error
begovic_2014_mono_efd_republished_2020,C3,2.26,4.608416312,4.4,13.48779697,1.972,3.186,0.02,1.677,0.4716346154,0.4759615385,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,2,4.397718092036876,13.486083961756002,1.9721234485811634,-0.0033069122492933654,0.29493981456996704,-0.47668430099093745,0.20847946428802383,0.29495835280118965,0.5202803185216985,0.263817317772887,0.7940294388890035,-179.35761749797237,-113.62232364805129,-133.4171735829885,179.35761749797237,-113.62232364805129,53.64539132212196,144.41367591714362,0.10940615056542645,0.2945219334169031,9.87407901551099,1.6694775977337633e-16,0.5094849512762327,0.6902462146652886,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.608416312,5.040492405877072,2.875402568434372,1.778023736593607e-16,0.03944,True,kA<=0.055,0.3746041041728218,0.44571715058256334
begovic_2014_mono_efd_republished_2020,C4,2.26,4.608416312,4.08,11.91430773,1.7,3.695,0.032,1.945,0.6879807692,0.7528846154,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,3,4.08359864090329,11.920008292033232,1.7004561047847324,-0.17486978672477274,0.7152030387008723,-1.1429484082603474,0.22285185568844876,0.7362708936771364,1.1644715597766426,0.6847995408408721,1.8354456142947,-166.26052826189442,-101.03309419687444,-122.39308212038613,166.26052826189442,-101.03309419687444,104.6142262549737,260.7922225657412,0.3413658323850814,0.8509889842202708,13.791708052075553,7.318105003630073e-16,0.6184123702378646,0.7622182339878789,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.608416312,5.040492405877072,2.875402568434372,1.778023736593607e-16,0.0544,True,kA<=0.055,0.07019109637801259,0.09043228293747896
begovic_2014_mono_efd_republished_2020,C5,2.26,4.608416312,3.77,10.44759524,1.449,4.337,0.032,2.283,0.9151442308,0.9951923077,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,4,3.7692553583355703,10.44565232880482,1.4487399832094965,-1.792168601887018,1.3331773133742013,-2.795753398378713,-1.518606826745586,2.233658444455043,3.1815725292352557,2.1960963085914784,5.179045616635275,-126.64521118725953,-61.48992522760662,-84.52981662232365,126.64521118725953,-61.48992522760662,243.71816416095314,565.0942259885811,0.7952747628548487,1.8439543811224626,24.94536530944542,1.0715860579074197e-15,0.7128849738893964,0.8229534397805027,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.608416312,5.040492405877072,2.875402568434372,1.778023736593607e-16,0.046368000000000006,True,kA<=0.055,1.4407720327345839,1.2067054694854917
begovic_2014_mono_efd_republished_2020,C6,2.26,4.608416312,3.46,9.068442652,1.217,5.161,0.035,2.717,1.120673077,1.233173077,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,5,3.4552807643325787,9.065730998962522,1.2174356340204586,-1.6269007944665426,-1.5020540232527892,0.9042640531306161,-2.685442216168671,2.214265675976069,2.833600778896899,2.3275158864368195,4.763243497382973,-47.28491654251178,18.60982919660856,-6.498264730408238,47.28491654251178,18.60982919660856,181.98491273843095,391.4789727483937,0.6495053811286305,1.3971910944301857,15.584306440592476,2.8384318887204887e-16,0.7915045136901039,0.8724703805309088,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.608416312,5.040492405877072,2.875402568434372,1.778023736593607e-16,0.04259500000000001,True,kA<=0.055,0.9758355236868683,0.8874202898583226
begovic_2014_mono_efd_republished_2020,C7,2.26,4.608416312,3.14,7.77606681,1.006,6.245,0.035,3.287,1.125,1.189903846,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,6,3.1411165469230062,7.777711208400209,1.0061145407813588,-0.6013414755922921,-1.3004363318271406,1.1090313827678961,-1.1918566564541837,1.4327408081727637,1.6280273024425045,1.618133161238443,2.8307415512828342,-24.81653684107303,42.93840882769328,15.003634655436741,24.81653684107303,42.93840882769328,86.67049118474587,171.23945885204992,0.30932756766746095,0.6111547837255075,6.789637397060239,3.0580589357794843e-16,0.8545439627093517,0.9115737964144389,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.608416312,5.040492405877072,2.875402568434372,1.778023736593607e-16,0.035210000000000005,True,kA<=0.055,0.2735473850424566,0.3598856467923738
begovic_2014_mono_efd_republished_2020,C8,2.26,4.608416312,2.83,6.585859295,0.815,7.71,0.045,4.058,1.116346154,1.185576923,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,7,2.8269822583560744,6.582563796738064,0.8149397285576636,-0.34740926428704516,-1.1093119931166877,0.9202743041731969,-0.6806559303492079,1.1624398027360316,1.144638497710525,1.4045682859717552,2.072400254761354,-17.389274325295872,53.51252329963245,21.5042637628369,17.389274325295872,53.51252329963245,50.368686529327356,89.79740589550035,0.23112794826161137,0.4120554180375068,4.108255383329632,2.7486740693710903e-16,0.9030556441193438,0.9413314498283882,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.608416312,5.040492405877072,2.875402568434372,1.778023736593607e-16,0.036675,True,kA<=0.055,0.04128974563209874,0.18471290957453568
begovic_2014_mono_efd_republished_2020,C1,2.82,5.750324779,5.65,24.39605878,3.26,1.928,0.02,1.014,0.1682692308,0.1442307692,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,0,5.653231330621184,24.393042618444575,3.2589135410682504,0.01536315561786502,0.005712850543025505,0.009132489906120858,0.055498355594107915,0.01639094908373778,0.056244731713605396,0.017258737000788536,0.07711853090145145,110.39785132501913,170.65547976560663,160.02099007203708,-110.39785132501913,170.65547976560663,9.75295118126325,45.88710898985242,0.01989048488783274,0.09358365800727551,6.718510128035336,3.6426422494646583e-16,0.014731729883003567,0.3172736463958445,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.750324779,4.516354222803499,2.5979912075926395,3.171818034191842e-16,0.0652,False,retained diagnostic: kA>0.055,0.9025909311773131,0.880339423435672
begovic_2014_mono_efd_republished_2020,C2,2.82,5.750324779,5.03,19.84283663,2.576,2.44,0.02,1.284,0.2884615385,0.25,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,1,5.02522323101959,19.832746248611187,2.575075945565404,0.04923797934365472,0.060945238791715914,-0.07254043727899112,0.15708772455944148,0.07834986114362578,0.173027940656676,0.06719333499839152,0.25279840446660085,141.06507285972555,-155.21331098780882,-171.34822165124675,-141.06507285972555,-155.21331098780882,30.81796387427307,99.43517426334836,0.06285115482712868,0.2027913186732439,7.595760262002999,3.403618090898445e-16,0.2618596978924897,0.516204283391992,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.750324779,4.516354222803499,2.5979912075926395,3.171818034191842e-16,0.05152,True,kA<=0.055,0.7283871480716456,0.7312266600064339
begovic_2014_mono_efd_republished_2020,C3,2.82,5.750324779,4.4,15.73964046,1.972,3.186,0.02,1.677,0.4471153846,0.4615384615,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,2,4.397718092036876,15.738068425660071,1.9721234485811634,0.12894752721859198,0.30569217051155106,-0.3849613747304167,0.4425519535733246,0.3317757795377064,0.586555616839442,0.2974233774571451,0.9022445916150319,157.12893747668312,-138.98106609335812,-158.26178921934175,-157.12893747668312,-138.98106609335812,82.17648041159163,223.47407370311296,0.16759337880232625,0.4557602722705775,10.110179935444764,2.8427233461525386e-16,0.5094849512762327,0.6902462146652886,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.750324779,4.516354222803499,2.5979912075926395,3.171818034191842e-16,0.03944,True,kA<=0.055,0.25796384789013505,0.3555826821224842
begovic_2014_mono_efd_republished_2020,C4,2.82,5.750324779,4.08,13.85555212,1.7,3.695,0.032,1.945,0.6201923077,0.6394230769,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,3,4.08359864090329,13.861773515848757,1.7004561047847324,0.20086190148615127,0.7232131564798284,-0.9003231092990668,0.8146582767958863,0.7505882847301503,1.2141868921586916,0.7140360099518125,1.9181696181719667,164.47814271035122,-132.1404020282968,-152.61730689464758,-164.47814271035122,-132.1404020282968,144.224611937884,368.5739232012535,0.4706181603312332,1.20269057654144,13.951453697279245,1.394248430772786e-16,0.6184123702378646,0.7622182339878789,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.750324779,4.516354222803499,2.5979912075926395,3.171818034191842e-16,0.0544,True,kA<=0.055,0.21025087768941747,0.11668789530328647
begovic_2014_mono_efd_republished_2020,C5,2.82,5.750324779,3.77,12.10222061,1.449,4.337,0.032,2.283,0.8509615385,0.9134615385,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,4,3.7692553583355703,12.099980782113182,1.4487399832094965,0.03719904595960499,2.5483320214018534,-3.343491064991847,1.7538888879196632,2.548603511792755,3.7755872037139317,2.6061179007081763,6.130234868478642,179.16368944423868,-117.68007198666861,-139.4538714436864,-179.16368944423868,-117.68007198666861,373.13985487619175,897.5248360903531,1.2175896311215488,2.92870600611741,30.063105014848738,2.471951244477511e-15,0.7128849738893964,0.8229534397805027,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.750324779,4.516354222803499,2.5979912075926395,3.171818034191842e-16,0.046368000000000006,True,kA<=0.055,1.9949690984685493,1.8530132806551398
begovic_2014_mono_efd_republished_2020,C6,2.82,5.750324779,3.46,10.45814526,1.217,5.161,0.035,2.717,1.110576923,1.1875,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,5,3.4552807643325787,10.455931057477997,1.2174356340204586,-3.196510053788732,-3.5481281226509283,2.3660453251842037,-5.986465844797492,4.7756559443409285,6.437075717416487,5.2874053769550775,10.755547907821384,-42.01570209332934,21.565537900922806,-1.865650581778823,42.01570209332934,21.565537900922806,522.1057222761856,1175.8663468090726,1.863398844627523,4.196674923477187,37.1149937033087,1.7043543330741235e-15,0.7915045136901039,0.8724703805309088,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.750324779,4.516354222803499,2.5979912075926395,3.171818034191842e-16,0.04259500000000001,True,kA<=0.055,3.3001577337303707,3.4525518963832234
begovic_2014_mono_efd_republished_2020,C7,2.82,5.750324779,3.14,8.924826728,1.006,6.245,0.035,3.287,1.307692308,1.504807692,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,6,3.1411165469230062,8.92660192129026,1.0061145407813588,-0.6726232207130673,-1.7432285148185092,1.5628768432219298,-1.6289893003774616,1.8684934176814123,2.257474289515519,2.2437547595349745,3.8948153732223756,-21.0990650562714,43.81341414915502,18.061162402661978,21.0990650562714,43.81341414915502,148.88944404068567,310.3553323081979,0.5313874301034501,1.1076602744858772,10.000634488560914,3.904418517632247e-16,0.8545439627093517,0.9115737964144389,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.750324779,4.516354222803499,2.5979912075926395,3.171818034191842e-16,0.035210000000000005,True,kA<=0.055,0.42884790730252753,0.49105747628978397
begovic_2014_mono_efd_republished_2020,C8,2.82,5.750324779,2.83,7.516514695,0.815,7.71,0.045,4.058,1.25,1.4375,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,7,2.8269822583560744,7.513150372872741,0.8149397285576636,-0.3658265780533444,-1.296123508680105,1.1132498063027032,-0.8855918796944088,1.3467610162769956,1.4225322873712507,1.7455674788231839,2.5542455480942055,-15.761544464041293,51.49769895569813,22.401592260086346,15.761544464041293,51.49769895569813,76.02119620708783,144.18059301236323,0.3488402083605464,0.6616047973116553,5.296298136599834,5.769675845509646e-16,0.9030556441193438,0.9413314498283882,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.750324779,4.516354222803499,2.5979912075926395,3.171818034191842e-16,0.036675,True,kA<=0.055,0.0774088130215965,0.21430781135525834
