benchmark,case_code,fn_b,speed_m_s,wave_omega_rad_s,source_encounter_omega_rad_s,wave_number_rad_m,wavelength_m,wave_amplitude_m,lambda_over_l,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,heave_digitization_uncertainty_abs,pitch_digitization_uncertainty_abs,source_kind,frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,configuration,speed_mps,running_trim_deg,mean_wetted_length_over_b,calm_force_residual_norm,wave_steepness_ka,linear_gate_eligible,linear_gate_reason,heave_relative_error,pitch_relative_error
begovic_2014_mono_efd_republished_2020,C1,1.67,3.405334178,5.65,16.75138942,3.26,1.928,0.02,1.014,0.09615384615,0.1192307692,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,0,5.653231330621184,16.750920995167903,3.2589135410682504,-0.007113297342847002,-0.014636338327027033,0.05112063645103053,-0.035301522712913154,0.01627333397650754,0.06212501088135723,0.01906310495767036,0.07885800135581886,-25.919868804155726,55.37285443210854,43.602818758475166,25.919868804155726,55.37285443210854,4.566189364263055,22.12703110486149,0.009312434652532833,0.04512658472538837,5.504237384771015,2.014133824403842e-16,0.014731729883003567,0.3172736463958445,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.405334178,4.660773436054667,3.491499574369506,1.778023736593607e-16,0.0652,False,retained diagnostic: kA>0.055,0.8307573266375519,0.8401158938621495
begovic_2014_mono_efd_republished_2020,C2,1.67,3.405334178,5.03,13.80214084,2.576,2.44,0.02,1.284,0.25,0.2769230769,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,1,5.02522323101959,13.794217359399129,2.575075945565404,-0.045673523674495224,0.02512843984095405,-0.06238254344595193,-0.07984355260543091,0.052129734832292426,0.10132410680308163,0.039348007183079056,0.14001204863154457,-118.81849988534996,-38.000857072373606,-59.56558203499851,118.81849988534996,-38.000857072373606,9.919268493040597,26.641553176990797,0.02022967780646928,0.054333647426982296,6.268580253434473,1.8589690706649257e-16,0.2618596978924897,0.516204283391992,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.405334178,4.660773436054667,3.491499574369506,1.778023736593607e-16,0.05152,True,kA<=0.055,0.7914810606708302,0.8579099740492625
begovic_2014_mono_efd_republished_2020,C3,1.67,3.405334178,4.4,11.115319,1.972,3.186,0.02,1.677,0.6,0.625,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,2,4.397718092036876,11.113457474725537,1.9721234485811634,-0.31449749543504424,0.23787080549905834,-0.4915668312458258,-0.3506404917296564,0.3943237182109219,0.6038101556130681,0.30617259586233153,0.9243408749093003,-127.10211126250401,-54.499283212504935,-78.52114074305929,127.10211126250401,-54.499283212504935,48.70250328689024,114.16435892501256,0.09932546442850565,0.23283049548013351,8.555843088521355,7.97113773323935e-17,0.5094849512762327,0.6902462146652886,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.405334178,4.660773436054667,3.491499574369506,1.778023736593607e-16,0.03944,True,kA<=0.055,0.34279380298179685,0.5101238466202695
begovic_2014_mono_efd_republished_2020,C4,1.67,3.405334178,4.08,9.869068102,1.7,3.695,0.032,1.945,0.8076923077,0.8115384615,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,3,4.08359864090329,9.874219932715487,1.7004561047847324,-0.9342462930344156,0.23659699265494327,-0.7174176375057406,-1.115628725587344,0.963739733009857,1.3263919179337453,0.7800212626492106,2.110077285389997,-104.21131590582645,-32.743501557375566,-58.40466697814628,104.21131590582645,-32.743501557375566,93.96483529695877,205.73299802250344,0.3066158912067506,0.6713256756099291,10.959790997171192,3.945775697025941e-16,0.6184123702378646,0.7622182339878789,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.405334178,4.660773436054667,3.491499574369506,1.778023736593607e-16,0.0544,True,kA<=0.055,0.19320157419131634,0.03883635877532517
begovic_2014_mono_efd_republished_2020,C5,1.67,3.405334178,3.77,8.704329224,1.449,4.337,0.032,2.283,0.9576923077,0.9884615385,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,4,3.7692553583355703,8.702699138194014,1.4487399832094965,-1.2262632853132596,-0.8056979243547373,0.4563981696630011,-1.7656894425943461,1.4672664346385085,1.823721057881624,1.2588325572691141,3.0070717897437267,-56.69368448437116,14.492694966268743,-13.01510302931166,56.69368448437116,14.492694966268743,111.12631730215058,227.7465128136293,0.3626153838129044,0.7431577970087785,9.483001849546007,4.896479881390987e-16,0.7128849738893964,0.8229534397805027,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.405334178,4.660773436054667,3.491499574369506,1.778023736593607e-16,0.046368000000000006,True,kA<=0.055,0.5320854337467792,0.2735271006896281
begovic_2014_mono_efd_republished_2020,C6,1.67,3.405334178,3.46,7.604291694,1.217,5.161,0.035,2.717,1.057692308,1.092307692,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,5,3.4552807643325787,7.601055938377546,1.2174356340204586,-0.5696035930404929,-1.1201237571348956,1.0030246144314894,-0.9994278104687239,1.2566325972624752,1.4159499728075653,1.1630594121280424,2.40821923056571,-26.95417611094541,45.102914537499544,15.3387505202289,26.95417611094541,45.102914537499544,72.60326950313933,139.13739799548185,0.25912155859645003,0.4965823119864445,5.044882651601004,2.4269390801610253e-16,0.7915045136901039,0.8724703805309088,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.405334178,4.660773436054667,3.491499574369506,1.778023736593607e-16,0.04259500000000001,True,kA<=0.055,0.18808900070253248,0.06477270154391837
begovic_2014_mono_efd_republished_2020,C7,1.67,3.405334178,3.14,6.565766183,1.006,6.245,0.035,3.287,0.9653846154,1.057692308,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,6,3.1411165469230062,6.567272779628542,1.0061145407813588,-0.299047089102121,-1.028668942125451,0.9299557690974943,-0.5691418569656865,1.0712557836455054,1.0902936236757794,1.0836674945866962,1.899328240283808,-16.20981687209226,58.53296763535815,25.56712433336571,16.20981687209226,58.53296763535815,46.20226756835811,81.9162639748885,0.16489620460529683,0.29235969868620765,3.1388720940764787,8.843733783395773e-17,0.8545439627093517,0.9115737964144389,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.405334178,4.660773436054667,3.491499574369506,1.778023736593607e-16,0.035210000000000005,True,kA<=0.055,0.10966734559120618,0.024558358220277587
begovic_2014_mono_efd_republished_2020,C8,1.67,3.405334178,2.83,5.605347355,0.815,7.71,0.045,4.058,1.030769231,1.146153846,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,7,2.8269822583560744,5.602124369023529,0.8149397285576636,-0.21247652711782378,-0.9590655896133493,0.8146628364285402,-0.33701192287710735,0.9823202531539562,0.8816192904077813,1.081821464230406,1.5655632397565025,-12.491845833374356,67.52596663298775,29.358924672913133,12.491845833374356,67.52596663298775,30.828939852094347,49.133319605432995,0.1414654640824589,0.2254591916958885,2.797669963403049,7.912930684029794e-17,0.9030556441193438,0.9413314498283882,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.405334178,4.660773436054667,3.491499574369506,1.778023736593607e-16,0.036675,True,kA<=0.055,0.04700273969086282,0.05612892369912616
begovic_2014_mono_efd_republished_2020,C1,2.26,4.608416312,5.65,20.67343718,3.26,1.928,0.02,1.014,0.1298076923,0.1254807692,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,0,5.653231330621184,20.67166165267779,3.2589135410682504,0.009169035715092737,-0.0016800373123977798,0.019204616073863336,0.028339649471436506,0.009321681249414987,0.03423379924443651,0.010504666298454451,0.045739132960600434,79.61690117166671,145.87611982309613,135.12433717587396,-79.61690117166671,145.87611982309613,3.983318417357017,19.545136316191382,0.008123708743265064,0.0398609847729681,6.463346520739611,9.899097515434412e-17,0.014731729883003567,0.3172736463958445,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.608416312,5.040492405877072,2.875402568434372,1.778023736593607e-16,0.0652,False,retained diagnostic: kA>0.055,0.9281885296298809,0.9162846517006014
begovic_2014_mono_efd_republished_2020,C2,2.26,4.608416312,5.03,16.90128042,2.576,2.44,0.02,1.284,0.2639423077,0.2769230769,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,1,5.02522323101959,16.892245223202025,2.575075945565404,0.01858384745500053,0.046002720612049186,-0.07943223897913616,0.0823534635404118,0.04961461165766577,0.11441841436735843,0.04443302519461647,0.1642294460226606,158.00263198920243,-136.03442795021047,-152.05053226430954,-158.00263198920243,-136.03442795021047,14.157427661109018,46.86253553554899,0.028873117040190112,0.09557297453370722,7.327399022441847,1.2977730937902516e-16,0.2618596978924897,0.516204283391992,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.608416312,5.040492405877072,2.875402568434372,1.778023736593607e-16,0.05152,True,kA<=0.055,0.8120247864390943,0.8395474090060695
