iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg,source_root_relative_mismatch,root_gate_limit,root_feasibility_repair,candidate_root_relative_mismatch,candidate_hard_root_pass
1,1.0,0.1061332206391005,0.10186597991999577,0.11817080554374987,0.11651660514938908,0.0016542003943607608,217.92099521196488,18.620591086268696,17.84439470369035,18.847522293245195,1.012187110813246,17.303423563347483,0.015678395722405317,0.015678395722405317,True,0.014704181618368768,False
