benchmark,base_pass_count,refined_pass_count,reference_row_count,base_b55,refined_b55,max_grid_change,max_grid_change_limit,matrix_block_count,matrix_reconstruction_relative_residual_max,matrix_reconstruction_relative_residual_limit,formula_exact_residual_max,formula_exact_residual_limit,product_rule_discretization_residual_max,product_rule_discretization_residual_limit,provider_route,force_assembly_route,relative_tolerance,reference_file,reference_file_sha256,combined_source_sha256,base_runtime_s,refined_runtime_s,empirical_output_scaling_used,acceptance_status
ma2005_wigley_iii,10,10,10,0.070676376491009,0.07034910894125247,0.011465039441838009,0.02,4,6.903509147763881e-17,1e-08,5.998447715296278e-16,1e-08,0.004636129428674196,0.02,matched_bie_station_sweep,eq32_stokes_body_plus_end,0.15,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\wigley_iii_coefficients_digitized.csv,475a733831d0d8df785559b5eefc02ead0d8f1ec0c4735ea5becd518fd8d0b65,38402e0fb80e0fe34c9d35ab2e0f1f46ae63e5bb5cea3e4b1344051efd913bf7,2.1932485001161695,3.1274574007838964,False,PASS
