grid_label,reference_row_id,coefficient,coefficient_family,omega_e_sqrt_l_over_g,omega_e_rad_s,speed_mps,fn_l,reference_value,computed_value,dimensional_value,normalization_scale,abs_error,rel_error,relative_tolerance,effective_abs_tolerance,gate_error_ratio,status,provider_route,force_assembly_route,formula_version,station_count,active_station_count,lcg_from_transom_m,body_panels_per_section,free_surface_inner_panels_per_side,control_surface_panels,apply_local_time_phase,local_time_phase_gradient_correction,force_closure_residual,heave_condition_number_max,pitch_condition_number_max,heave_linear_residual_max,pitch_linear_residual_max,empirical_output_scaling_used,reference_series,reference_role,source_figure,source_page,source_image
base,0,A33,A,2.0,3.616010693199528,2.1696064159197173,0.4,1.07,1.0761869561327577,86.04114714281398,79.95,0.006186956132757659,0.005782201993231457,0.15,0.1605,0.03854801328820971,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663844,123.0140343663844,5.398131654848189e-16,6.027067005180034e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
base,1,A33,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.941,0.9473493664544735,75.74058184803516,79.95,0.006349366454473593,0.006747467007942182,0.15,0.14115,0.044983113386281214,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663844,123.0140343663844,6.366170323217244e-16,6.692430295636501e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
base,2,B33,B,2.23,4.031851922917474,2.1696064159197173,0.4,2.05,2.0370982986594792,294.46261501127344,144.55002746065114,0.0129017013405206,0.006293512849034439,0.15,0.30749999999999994,0.04195675232689627,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,123.0140343663844,123.0140343663844,6.366170323217244e-16,6.692430295636501e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 12,952,p16_Im15.tiff.png
base,3,A53,A,2.0,3.616010693199528,2.1696064159197173,0.4,0.19,0.1864620683366371,44.72292709054241,239.85000000000002,0.0035379316633629143,0.01862069296506797,0.15,0.028499999999999998,0.12413795310045314,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663844,123.0140343663844,5.398131654848189e-16,6.027067005180034e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
base,4,A53,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.145,0.1445375701852367,34.66733620892902,239.85000000000002,0.0004624298147632988,0.0031891711362986128,0.15,0.02175,0.021261140908657418,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663844,123.0140343663844,6.366170323217244e-16,6.692430295636501e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
base,5,B53,B,2.23,4.031851922917474,2.1696064159197173,0.4,-0.106,-0.12109035053678434,-52.51084048593615,433.65008238195344,0.015090350536784342,0.14236179751683342,0.15,0.015899999999999997,0.9490786501122229,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,123.0140343663844,123.0140343663844,6.366170323217244e-16,6.692430295636501e-16,False,matched_biem_theory,diagnostic_reference,Fig. 14,953,p17_Im17.tiff.png
base,6,A35,A,2.23,4.031851922917474,2.1696064159197173,0.4,-0.125,-0.12932231647854772,-31.017957607379675,239.85000000000002,0.004322316478547722,0.034578531828381776,0.15,0.01875,0.23052354552254517,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663844,123.0140343663844,6.366170323217244e-16,6.692430295636501e-16,False,matched_biem_theory,diagnostic_reference,Fig. 15,954,p18_Im18.tiff.png
base,7,B35,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.163,0.16586435746578018,71.92709227926535,433.65008238195344,0.0028643574657801762,0.017572745188835438,0.15,0.02445,0.11715163459223625,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,123.0140343663844,123.0140343663844,6.366170323217244e-16,6.692430295636501e-16,False,matched_biem_theory,diagnostic_reference,Fig. 16,954,p18_Im19.tiff.png
base,8,A55,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.0458,0.04451447870406137,32.03039315150736,719.5500000000001,0.0012855212959386325,0.02806815056634569,0.15,0.00687,0.18712100377563792,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663844,123.0140343663844,6.366170323217244e-16,6.692430295636501e-16,False,matched_biem_theory,diagnostic_reference,Fig. 17,955,p19_Im20.tiff.png
base,9,B55,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.0703,0.070676376491009,91.94644946335204,1300.9502471458604,0.00037637649100899506,0.005353861892019844,0.15,0.010545,0.035692412613465625,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,123.0140343663844,123.0140343663844,6.366170323217244e-16,6.692430295636501e-16,False,matched_biem_theory,diagnostic_reference,Fig. 18,955,p19_Im21.tiff.png
