smoothing_enabled,substeps_per_plane_interval,time_step_s,body_panels_per_side,free_surface_panels_per_side,uniform_near_body_panel_count,raw_vertical_force_coefficient,stern_corrected_vertical_force_coefficient,max_potential_bvp_relative_residual,max_pressure_bvp_relative_residual,max_contact_constraint_abs_m,maximum_jet_cut_count,runtime_s,response_calibration_used,raw_vertical_force_coefficient_change_from_previous_percent,stern_corrected_vertical_force_coefficient_change_from_previous_percent
False,8,0.0031103849223331993,12,15,6,0.14154230250753913,0.09658211914356987,1.8344209253429425e-15,2.1520717382336848e-15,0.0,48,11.1742863,False,,
False,16,0.0015551924611665996,12,15,6,0.14888394120496276,0.10168344926612455,2.1245386967398077e-15,2.7551084581550257e-15,0.0,44,21.144451699999998,False,5.186886582569606,5.281857726657995
False,32,0.0007775962305832998,12,15,6,0.12378087176703885,0.08328570494901999,1.7719765414037434e-15,2.815903172662854e-15,0.0,46,38.61849970000001,False,16.8608308154373,18.093155228196707
True,8,0.0031103849223331993,12,15,6,0.1189990846789426,0.08758223963789559,3.040775644181387e-15,2.178053046822466e-15,0.0,100,9.829067699999996,False,,
True,16,0.0015551924611665996,12,15,6,0.1205077686229078,0.08207149344576681,1.7462368693488905e-15,2.1390457552039165e-15,0.0,46,19.4536423,False,1.2678113853023296,6.292081836354821
True,32,0.0007775962305832998,12,15,6,0.12006831885509775,0.08225575143959453,2.3336860667562495e-15,2.5687491223309518e-15,0.0,50,38.6074861,False,0.36466509406971914,0.2245091274590734
