outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,tau_mid,s_tau_element,s_tau_element_identity_residual,s_tau_recovered,s_tau_recovered_identity_residual,node_pseudo_tangential_residual_left,node_pseudo_tangential_residual_right,node_pseudo_normal_residual_left,node_pseudo_normal_residual_right,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next,s_nu_continuous_normal_left,s_nu_continuous_normal_right,k_contribution_continuous_normal_exact
0,4.325293160382816,0.4225326031051063,0.003561047991937068,0.001780523995968534,6.915879772779629e-05,-0.06750563592142633,1.6227734447576533e-05,0.024325302841344227,0.024325302841344227,4.256328606668909,-4.256328606669319,-4.1033842990145786e-13,-4.25632860666932,-4.11226608321158e-13,0.018321950284295063,0.0017207949510993359,0.10362731216238541,-0.040099440291776256,-0.24813132735675447,0.11312005551390136,5.4954891532641016e-05,-0.23382194082955543,0.08450128245950331,4.991985435809419e-05,7.29154997615719e-07,-0.04495211417034195,-0.24813132735675358,0.01769318463628311,6.82438893052104e-05
1,4.32645815756254,0.419127656127696,0.0036382256917082737,0.005380160837791205,0.00020897525445671587,-0.010133094969789092,3.7357160845710433e-07,0.0005599822044169716,0.0248852850457612,4.259928243510732,-4.259928243510673,5.861977570020827e-14,-4.259928243510674,5.773159728050814e-14,0.0017207949510993359,0.0011759712803911526,-0.040099440291776256,-0.030144707304205376,0.06816794134355941,-0.08843413128313671,7.808955591949712e-06,0.08450128245950331,-0.07908328919705869,8.139916349026206e-06,6.147955915789605e-07,0.037976975741870866,0.1635493089230271,-0.006921062674377199,3.112422346368287e-05
2,4.327638544031972,0.4156455028167947,0.0037166770883896713,0.009057612227840177,0.00035181417008719903,-0.052285537200407184,1.0160567828583181e-05,0.015230646660428695,0.0401159317061899,4.263605694900781,-4.263605694900516,2.646771690706373e-13,-4.263605694900516,2.646771690706373e-13,0.0011759712803911526,0.0005459718700349114,-0.030144707304205376,-0.03272965341023237,-0.05045715554126584,-0.05411391885954675,1.0164709420343816e-05,-0.07908328919705869,-0.03115715962720641,1.2003561068674776e-05,8.539747799743416e-07,0.04925099765886376,-0.13194482662086937,0.035971543068735734,1.729138197326319e-05
3,4.3289864645238705,0.4121400133719457,0.003796414926110068,0.012814158235090047,0.000497725264831662,-0.014621658021860107,8.116464932874573e-07,0.0012166545375211625,0.04133258624371106,4.26736224090803,-4.267362240907497,5.329070518200751e-13,-4.267362240907498,5.32018873400375e-13,0.0005459718700349114,0.0008655279260354476,-0.03272965341023237,0.014633615315900128,-0.00486292120068299,-0.024380394843036335,9.321610837436503e-07,-0.03115715962720641,0.011283792044897704,9.447019769818364e-07,1.2978152844049972e-06,0.07635577611723132,-0.09493523207905286,0.09430776332313884,1.1330429598324946e-05
4,4.3305366622859465,0.408631800553369,0.0038774486415377616,0.01665109001891396,0.0006467586896738174,0.042098447571845554,6.871921917523798e-06,0.010300980847687055,0.05163356709139812,4.271199172691855,-4.271199172693119,-1.2638778912332782e-12,-4.271199172693118,-1.262989712813578e-12,0.0008655279260354476,0.0007222880205572935,0.014633615315900128,0.057842922819101084,0.05197538127419499,0.03222151386949612,6.998008558976e-06,0.011283792044897704,0.06951171278654641,7.423450245023835e-06,1.9761635594931145e-06,0.06973878626151286,-0.06672344100263872,0.12644682321328338,1.5514770019481887e-05
5,4.3322964884606545,0.40513163858024537,0.003959792904166019,0.020569710791765852,0.0007989650637610071,0.07203585299764548,2.0548015249439126e-05,0.030801384835688648,0.08243495192708677,4.275117793464706,-4.27511779346422,4.858335955759685e-13,-4.27511779346422,4.858335955759685e-13,0.0007222880205572935,0.0007265448444790934,0.057842922819101084,0.07061789332530832,0.10196030013100899,0.042111405864280194,2.1729977181061577e-05,0.06951171278654641,0.07382449288291774,2.0344889170129402e-05,1.3589822276448682e-06,0.06199629356747094,0.007702359813805737,0.11807260143754084,1.9680042987293116e-05
6,4.334234450594494,0.40163131673803226,0.004043456770113819,0.024571335628905774,0.0009543954670135879,0.06765899467357928,1.8509892016667974e-05,0.027746247039017232,0.11018119896610401,4.279119418301846,-4.279119418301809,3.730349362740526e-14,-4.279119418301809,3.730349362740526e-14,0.0007265448444790934,0.0006729734732742187,0.07061789332530832,0.06234066727312748,0.10410769943175113,0.03121028991540742,2.030048034478709e-05,0.07382449288291774,0.06144007894402695,1.854696113453692e-05,1.2338713443833692e-06,0.06116157657536592,0.028123438002112033,0.1007049739243413,1.8552174374172217e-05
7,4.336333589866503,0.3981264282559398,0.004128453208557219,0.028657290618241293,0.0011131014071032203,0.05553307003234842,1.2731827127654743e-05,0.019084953084753935,0.12926615205085795,4.283205373291182,-4.283205373290901,2.8066438062523957e-13,-4.283205373290902,2.7977620220553945e-13,0.0006729734732742187,0.0006400069979672907,0.06234066727312748,0.05291951767047132,0.09237186649077334,0.018694273573923503,1.45993975117537e-05,0.06144007894402695,0.051002747153797746,1.3086888866555287e-05,1.377876907684757e-06,0.06609945375883086,0.0228608974029354,0.08897859867887203,1.441372685470936e-05
8,4.338592363346589,0.3946199057720867,0.004214792860946583,0.03282891365299319,0.0012751348502414506,0.04886470710047819,1.0063912115802097e-05,0.015085760170429657,0.1443519122212876,4.287376996325934,-4.287376996326344,-4.1033842990145786e-13,-4.287376996326344,-4.1033842990145786e-13,0.0006400069979672907,0.0005942827003835305,0.05291951767047132,0.047887189634031824,0.08479372733275437,0.0129356868682029,1.1877529749513753e-05,0.051002747153797746,0.047522525075836125,1.023274426636379e-05,1.6428652190285985e-06,0.06924953798070144,0.014495480890705847,0.08221349112840293,1.1465502676584371e-05
9,4.341013542588572,0.3911171674240915,0.004302487274269091,0.037087553720601026,0.0014405481935595061,0.04552981551079016,8.918901662188118e-06,0.01336939451688493,0.15772130673817253,4.291635636393542,-4.291635636392909,6.323830348264892e-13,-4.2916356363929085,6.332712132461893e-13,0.0005942827003835305,0.0005433225277968745,0.047887189634031824,0.043946883336698495,0.08218522484890434,0.008874406172674654,1.084586959357204e-05,0.047522525075836125,0.04353828878889183,8.924824895899093e-06,1.7232089086983698e-06,0.0693277477765375,0.012895013395872956,0.07454727153465956,9.587182382299425e-06
