row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,inner_free_surface_y_min_m,inner_free_surface_y_max_m,inner_free_surface_panel_length_min_m,inner_free_surface_panel_length_max_m,selected_mode,selected_generalized_row,lever_arm_m,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,station_weighted_time_derivative_normalized_contribution,station_weighted_forward_speed_normalized_contribution,cumulative_body_integral_value,cumulative_time_derivative_value,cumulative_forward_speed_value,end_term_value,cumulative_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,pressure_time_derivative_norm,pressure_time_derivative_max_abs,pressure_forward_speed_norm,pressure_forward_speed_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,time_step_scale,free_surface_velocity_scale,history_rhs_scale,history_convolution_rule,history_potential_kernel_scale,history_normal_derivative_kernel_scale,control_image_scale,control_potential_kernel_scale,control_normal_derivative_kernel_scale,control_diagonal_sign,pressure_gradient_scheme,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,0,1,38,0.075,2.925,0.0375,-0.8631093749999998,0.8631093749999998,0.07378124999999991,0.07378125000000002,heave,heave_force,1.425,52.60038436245922,-2774.351217716009,1.9725144135922206,-104.03817066435035,0.00754748565805868,0.00754748565805868,0.0,0.0,0.0,0.0,0.0,0.0,4.134041982546322,2.2352708858554484,1.0779288193399814,0.5949450485453616,2.954904537188815,1.7929823870387274,108.43315438681206,241260.37108868096,114033.69929138206,7661.2292576994305,4142.416255543578,241138.69914244168,113958.43523690187,1.5641894648294299,0.6496655878283497,0.08719128061183312,0.05761686988517514,advance_eq19_20,1.3664891571784274,0.31535684440460443,1.328421962466466,0.3252714691638444,0.9721423367964632,1.031439383464021,418.23117884841605,8.627399513948288e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,1,2,37,0.15,2.85,0.07499999999999998,-0.8636874999999999,0.8636874999999999,0.07262499999999991,0.07262500000000005,heave,heave_force,1.35,-44.51999841942235,653.3434272210172,-3.3389998814566755,49.00075704157628,-0.012776106244850854,-0.012776106244850854,0.0,0.001159432535633251,0.001159432535633251,0.0,0.0,0.001159432535633251,1.9628865412976575,1.282722084144727,1.0568556029728005,0.5871825150493406,3.0103810622678084,1.765365660309541,25.842160304561727,57584.010765524865,38431.55092452964,3637.6320954707553,2377.1475959936406,57468.999717953026,38357.96235166275,2.7576291891301294,1.5809427014390145,0.09113665697307373,0.05937298546006389,advance_eq19_20,1.4061723771645354,0.29680820903375926,1.376151704979689,0.30959214737414054,0.9786507880026905,1.0430713772439064,343.0542195004202,8.656083799399426e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,2,3,36,0.22499999999999998,2.775,0.075,-0.8642343749999999,0.8642343749999999,0.07153124999999994,0.07153125000000006,heave,heave_force,1.275,268.88379794695214,1895.0929170903296,20.16628484602141,142.1319687817747,0.07716280530213558,0.07716280530213558,0.0,0.03335278206427562,0.03335278206427562,0.0,0.0,0.03335278206427562,4.433893618240442,2.384752121153918,1.1143144655541999,0.5887186864568803,2.8131468074226857,1.6951535596381444,26.954486961029723,60503.208368576634,38879.02839797565,8216.915952234125,4419.435699995448,59942.643544686296,38627.029878884074,1.6194942354545663,0.7221529673974483,0.08099149578513527,0.053449675917636816,advance_eq19_20,1.4329625517811073,0.31646588533622877,1.41444145244221,0.29826289988567983,0.9870749592751908,0.9424804179723536,342.8446096912935,1.3320458748599302e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,3,4,35,0.3,2.7,0.07500000000000001,-0.8647499999999999,0.8647499999999999,0.0704999999999999,0.07050000000000001,heave,heave_force,1.2,224.83865624910433,-1092.9038305876193,16.862899218682827,-81.96778729407146,0.06452297084841921,0.06452297084841921,0.0,0.10419567013955303,0.10419567013955303,0.0,0.0,0.10419567013955303,2.9428998551985055,1.3226979765442257,1.0723413360104412,0.5659740875873687,2.7304900296255585,1.6052514499276893,12.362984884556813,28029.091073778905,18293.29476329422,5453.798139524234,2451.2311388668654,27493.381608589265,18128.323121585658,1.2316730594739234,0.5392088548646886,0.07366162130407485,0.04883511819581869,advance_eq19_20,1.4547541286822487,0.3285889253772957,1.4400191729174672,0.31503365646755405,0.9898711710286543,0.9587470305209553,342.76452809793557,5.838792750945511e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,4,5,34,0.375,2.625,0.07499999999999998,-0.8652343749999999,0.8652343749999999,0.06953124999999993,0.06953125000000009,heave,heave_force,1.125,254.11499670861588,-149.5467121531178,19.058624753146187,-11.216003411483833,0.07292453530148454,0.07292453530148454,0.0,0.1729194232145049,0.1729194232145049,0.0,0.0,0.1729194232145049,2.790402792567895,1.161984104153198,1.0401539973172709,0.5395090877721807,2.5961122964171706,1.4874150373190058,2.00551456519124,6828.793243673,3639.9119632978113,5171.189747332908,2153.395309797242,4459.956699555841,2934.5949874389426,1.1204879747726322,0.47520157240763994,0.0662411911987955,0.04404177121176861,advance_eq19_20,1.470320991314174,0.3386542217567527,1.46026161033852,0.3270862192544341,0.9931583776365304,0.9658412570724495,342.70650863905854,6.954600706817409e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,5,6,33,0.44999999999999996,2.55,0.07500000000000001,-0.8656874999999999,0.8656874999999999,0.06862499999999994,0.06862500000000005,heave,heave_force,1.05,294.84689764060255,35.39439700161138,22.113517323045194,2.6545797751208537,0.08461355399728877,0.08461355399728877,0.0,0.25168846786389154,0.25168846786389154,0.0,0.0,0.25168846786389154,2.810765823410268,1.1247575013318056,1.0030482073579812,0.5073790686008711,2.436552730701267,1.3469567765214763,1.1156328235681756,5769.597813650622,2159.105668402448,5208.926627684794,2084.4067654369983,2480.9962351197473,1314.9876100075817,1.0068642248671194,0.38775338258065567,0.05856648891650053,0.03900702982386253,advance_eq19_20,1.4802675663830105,0.3459111133210374,1.4741411803065705,0.33751278521289424,0.9958612981763766,0.975721138220995,342.6545414156471,5.6517614116468425e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,6,7,32,0.525,2.475,0.07500000000000001,-0.866109375,0.866109375,0.0677812499999999,0.06778125000000006,heave,heave_force,0.975,338.98455726606636,107.03526460449196,25.42384179495498,8.027644845336898,0.09727993874109368,0.09727993874109368,0.0,0.34263521423308285,0.34263521423308285,0.0,0.0,0.34263521423308285,2.876974825185973,1.1240083603705915,0.9607983966242266,0.47039573583793187,2.267007452961201,1.1894980775575827,1.1443995912727245,5907.884426161593,2115.9275955697094,5331.62551261839,2083.018453302185,2544.969112991235,1309.8791586014527,0.9178869089664616,0.3047267932224283,0.050776786113684344,0.033830240844557644,advance_eq19_20,1.4854082858353437,0.34910012021517633,1.482362108205851,0.3452415410132002,0.9979492657617837,0.9889470699706496,342.6062403202438,4.78228558404699e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,7,8,31,0.6,2.4,0.07499999999999996,-0.8664999999999999,0.8664999999999998,0.06699999999999995,0.06700000000000006,heave,heave_force,0.9,383.5973871914462,137.07765780569753,28.769804039358448,10.280824335427308,0.11008268526503454,0.11008268526503454,0.0,0.44631652623614687,0.44631652623614687,0.0,0.0,0.44631652623614687,2.9548401965986004,1.1363422199503528,0.914446685125969,0.42975022634347004,2.101278201653733,1.0212971162064262,1.1228052756742997,6018.347673663153,2168.9154202702957,5475.926045643121,2105.875629468215,2496.946668179754,1212.2243812551565,0.888726030157493,0.27301464579344653,0.04308947380895147,0.028651715535678822,advance_eq19_20,1.4864528435449498,0.347331999894206,1.48583127811987,0.3489018984981792,0.9995818465228957,1.004519878975883,342.56168396636383,3.1132435225449155e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,8,9,30,0.6749999999999999,2.325,0.07500000000000001,-0.866859375,0.866859375,0.06628124999999993,0.06628125000000007,heave,heave_force,0.8250000000000001,427.02490645099294,145.19312955659876,32.026867983824474,10.889484716744908,0.12254527780116153,0.12254527780116153,0.0,0.562630507769245,0.562630507769245,0.0,0.0,0.562630507769245,3.0313523644065645,1.1529763475633723,0.8651722723902541,0.3867510221733345,1.9510568512382824,0.8488439200440728,1.0294887887904072,6066.319481303426,2194.5956006568076,5617.718814331777,2136.702085920086,2289.4251183090128,1073.8202113518942,0.9358698910521432,0.281280162152296,0.035739674036945744,0.023618581160291183,advance_eq19_20,1.4838283056952204,0.3403418125156293,1.4853452454766025,0.34755134498547174,1.0010223148969188,1.0211832111269354,342.5212065841895,6.175127140006379e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pgscentral_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,9,10,29,0.75,2.25,0.07500000000000001,-0.8671874999999999,0.8671874999999999,0.06562499999999982,0.0656250000000001,heave,heave_force,0.75,468.10681056400836,139.38680635617692,35.10801079230063,10.45401047671327,0.13433473850023653,0.13433473850023653,0.0,0.6910705159199441,0.6910705159199441,0.0,0.0,0.6910705159199441,3.10060704929731,1.1699640377988794,0.8139933738365017,0.34271227146597677,1.8240406815537624,0.7641013812119284,0.8949122001345466,6080.9468862612475,2220.6115303356173,5746.061975905315,2168.1837665615676,1990.1474323741609,916.5404957293529,1.0434833317168235,0.3155761292070894,0.028952716762189253,0.018868317583425137,advance_eq19_20,1.4775805655574132,0.32855324270709496,1.481405091244737,0.3408955529233469,1.0025883703240783,1.0375656320252942,342.4849787194831,5.259543725651865e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
