node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
59,0.36575088079540297,-1.5679971093818523,-3.5519509057587157,-1.8989933993606605,-0.33099628997880814,4.7550566997638395,4.093064119806224,8.06097171255995
60,0.7315017615908059,-1.5981406626652679,-3.629165187347381,-1.938604350056384,-0.3404636873911162,4.7575140786039825,4.07658670382175,8.138635753185977
61,1.0972526423862088,-1.6402230073789825,-3.7402239442024543,-1.996854587683159,-0.3566315803041764,4.781234915696913,4.067971755088561,8.267973628735504
62,1.4630035231816119,-1.697193200963329,-3.8909772917114913,-2.0760272390696035,-0.3788340381062745,4.825302658507503,4.0676345822949544,8.455202763791277
63,1.8287544039770147,-1.7720062311836204,-4.090386549192717,-2.1810685429409804,-0.40906231175735996,4.892710650059797,4.074586026545077,8.71134666256327
64,2.1945052847724176,-1.8698935777099885,-4.354067194413171,-2.320623227926853,-0.4507296502168643,4.988770264043229,4.0873109636095,9.055658197015864
65,2.5602561655678207,-2.0000056767621315,-4.709080076515502,-2.5097850988919443,-0.5097794221298129,5.122270936770734,4.1027120925111085,9.52086089201785
66,2.9260070463632237,-2.1795807595615946,-5.205415531091596,-2.776686337584758,-0.5971055780231636,5.307812220060432,4.113601064014105,10.16527060707411
67,3.2917579271586264,-2.446761479915523,-5.947800462769093,-3.18034201940634,-0.7335805394908173,5.569415818118568,4.102254739136933,11.104332704844074
68,3.6575088079540294,-2.918385846131931,-7.214637345770518,-3.8710869709640403,-0.9527011248321093,5.930763048439105,4.025360798774887,12.61786379805206
