outer_iteration,jvp_call,direction_norm,maximum_unit_displacement_ratio,signed_finite_difference_step,source_residual_norm,perturbed_residual_norm,product_norm
1,1,1.0,629.1484596991446,1.589449969373198e-06,0.05284310659892178,0.05289963214191301,314.4498825465811
1,2,1.0,5048.372072586519,1.9808365659697758e-07,0.05284310659892178,0.052827059922442944,1440.2745874356747
1,3,0.9999999999999998,2356.451902352603,4.2436681987934205e-07,0.05284310659892178,0.05284217290089357,1353.0483514804057
1,4,1.0,1833.5144572619972,5.454006626668811e-07,0.05284310659892178,0.05284048439089757,1308.5737143749598
1,5,1.0,2281.3535252674574,4.383362722718583e-07,0.05284310659892178,0.05279375415447679,1358.141509286397
1,6,1.0,1670.6965832150536,5.985527294702555e-07,0.05284310659892178,0.05284627439582331,1151.9555258415896
1,7,1.0,1673.264944270698,5.97633987028788e-07,0.05284310659892178,0.052857999126885845,1236.6758508776043
1,8,1.0,1971.0746368496825,5.073374601371129e-07,0.05284310659892178,0.052824908459185485,1250.570000080454
1,9,1.0,2136.842570129841,4.6798019375813774e-07,0.05284310659892178,0.05285689765241008,1108.3391091579667
1,10,1.0,1610.9670043874353,6.207451780679062e-07,0.05284310659892178,0.05286377482885909,1229.0458769586967
1,11,1.0,1233.7198255056612,8.105568049780936e-07,0.05284310659892178,0.052860482301241525,1478.639795150476
1,12,1.0,1200.6015270874614,8.329158154795118e-07,0.05284310659892178,0.0528618291824369,1413.9196402951943
1,13,0.9999999999999998,1442.2944672324334,6.9333969083225e-07,0.05284310659892178,0.05285743141758842,1253.4720169023294
1,14,1.0,1460.0218691994276,6.84921247479895e-07,0.05284310659892178,0.05282425845851832,1195.5744366355705
1,15,1.0,1437.3830782649543,6.957087606785287e-07,0.05284310659892178,0.05286097899082432,1065.7968999091854
1,16,1.0,1307.0336033762615,7.650912703520796e-07,0.05284310659892178,0.052875097275623194,1034.6781233135011
1,17,0.0002830974074726517,221.7144133247691,4.51030668238601e-06,0.05284310659892178,0.05279362960887291,0.013440545092133898
1,18,0.0002830974074726517,221.7144133247691,4.51030668238601e-06,0.05284310659892178,0.05279362960887291,0.013440545092133898
