outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,-3.6834719769178487e-06,-3.6834719769178487e-06,1.0
1,1,-1.931291807214917e-06,-1.931291807214917e-06,1.0
1,2,-2.7057503184232484e-06,-2.7057503184232484e-06,1.0
1,3,-1.3566077556264644e-06,-1.3566077556264644e-06,1.0
1,4,-3.7557807004327563e-06,-3.7557807004327563e-06,1.0
1,5,-1.645871468056382e-06,-1.645871468056382e-06,1.0
1,6,-3.591432762229264e-06,-3.591432762229264e-06,1.0
1,7,-9.903562255743356e-07,-9.903562255743356e-07,1.0
1,8,-2.9018197553016616e-06,-2.9018197553016616e-06,1.0
1,9,-2.669147389748994e-07,-2.669147389748994e-07,1.0
1,10,-2.7674445961194447e-06,-2.7674445961194447e-06,1.0
1,11,2.0564125986552775e-07,2.0564125986552775e-07,1.0
1,12,-1.9477853362841177e-06,-1.9477853362841177e-06,1.0
1,13,3.7096475076062495e-07,3.7096475076062495e-07,1.0
1,14,-1.0859551424677091e-06,-1.0859551424677091e-06,1.0
1,15,-6.291346591819771e-07,-6.291346591819771e-07,1.0
1,16,-2.2929177513281654e-06,-2.2929177513281654e-06,1.0
1,17,-2.4956637592311837e-06,-2.4956637592311837e-06,1.0
1,18,-7.307230713797833e-06,-7.307230713797833e-06,1.0
1,19,-7.31102664860516e-06,-7.31102664860516e-06,1.0
1,20,-1.0815083119664386e-05,-1.0815083119664386e-05,1.0
1,21,-1.13948225245651e-05,-1.13948225245651e-05,1.0
1,22,-1.1401922793135521e-05,-1.1401922793135521e-05,1.0
1,23,-8.734384541593504e-06,-8.734384541593504e-06,1.0
1,24,-1.8305156213694841e-06,-1.8305156213694841e-06,1.0
1,25,8.203275291107563e-06,8.203275291107563e-06,1.0
1,26,2.0637430705804266e-05,2.0637430705804266e-05,1.0
1,27,3.303850239685921e-05,3.303850239685921e-05,1.0
1,28,4.324132856657396e-05,4.324132856657396e-05,1.0
1,29,4.932129276627427e-05,4.932129276627427e-05,1.0
1,30,5.127007438804223e-05,5.127007438804223e-05,1.0
1,31,4.996760254606376e-05,4.996760254606376e-05,1.0
1,32,4.514645618468046e-05,4.514645618468046e-05,1.0
1,33,3.7964053350275164e-05,3.7964053350275164e-05,1.0
1,34,3.0389313804989108e-05,3.0389313804989108e-05,1.0
1,35,2.4378496002656908e-05,2.4378496002656908e-05,1.0
1,36,1.9755090590390573e-05,1.9755090590390573e-05,1.0
1,37,1.5906279685811413e-05,1.5906279685811413e-05,1.0
1,38,1.342284130196427e-05,1.342284130196427e-05,1.0
1,39,1.2572061886141486e-05,1.2572061886141486e-05,1.0
1,40,1.3474248685021774e-05,1.3474248685021774e-05,1.0
