outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,candidate_projected_integral,candidate_unresolved_integral,candidate_unrepresented_projected_integral,gmres_info,krylov_iterations,jvp_calls,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,0.125,0.0035865375383692197,0.003578165603621473,0.0023342665894843535,0.002792393915025011,0.002815732091370386,0.0007708054469988332,0.002753512218067301,0.002776233941720581,0.0008019316619008923,2.272172365328038e-05,1,16,18,1.0,none,1.0,1.0,1.0,1.0,1.0,1.0,22.649805476128105,7.058858442413615,23.136865493844088,3.914329403646598e-11
