iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
10,0.004759922551114624,0.01430587455595033,8.202850179801747,0.14244076298906688,2.0776830713325474,2.080003254018011,0.0011167163642410909,0.552859842047646,8.650757156472189,35075.695760079005,0.00047402350588685385,0.12449867473548898,0.003952735588795251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,4.51059959669524e-05,0.002755891361507796
11,0.005235020345445945,0.014197066531777058,8.202378855889943,0.14047136619518583,2.080167649814893,2.099799598388928,0.009437676129509203,0.552860109799937,8.530163986263673,35024.39453796747,0.00047509779433132127,0.12447763093060567,0.0039284301177717725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,1.4099167927948795e-05,0.0008716301154183064
12,0.005711149387605195,0.01411785590473643,8.201948641830786,0.1385034749825947,2.0859411643636174,2.1191316935492743,0.01591153660164846,0.5528753167468752,8.409698071539099,36821.494244069094,0.0004761290421592501,0.12445363104505394,0.003920093703726612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,0.0001168520882683445,0.00730004223230584
13,0.0061882807542171835,0.01406021417553953,8.201555637099894,0.13653801593185713,2.0943029976820626,2.138225432805919,0.020972340283363422,0.552905860186901,8.289415392957684,40942.39730036688,0.0004771313666119883,0.12442702326098866,0.00392326229750875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,8.805327698441371e-05,0.005552653745048752
14,0.006666395900914588,0.014017538871011044,8.20119692412395,0.13457596135286742,2.1047260187603483,2.1572578966155573,0.02495901005022476,0.5529521288109112,8.169374513199879,46184.550968038544,0.00047811514669740416,0.12439806963601875,0.0039342457564325965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,6.050081734359037e-05,0.0038480449548380885
15,0.007145483936302194,0.013984345876718818,8.200870142651198,0.13261833414172208,2.116814841527795,2.1763671681450454,0.02813298803889184,0.5530145020944635,8.049636865578668,53094.35527370631,0.00047908803538760633,0.12436697536831175,0.003949925906187406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,3.3917543714346896e-05,0.0021745504343680016
16,0.007625539634186595,0.014286496424775783,8.204710515094877,0.14695454344471082,2.1127301417898607,2.02482079675209,0.041609358099702995,0.5529726354652316,8.928010002130646,64312.765187731755,0.00048005569788440165,0.12526946731967448,0.0038408404795305592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,257.0,682.0,5.436919385746155e-06,0.0003172520227450783
17,0.008097539878020798,0.014029852994338909,8.20408474369,0.14498400982397627,2.0982125216542293,2.0483545706329567,0.023762107273082464,0.5529383643366348,8.806546265392063,35164.51134953688,0.000472000243834202,0.12452538075433424,0.0037359409443214493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,9.910003209346864e-05,0.005897508076985089
18,0.008570797571436172,0.013840647096713753,8.203527795613892,0.1430125896751689,2.090867131080473,2.07034774338342,0.00981381714410963,0.5529179588474376,8.685773135666317,35104.19450994676,0.0004732576934153755,0.1245126199643197,0.003667999529776674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,6.221520668228251e-05,0.003763303012458281
19,0.009045181221975875,0.01370441338700625,8.203023362518001,0.14104132621336202,2.0890611840501996,2.0912300600162457,0.0010382060528457808,0.552911841702364,8.56504507148521,35048.995088995944,0.0004743836505397025,0.12449507981575808,0.003628430782755737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,2.8807804476778552e-05,0.0017667907245585638
20,0.009520627657222598,0.01360883434807439,8.202565108853543,0.13907111204209804,2.091550315571126,2.1113584459627783,0.0094705493069831,0.5529204259301548,8.44441647418073,35232.75400625738,0.00047544643524672335,0.1244741314337269,0.003610449862193059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,0.00013063805196090347,0.008108726025808534
21,0.009997092751798858,0.013544090646990012,8.20214779473149,0.13710287218547063,2.09739084875393,2.1310200340171135,0.016033819010492313,0.5529441159096029,8.323943427705373,39062.97605579182,0.0004764650945762609,0.12445025858330895,0.0036087769855819747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,0.00010035387559334629,0.006294992680932752
22,0.010474546310825044,0.013502223031082701,8.201767731686852,0.1351375710196045,2.105869873248106,2.15044225193181,0.02116578011297313,0.5529833065969294,8.203684223100685,43881.81229590785,0.0004774535590261851,0.1244238187973055,0.0036191748060924725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,7.168043478461508e-05,0.004539163470862158
23,0.010952968345249902,0.013476682606425526,8.20142186514044,0.1331762181415087,2.1164505758729852,2.169803431991775,0.025208647311210256,0.553038382958893,8.083699707235594,50143.93902400019,0.0004784220344248582,0.12439508432575727,0.0036381424089662684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,4.424124093410471e-05,0.002825970769963588
24,0.011432346355947687,0.013462041463427011,8.201107814117245,0.131219873228682,2.128729948271709,2.189242609589387,0.028426650062779262,0.5531097192770706,7.964053571669695,58642.77268144215,0.00047937801069778557,0.12436427142953764,0.003662728398750008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,1.7761555321377788e-05,0.0011437139063019714
