time_s,surge_m,sway_m,heave_m,roll_rad,pitch_rad,yaw_rad,surge_velocity_mps,sway_velocity_mps,heave_velocity_mps,roll_rate_rad_s,pitch_rate_rad_s,yaw_rate_rad_s,heave_accel_mps2,pitch_accel_rad_s2,bow_vertical_m,bow_vertical_accel_mps2,wave_elevation_m
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087800474167535,1.0523642224674694,0.0,7.732428174827137,0.0
0.04,0.0,0.0,0.0010459206613090371,0.0,0.0008636313413776526,0.0,0.0,0.0,0.056372765451103465,0.0,0.043422263500997316,0.0,1.697308816381445,1.0876075514744687,0.006498888950767535,8.564462896391241,0.04016450715897596
0.08,0.0,0.0,0.004774592594317175,0.0,0.0034413831045177696,0.0,0.0,0.0,0.13251604601607817,0.0,0.08443142034749872,0.0,2.065453225761328,0.933688224978557,0.02650348551624237,7.960760678275937,0.07928555090999279
0.12,0.0,0.0,0.011773603476149076,0.0,0.0074955112278241465,0.0,0.0,0.0,0.21818682173413262,0.0,0.11637183922239941,0.0,2.179387997556081,0.6499176525768743,0.05910026136863074,6.282968055926466,0.11634677675195382
0.16,0.0,0.0,0.02223340033454126,0.0,0.012585039618570965,0.0,0.0,0.0,0.3042447036060658,0.0,0.13596863300736686,0.0,2.096832657642973,0.330559460560827,0.10169534048619833,4.183985091624034,0.15038534371516593
0.2,0.0,0.0,0.03603122561385658,0.0,0.018207288853383585,0.0,0.0,0.0,0.3842381335222463,0.0,0.14319001934461986,0.0,1.8864132405813303,0.037845050759630225,0.15099204743412054,2.1253668910776353,0.1805169387183085
0.24,0.0,0.0,0.0528371305057599,0.0,0.023896917741345013,0.0,0.0,0.0,0.4541352396924571,0.0,0.1396745843384135,0.0,1.598632601075174,-0.20466660769373654,0.20372226912461233,0.3063676400969213,0.20595875079136822
0.28,0.0,0.0,0.07219475519748736,0.0,0.029266139056568663,0.0,0.0,0.0,0.5115165462158403,0.0,0.12752113604369228,0.0,1.2645233936387248,-0.3945623793591111,0.2569811572006619,-1.2267434696347026,0.22604980830022717
0.32,0.0,0.0,0.09357193239848434,0.0,0.03401040607404489,0.0,0.0,0.0,0.5549272466208596,0.0,0.10874393609630163,0.0,0.9024606048296706,-0.5369084084805893,0.30831363635000375,-2.48757908631677,0.2402681508171196
0.36,0.0,0.0,0.11639089195229789,0.0,0.03790110918797668,0.0,0.0,0.0,0.5834973425765068,0.0,0.08511765274149917,0.0,0.5240952002452796,-0.638034155625859,0.35569849536518267,-3.504452458376394,0.24824438951624767
0.4,0.0,0.0,0.14004737140705048,0.0,0.04077570128921791,0.0,0.0,0.0,0.5967513701648541,0.0,0.058175855084132984,0.0,0.13792844654925496,-0.7035235858701793,0.39750514934717235,-4.304119474635057,0.24977130379901802
0.44,0.0,0.0,0.16392445828653926,0.0,0.042528798687219815,0.0,0.0,0.0,0.5945238061616639,0.0,0.0292502868888777,0.0,-0.24883643766997704,-0.7378951218434406,0.4324512931976452,-4.9079062369894615,0.24480922483108264
0.48,0.0,0.0,0.18740422929162956,0.0,0.04310492139934531,0.0,0.0,0.0,0.5769266919051442,0.0,-0.0004898891381314961,0.0,-0.6294357750324729,-0.7448085511074983,0.45956870300709585,-5.3321569667252176,0.23348706612829642
