scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
faltinsen_ch9,heave_motion,7,0.5732837733668714,3.9187897039752184,0.15,0.2,FAIL
faltinsen_ch9,pitch_motion,7,0.6621381863629547,3.7458965895966156,0.15,0.2,FAIL
matched_delta_added_only,heave_motion,7,0.6038883069656862,5.307795251946754,0.15,0.2,FAIL
matched_delta_added_only,pitch_motion,7,0.7140998905719057,5.718989619261392,0.15,0.2,FAIL
matched_delta_damping_only,heave_motion,7,0.6889182358711559,1.9124876820828007,0.15,0.2,FAIL
matched_delta_damping_only,pitch_motion,7,0.6550565418435335,2.0556235847230755,0.15,0.2,FAIL
matched_delta_added_and_damping,heave_motion,7,0.514638223849139,1.5149280703198351,0.15,0.2,FAIL
matched_delta_added_and_damping,pitch_motion,7,0.6995349547896665,1.8744263188953905,0.15,0.2,FAIL
matched_raw_added_only,heave_motion,7,0.5648032765210721,1.3661792024788884,0.15,0.2,FAIL
matched_raw_added_only,pitch_motion,7,0.7155114430524282,1.8264913548921486,0.15,0.2,FAIL
matched_raw_damping_only,heave_motion,7,0.2471994463893175,0.18908158707520026,0.15,0.2,FAIL
matched_raw_damping_only,pitch_motion,7,0.33608297021840633,0.2778672592762516,0.15,0.2,FAIL
matched_raw_added_and_damping,heave_motion,7,0.4354293948841635,0.3123137253170459,0.15,0.2,FAIL
matched_raw_added_and_damping,pitch_motion,7,0.4599632911126951,0.3324502449207491,0.15,0.2,FAIL
