panel_index,mid_xi,mid_eta,panel_length,kinematic_residual_midpoint,kinematic_residual_left,kinematic_residual_right,kinematic_integral_panel_linear_exact
0,4.383159687819777,0.5003177489179305,0.01664993641052874,0.200088589756938,0.17729229258582913,0.2228848869280471,0.0006694717565690779
1,4.366783793583489,0.49262651174848904,0.01953717128946735,0.2038629278739943,0.11771505800580084,0.2900107977421873,0.0008602980784688095
2,4.348030904393994,0.4828381453766297,0.02278716004395345,0.22327699094019615,0.059097480591404405,0.3874565012889881,0.0013407414710708927
3,4.327307084556983,0.4696456021543691,0.026421918459320445,0.3330874009527678,-0.04911727087083939,0.7152920727763763,0.004218013216326227
4,4.306969441392026,0.4501407108032817,0.0304613157450826,0.45908817340419006,-0.22538050524579,1.1435568520541706,0.0111771017938443
5,4.294729945836764,0.42103840366156287,0.03492266098312319,0.32486010626296036,0.030276853299647577,0.6194433592262731,0.004695719142187351
6,4.299909776268432,0.3854826704194336,0.03982031291793976,0.38285320700397385,0.6956535831098325,0.0700528308981152,0.007135452438673755
7,4.32323974520484,0.35074581629651236,0.04516452967860937,0.36693291226696756,0.7865326613313042,-0.0526668367973695,0.00873155668772623
8,4.359965181438071,0.3202332485568229,0.05096242700255174,0.33636795674910447,0.6595143168173223,0.013221596680886183,0.00753995523685971
9,4.4069959869576945,0.29377606875939866,0.05721618469290615,0.2756637400580426,0.5161473699271948,0.03518011018889,0.005450868984567263
10,4.462825411641468,0.27047730937643777,0.06392378762890395,0.2474980710573862,0.42901157708300697,0.0659845650317652,0.004617706081055345
11,4.526980702778117,0.24960253795269288,0.07107826568505851,0.19685337902924416,0.3363504177815577,0.05735634027693104,0.0032154192101192317
12,4.599391190055381,0.23066399328368575,0.07866782930396614,0.17939474042289438,0.290814178884125,0.06797530196166446,0.002857260399441105
13,4.680207050156419,0.213308125925686,0.0866756906599762,0.13922887118365979,0.2288121409133319,0.049645601453987664,0.0019120425625974208
14,4.769658234350692,0.1973431769392052,0.09508017129462476,0.132711792659706,0.20721400602318008,0.05820957929623205,0.0018505085946441018
15,4.868022805248613,0.18261387547366137,0.10385477696719737,0.10235672711268384,0.16421296346806868,0.040500490757299,0.0012205322437362045
16,4.975563887403574,0.16895613854362918,0.11296842599609438,0.0961637790558898,0.14877753878950872,0.04355001932227087,0.0011489124244654604
17,5.092561508100197,0.15636496417784174,0.1223857041582277,0.07967713365121287,0.12447079378528836,0.0348834735171375,0.0008588134840719305
18,5.219247454906592,0.1446857812148155,0.13206722073879226,0.07010473918004645,0.10868490666898323,0.03152457169110967,0.0007145916375132602
19,5.35583945888736,0.13391393615352348,0.1419700057151392,0.06200530763309431,0.09541436331423858,0.028596251951950036,0.0005986467935789241
20,5.502510136633885,0.12397334979891464,0.15204796993481368,0.053577056590578265,0.0826443556952865,0.024509757485869865,0.000479276024506724
21,5.659391553300404,0.11481197762056115,0.16225240191545381,0.047707250138766755,0.07312978310332086,0.022284717174212598,0.0004042383561726932
22,5.826571241620634,0.10639764092493997,0.17253249829164125,0.04235012017532358,0.0646612291615683,0.020039011189078915,0.0003380707373371382
23,6.004086599621223,0.09867321917932834,0.18283591443617583,0.037295629974438194,0.056937636432230876,0.0176536235166454,0.000277831389280168
24,6.191925530566124,0.0916040650842227,0.19310932549299614,0.03390581233932788,0.05125556563733463,0.01655605904132107,0.00024137547394838816
25,6.390023947013365,0.08514653578815407,0.20329898739571098,0.029937175242207015,0.04529147339084599,0.014582877093568147,0.00019817977360784728
26,6.598265440434028,0.07925906153200958,0.21335128844123444,0.027469281904038523,0.04109607460688308,0.01384248920119402,0.00017419235376550497
27,6.816481782263631,0.07390695855750143,0.2232132823889981,0.024649246221949916,0.036761928449775105,0.012536563994124728,0.00014653751756725915
28,7.044453014783804,0.06904943393099086,0.2328331955216135,0.022712388503545677,0.03350293374435656,0.011921843262734794,0.00012914431893623312
29,7.2819091821090485,0.0646536382339516,0.24216090067958085,0.020724589005729682,0.030351919700839974,0.011097258310619473,0.00011149178796141235
30,7.5285316920942,0.06068313074137578,0.2511483528569996,0.019206411984095922,0.027811259686545242,0.010601564281646603,9.884380323447817e-05
31,7.783955709025529,0.05710727644037268,0.25974998182200393,0.017811967353521307,0.025514386041748383,0.01010954866529426,8.754663576717967e-05
32,8.047772564032346,0.05389468322254801,0.26792303861116296,0.016669218581172984,0.023574457295710838,0.00976397986663513,7.870425608834951e-05
33,8.319532718310136,0.05101679887166902,0.2756278937699568,0.015659128505311204,0.021858403464786874,0.009459853545835561,7.111713490854998e-05
34,8.598748916605238,0.04844612283564373,0.28282828636382246,0.014809951816383643,0.02038311725571537,0.009236786377051942,6.496228148513317e-05
35,8.884899624816818,0.04615760443062092,0.2894915237452665,0.014095019793432972,0.019111921544372773,0.009078118042493144,5.99419269408505e-05
36,9.177432624486181,0.044127679026852565,0.2955886329763316,0.013492318186342722,0.01801432674938408,0.008970309623301365,5.582452551036979e-05
37,9.475768755338754,0.042334278400478265,0.3010944655786725,0.012983940030287522,0.01706512700514795,0.008902753055427107,5.243100279098327e-05
38,9.779305746584136,0.04075691985001545,0.30598775794820265,0.012561263190757371,0.016249366178825067,0.00887316020268969,4.9667739332183674e-05
39,10.08742209243313,0.03937681879698735,0.310251150307041,0.01222149133544681,0.01555870408426055,0.008884278586633057,4.749237121364964e-05
40,10.399480929747654,0.03817667837539074,0.3138711674815707,0.011950833973574701,0.014974461302809092,0.008927206644340296,4.578434746632328e-05
41,10.714833882490755,0.03714040220966656,0.31683816509293755,0.011736112025106299,0.014479162542810314,0.00899306150740227,4.443478919011062e-05
42,11.032824841000302,0.036253128844424325,0.319146244933924,0.011573697467499505,0.014065408856729578,0.009081986078269419,4.3410277007662725e-05
43,11.352793644898785,0.03550125976450498,0.32079314339216247,0.011460156902307755,0.013726444127592163,0.00919386967702334,4.268063447597242e-05
44,11.67407964391797,0.034872337089421716,0.32178009677550723,0.01139139003864384,0.013455245124743012,0.009327534952544667,4.221227138043511e-05
45,11.996025115683693,0.03435486161848595,0.32211168731170975,0.011358537810158192,0.013240373298800456,0.009476702321515929,4.193791612310005e-05
46,12.317978522930286,0.03393820906304219,0.32179567344427895,0.011358370953422112,0.013076333894685634,0.009640408012158569,4.183227573817826e-05
47,12.639297595770952,0.033612614020675016,0.3208428078408606,0.011387256613912593,0.012957492417853378,0.009817020809971808,4.1867257126110264e-05
48,12.959352227912905,0.033369116226665795,0.31926664628174456,0.011444270339535816,0.012881161158158086,0.010007379520913545,4.203450042935097e-05
49,13.277527179137515,0.03319948862568118,0.31708335031534723,0.0115261231952445,0.012842490739624311,0.01020975565086469,4.230815358805393e-05
50,13.593224579000623,0.03309613132649415,0.3143114862650712,0.011628885704831123,0.012836172831852316,0.010421598577809936,4.26573585919793e-05
51,13.905866229221843,0.03305200468954766,0.3109718228573201,0.011748597653822794,0.012857025890128382,0.010640169417517206,4.3050654477136585e-05
52,14.21489570423789,0.0330606429434292,0.30708712942217764,0.011887273710346327,0.01290598603539455,0.010868561385298105,4.349987492948681e-05
53,14.51978025120415,0.033116224466480285,0.3026819763038805,0.012052397550664586,0.012989589121455689,0.011115205979873491,4.405628868502232e-05
54,14.820012492389221,0.03321330305359306,0.2977825388138032,0.012225404886245454,0.0130884266579974,0.011362383114493505,4.4580664608840865e-05
55,15.115111934372516,0.033345919786751964,0.2924164057701401,0.01232701699000665,0.013122403122392629,0.011531630857620673,4.4495901346140114e-05
56,15.404626288020749,0.033508296415503805,0.2866123933996056,0.012405591681602643,0.013139140901582174,0.011672042461623115,4.416068435291089e-05
57,15.688132601765993,0.03370019849868509,0.28040036513129235,0.012970480125265457,0.013647613471514532,0.012293346779016376,4.7215549496325335e-05
58,15.965238216812308,0.03392992021068063,0.27381105759353735,0.014482898275124112,0.015109078534745454,0.01385671801550278,5.746884560240039e-05
59,16.235581567517396,0.03419885054837459,0.26687591293349916,0.01574839266004052,0.016328402873752774,0.01516838244632826,6.621832133118662e-05
60,16.49883283376245,0.034478862309631,0.25962691741702665,0.014338954877282605,0.014874919514256683,0.013802990240308528,5.34056151121798e-05
61,16.754694391098173,0.03473053556690525,0.25209644613430227,0.010913572300090092,0.011408165250543126,0.010418979349637054,3.0046770655080336e-05
62,17.002901069910212,0.034954464754190055,0.24431711353400842,0.009673584608116056,0.010131774911553943,0.00921539430467816,2.2879862461272124e-05
63,17.243220331115445,0.0351841877533019,0.23632162943650578,0.010961616012652903,0.01138734079582501,0.010535891229480815,2.8409981182829892e-05
64,17.47545234787571,0.03542793902644308,0.22814266013133297,0.011173953894929402,0.011568877493759244,0.010779030296099557,2.8497124888314674e-05
65,17.699429891473677,0.035672506633827074,0.21981269414879154,0.010844673126016089,0.011211091329986326,0.010478254922045852,2.5861334798432188e-05
66,17.915018054966048,0.03591785412409732,0.21136391230368615,0.01135779213846956,0.011698909659937078,0.01101667461700204,2.727402498479347e-05
67,18.122113895597668,0.03616403006156546,0.20282806164348022,0.011277799917158677,0.011595385849758524,0.010960213984558823,2.580427101414076e-05
68,18.320645944895602,0.036406439356238704,0.19423633298856924,0.011256547838971842,0.011553107448310763,0.010959988229632917,2.461735456334944e-05
69,18.510573581499727,0.03664574021545809,0.18561924182771788,0.011523378393973705,0.011801635463385408,0.011245121324562016,2.4652844863174684e-05
70,18.691886306573632,0.03688054500972703,0.17700651242443927,0.01142874419806987,0.011691083447485841,0.0111664049486539,2.3123977596768062e-05
71,18.864602893670614,0.03710941110238894,0.168426965096488,0.011602039995459296,0.01185197333806963,0.01135210665284896,2.2675011442172536e-05
72,19.02877042826764,0.037332301259646435,0.15990840674864107,0.011651419351148596,0.011892821167436271,0.01141001753486091,2.1711563581207282e-05
73,19.184463244567056,0.037548055044633766,0.15147752486390448,0.01169907810584032,0.011937503412856845,0.011460652798823794,2.073536111400061e-05
74,19.331781752013995,0.0377566007649618,0.1431597852877448,0.011839141013211096,0.012081778166711125,0.01159650385971107,2.0068837921721668e-05
75,19.47085116618289,0.0379578349178329,0.13497933426910783,0.011924734562227899,0.012188814120320211,0.01166065500413557,1.9197103819083697e-05
76,19.60182014233129,0.038151803581655624,0.12695890534716484,0.012125200489651912,0.012398767345309085,0.011851633633994725,1.866872723398689e-05
77,19.724859320022365,0.03833798722644431,0.1191197317902516,0.011815298140283894,0.01236803202401942,0.011262564256548379,1.664139680198373e-05
78,19.840159776663498,0.038518845304972994,0.11148146539787791,0.013579900726739078,0.0129742922117437,0.014185509241734472,2.05723389762225e-05
79,19.94793139727017,0.038705995864559445,0.10406210256562061,0.01066469668710169,0.019265687368268336,0.0020637060059350574,1.4401650645569484e-05
