outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,0.022204751424033022,0.0011225639292622843,0.05055512254225427
1,1,-0.031890479649639064,-0.0016122271066187689,0.05055512254225427
1,2,-0.018080897556508088,-0.0009140819916432122,0.05055512254225427
1,3,-0.04631232916974038,-0.002341325476393442,0.05055512254225427
1,4,-0.016493872029158575,-0.0008338497216303718,0.05055512254225427
1,5,-0.020526533163355176,-0.0010377213994410672,0.05055512254225427
1,6,-0.012183169983564892,-0.000615921651472237,0.05055512254225427
1,7,-0.01151697853901198,-0.0005822422613562632,0.05055512254225427
1,8,-0.0064502054728076096,-0.00032609092810050787,0.05055512254225427
1,9,-0.005634051778504575,-0.00028483017807170443,0.05055512254225427
1,10,-0.0025898912717782843,-0.00013093227061586592,0.05055512254225427
1,11,-0.0020795578200432886,-0.0001051323004259916,0.05055512254225427
1,12,-0.0002437869777825166,-1.2324680536000946e-05,0.05055512254225427
1,13,-8.011047872094482e-05,-4.049995068656018e-06,0.05055512254225427
1,14,0.0010131059234745059,5.1217694109537324e-05,0.05055512254225427
1,15,0.000936829118926159,4.7361510908464064e-05,0.05055512254225427
1,16,0.001562732067266722,7.900411116137948e-05,0.05055512254225427
1,17,0.0013276243066257846,6.71182095115419e-05,0.05055512254225427
1,18,0.001649096432870174,8.337027224774604e-05,0.05055512254225427
1,19,0.0013289469303405929,6.718507491552132e-05,0.05055512254225427
1,20,0.0014758775771240124,7.461317176886977e-05,0.05055512254225427
1,21,0.0011395388040876405,5.7609523882304545e-05,0.05055512254225427
1,22,0.0012009479534992973,6.071407095602646e-05,0.05055512254225427
1,23,0.0008862204037839321,4.480298111274275e-05,0.05055512254225427
1,24,0.0009064705898310208,4.5826731749856765e-05,0.05055512254225427
1,25,0.0006252940971769455,3.161181970772873e-05,0.05055512254225427
1,26,0.0006315847361514767,3.192984373195524e-05,0.05055512254225427
1,27,0.0003956757706941221,2.0003437074442243e-05,0.05055512254225427
1,28,0.0004087197399539732,2.0662876538811413e-05,0.05055512254225427
1,29,0.00022151939274847599,1.1198940045884955e-05,0.05055512254225427
1,30,0.00024616662529902775,1.2444983907805539e-05,0.05055512254225427
1,31,9.911123113781443e-05,5.010580435485896e-06,0.05055512254225427
1,32,0.00013231392244350462,6.689146563177704e-06,0.05055512254225427
1,33,1.814582560065968e-05,9.173644368717248e-07,0.05055512254225427
1,34,5.961271772692012e-05,3.0137282497612598e-06,0.05055512254225427
1,35,-2.6090814312684438e-05,-1.3190243148049635e-06,0.05055512254225427
1,36,2.2287692446528243e-05,1.1267570228183102e-06,0.05055512254225427
1,37,-4.219730341721052e-05,-2.133289845209763e-06,0.05055512254225427
1,38,7.254695924491586e-06,3.6676204146946476e-07,0.05055512254225427
1,39,-4.3861090444945443e-05,-2.217402802281115e-06,0.05055512254225427
1,40,3.4726912500754326e-06,1.7556233169897765e-07,0.05055512254225427
1,41,-3.754967683764626e-05,-1.8983285139492536e-06,0.05055512254225427
1,42,8.213109332191708e-06,4.152147487418839e-07,0.05055512254225427
1,43,-2.430324101135653e-05,-1.228653327503069e-06,0.05055512254225427
1,44,1.7936888202266157e-05,9.068015810922805e-07,0.05055512254225427
1,45,-1.0518350604017332e-05,-5.317565037284905e-07,0.05055512254225427
1,46,2.606715007911391e-05,1.317827966576937e-06,0.05055512254225427
1,47,2.4315774213752583e-07,1.2292869450860483e-08,0.05055512254225427
1,48,3.2539024065193246e-05,1.6450143490212052e-06,0.05055512254225427
1,49,1.0042000280156144e-05,5.076745547326455e-07,0.05055512254225427
1,50,3.880650824238498e-05,1.961867779630773e-06,0.05055512254225427
1,51,1.821838332572226e-05,9.210326015536507e-07,0.05055512254225427
1,52,4.2308336222401065e-05,2.138903122282381e-06,0.05055512254225427
1,53,2.2338041386444837e-05,1.1293024196456662e-06,0.05055512254225427
1,54,4.247449679296335e-05,2.147303390288848e-06,0.05055512254225427
1,55,2.415574332651632e-05,1.2211965639712734e-06,0.05055512254225427
1,56,4.189610268024325e-05,2.118062605042565e-06,0.05055512254225427
1,57,2.5069139907277563e-05,1.267373440041334e-06,0.05055512254225427
1,58,3.993585491400987e-05,2.018962039007456e-06,0.05055512254225427
1,59,2.4555990581449222e-05,1.2414311129916072e-06,0.05055512254225427
1,60,4.188813431590943e-05,2.1176597634072076e-06,0.05055512254225427
1,61,3.7966216408273634e-05,1.9193867229860185e-06,0.05055512254225427
1,62,6.037579242568333e-05,3.052305584666128e-06,0.05055512254225427
1,63,2.0752979031989777e-05,1.0491693980790765e-06,0.05055512254225427
