case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,2.0807927871772634e-14,3.0144884796052126e-14,-7.074695476402696e-11,-1.0249260830657723e-10
fn167,1.7902623815836317e-05,1,1.618808581164479e-14,2.2500087528653386e-14,-5.5039491759592294e-11,-7.650029759742151e-11
fn167,1.7902623815836317e-05,2,1.6827742743671995e-14,2.2326724518388352e-14,-5.721432532848478e-11,-7.59108633625204e-11
fn167,1.7902623815836317e-05,3,1.1828808019630067e-14,1.5188668806956307e-14,-4.0217947266742226e-11,-5.164147394365144e-11
fn167,1.7902623815836317e-05,4,9.751370830662593e-15,1.1880276643563769e-14,-3.315466082425282e-11,-4.0392940588116814e-11
fn167,1.7902623815836317e-05,5,7.790042606573579e-15,9.041706017136289e-15,-2.6486144862350168e-11,-3.0741800458263385e-11
fn167,1.7902623815836317e-05,6,9.926766514772962e-15,1.1521846905630312e-14,-3.375100615022807e-11,-3.917427947914306e-11
fn167,1.7902623815836317e-05,7,1.0361517021785998e-14,1.1839252758871642e-14,-3.522915787407239e-11,-4.0253459380163585e-11
fn167,1.7902623815836317e-05,8,8.935942576364949e-15,9.661473784727668e-15,-3.0382204759640826e-11,-3.2849010868074075e-11
fn167,1.7902623815836317e-05,9,9.474512945289495e-15,1.0554370041495834e-14,-3.2213344013984286e-11,-3.5884858141085834e-11
fn167,1.7902623815836317e-05,10,7.761224615074883e-15,8.002225922408873e-15,-2.6388163691254603e-11,-2.7207568136190167e-11
fn167,1.7902623815836317e-05,11,6.571864818959164e-15,6.330765075225029e-15,-2.2344340384461156e-11,-2.15246012557651e-11
fn167,1.7902623815836317e-05,12,7.523517732067238e-15,7.054430597436668e-15,-2.557996028902861e-11,-2.3985064031284672e-11
fn167,1.7902623815836317e-05,13,7.162291556330532e-15,7.36144345047334e-15,-2.4351791291523808e-11,-2.5028907731609356e-11
fn167,1.7902623815836317e-05,14,5.349456578877658e-15,5.191289307793773e-15,-1.818815236818404e-11,-1.7650383646498827e-11
fn167,1.7902623815836317e-05,15,7.614095930078026e-15,6.911921278477551e-15,-2.588792616226529e-11,-2.3500532346823673e-11
fn167,1.7902623815836317e-05,16,6.773377755667398e-15,5.7324575754563715e-15,-2.302948436926915e-11,-1.9490355756551664e-11
fn167,1.7902623815836317e-05,17,6.281663981755278e-15,5.334341179062483e-15,-2.1357657537967945e-11,-1.8136760008812445e-11
fn167,1.7902623815836317e-05,18,5.31371614864041e-15,4.206537315510066e-15,-1.8066634905377393e-11,-1.4302226872734225e-11
