grid_label,reference_row_id,coefficient,coefficient_family,omega_e_sqrt_l_over_g,omega_e_rad_s,speed_mps,fn_l,reference_value,computed_value,dimensional_value,normalization_scale,abs_error,rel_error,relative_tolerance,effective_abs_tolerance,gate_error_ratio,status,provider_route,force_assembly_route,formula_version,station_count,active_station_count,lcg_from_transom_m,body_panels_per_section,free_surface_inner_panels_per_side,control_surface_panels,apply_local_time_phase,local_time_phase_gradient_correction,force_closure_residual,heave_condition_number_max,pitch_condition_number_max,heave_linear_residual_max,pitch_linear_residual_max,empirical_output_scaling_used,reference_series,reference_role,source_figure,source_page,source_image
base,0,A33,A,2.0,3.616010693199528,2.1696064159197173,0.4,1.07,1.0590676780540436,84.67246086042078,79.95,0.010932321945956502,0.01021712331397804,0.15,0.1605,0.06811415542652026,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,73.68410831861642,73.68410831861642,5.182770823886069e-16,4.799020995233903e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
base,1,A33,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.941,0.9286911766548593,74.248859573556,79.95,0.012308823345140607,0.013080577412476735,0.15,0.14115,0.08720384941651156,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,73.68410831861642,73.68410831861642,4.862569489241946e-16,4.699033990530124e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
base,2,B33,B,2.23,4.031851922917474,2.1696064159197173,0.4,2.05,2.044902527699964,295.59071653338475,144.55002746065114,0.005097472300035655,0.0024865718536759293,0.15,0.30749999999999994,0.016577145691172863,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,73.68410831861642,73.68410831861642,4.862569489241946e-16,4.699033990530124e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 12,952,p16_Im15.tiff.png
base,3,A53,A,2.0,3.616010693199528,2.1696064159197173,0.4,0.19,0.18584964560176603,44.576037497583584,239.85000000000002,0.004150354398233969,0.02184397051702089,0.15,0.028499999999999998,0.1456264701134726,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,73.68410831861642,73.68410831861642,5.182770823886069e-16,4.799020995233903e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
base,4,A53,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.145,0.14288221805821844,34.27030000126369,239.85000000000002,0.0021177819417815547,0.014605392701941756,0.15,0.02175,0.09736928467961171,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,73.68410831861642,73.68410831861642,4.862569489241946e-16,4.699033990530124e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
base,5,B53,B,2.23,4.031851922917474,2.1696064159197173,0.4,-0.106,-0.10808927633287838,-46.87292358635844,433.65008238195344,0.0020892763328783787,0.01971015408375829,0.15,0.015899999999999997,0.13140102722505528,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,73.68410831861642,73.68410831861642,4.862569489241946e-16,4.699033990530124e-16,False,matched_biem_theory,diagnostic_reference,Fig. 14,953,p17_Im17.tiff.png
base,6,A35,A,2.23,4.031851922917474,2.1696064159197173,0.4,-0.125,-0.1275914585952298,-30.60281134406587,239.85000000000002,0.002591458595229801,0.020731668761838407,0.15,0.01875,0.13821112507892272,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,73.68410831861642,73.68410831861642,4.862569489241946e-16,4.699033990530124e-16,False,matched_biem_theory,diagnostic_reference,Fig. 15,954,p18_Im18.tiff.png
base,7,B35,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.163,0.1592554767593378,69.0611506164641,433.65008238195344,0.003744523240662212,0.022972535218786574,0.15,0.02445,0.1531502347919105,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,73.68410831861642,73.68410831861642,4.862569489241946e-16,4.699033990530124e-16,False,matched_biem_theory,diagnostic_reference,Fig. 16,954,p18_Im19.tiff.png
base,8,A55,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.0458,0.04363104099280846,31.39471554637533,719.5500000000001,0.002168959007191537,0.047357183563133995,0.15,0.00687,0.31571455708755997,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,73.68410831861642,73.68410831861642,4.862569489241946e-16,4.699033990530124e-16,False,matched_biem_theory,diagnostic_reference,Fig. 17,955,p19_Im20.tiff.png
base,9,B55,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.0703,0.06902150551833151,89.79354466245275,1300.9502471458604,0.001278494481668488,0.018186265742083752,0.15,0.010545,0.12124177161389169,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,73.68410831861642,73.68410831861642,4.862569489241946e-16,4.699033990530124e-16,False,matched_biem_theory,diagnostic_reference,Fig. 18,955,p19_Im21.tiff.png
refined,0,A33,A,2.0,3.616010693199528,2.1696064159197173,0.4,1.07,1.0603169815118254,84.77234267187045,79.95,0.009683018488174655,0.009049549988948274,0.15,0.1605,0.06033033325965517,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,109.55129662944393,109.55129662944393,5.487787533233575e-16,5.265440880161031e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
refined,1,A33,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.941,0.9301845466084048,74.36825450134197,79.95,0.010815453391595176,0.011493574273746202,0.15,0.14115,0.07662382849164134,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,109.55129662944393,109.55129662944393,5.424474964998705e-16,5.197625616236337e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
refined,2,B33,B,2.23,4.031851922917474,2.1696064159197173,0.4,2.05,2.0446823498137836,295.55888981389114,144.55002746065114,0.005317650186216216,0.0025939757005932766,0.15,0.30749999999999994,0.017293171337288513,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,109.55129662944393,109.55129662944393,5.424474964998705e-16,5.197625616236337e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 12,952,p16_Im15.tiff.png
refined,3,A53,A,2.0,3.616010693199528,2.1696064159197173,0.4,0.19,0.186630836199343,44.76340606241242,239.85000000000002,0.0033691638006569935,0.01773244105608944,0.15,0.028499999999999998,0.11821627370726294,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,109.55129662944393,109.55129662944393,5.487787533233575e-16,5.265440880161031e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
refined,4,A53,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.145,0.14372720078906961,34.47296910925835,239.85000000000002,0.0012727992109303754,0.00877792559262328,0.15,0.02175,0.05851950395082186,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,109.55129662944393,109.55129662944393,5.424474964998705e-16,5.197625616236337e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
refined,5,B53,B,2.23,4.031851922917474,2.1696064159197173,0.4,-0.106,-0.1087778896832713,-47.171540822485646,433.65008238195344,0.0027778896832713063,0.02620650644595572,0.15,0.015899999999999997,0.17471004297303816,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,109.55129662944393,109.55129662944393,5.424474964998705e-16,5.197625616236337e-16,False,matched_biem_theory,diagnostic_reference,Fig. 14,953,p17_Im17.tiff.png
refined,6,A35,A,2.23,4.031851922917474,2.1696064159197173,0.4,-0.125,-0.1264977169660903,-30.340477414316762,239.85000000000002,0.0014977169660903011,0.011981735728722409,0.15,0.01875,0.07987823819148274,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,109.55129662944393,109.55129662944393,5.424474964998705e-16,5.197625616236337e-16,False,matched_biem_theory,diagnostic_reference,Fig. 15,954,p18_Im18.tiff.png
refined,7,B35,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.163,0.16090549519753886,69.77668124812173,433.65008238195344,0.00209450480246115,0.012849722714485583,0.15,0.02445,0.08566481809657056,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,109.55129662944393,109.55129662944393,5.424474964998705e-16,5.197625616236337e-16,False,matched_biem_theory,diagnostic_reference,Fig. 16,954,p18_Im19.tiff.png
refined,8,A55,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.0458,0.04399079244617599,31.653574704645937,719.5500000000001,0.0018092075538240077,0.039502348336768724,0.15,0.00687,0.2633489889117915,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,109.55129662944393,109.55129662944393,5.424474964998705e-16,5.197625616236337e-16,False,matched_biem_theory,diagnostic_reference,Fig. 17,955,p19_Im20.tiff.png
refined,9,B55,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.0703,0.06921522111321068,90.04555901348682,1300.9502471458604,0.0010847788867893171,0.01543070962715956,0.15,0.010545,0.10287139751439707,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,109.55129662944393,109.55129662944393,5.424474964998705e-16,5.197625616236337e-16,False,matched_biem_theory,diagnostic_reference,Fig. 18,955,p19_Im21.tiff.png
