residual_row,shape_mode,value,finite_difference_step,jacobian_condition_number
0,0,-1.4012430026585747,0.00014736623177616395,436.0963957782734
0,1,-1.9465911868802535,0.00010420990018318436,436.0963957782734
0,2,-1.8439768816875552,0.00010422861856929411,436.0963957782734
0,3,-1.6819030145699831,0.00010425982674024779,436.0963957782734
0,4,-1.4728907153330995,0.00010430354100090059,436.0963957782734
0,5,-1.2309078691590825,0.00010435978420548108,436.0963957782734
0,6,-0.97037149891609,0.00010442858578509167,436.0963957782734
0,7,-0.7053720063682994,0.00010450998178317366,436.0963957782734
0,8,-0.44925932940887264,0.00010460401489901035,436.0963957782734
0,9,-0.21406488497366402,0.00010471073453936483,436.0963957782734
0,10,-0.010199868271447404,0.00010483019687836865,436.0963957782734
0,11,0.15397121915628673,0.00010496246492579224,436.0963957782734
0,12,0.2722259168578135,0.00010510760860384967,436.0963957782734
0,13,0.3407030019515136,0.00010526570483271205,436.0963957782734
0,14,0.35772765542114876,0.00010543683762491677,436.0963957782734
0,15,0.32386545580678605,0.00010562109818888803,436.0963957782734
0,16,0.2414949840875212,0.00010581858504180422,436.0963957782734
0,17,0.11476906131045929,0.0001060294041320721,436.0963957782734
0,18,-0.05099980856682112,0.00010625366897167789,436.0963957782734
0,19,-0.24939732476302745,0.00010649150077873472,436.0963957782734
0,20,-0.47361618443700204,0.00010674302863054927,436.0963957782734
0,21,-0.7164561003768146,0.00010700838962756612,436.0963957782734
0,22,-0.9710624948453822,0.0001072877290685799,436.0963957782734
0,23,-1.230778006297991,0.00010758120063763158,436.0963957782734
0,24,-1.4898919356696896,0.00010788896660302944,436.0963957782734
0,25,-1.7432597804857164,0.00010821119802898615,436.0963957782734
0,26,-1.9870825955326272,0.00010854807500038312,436.0963957782734
0,27,-2.21824130013812,0.00010889978686121093,436.0963957782734
0,28,-2.4351381629544764,0.00010926653246728936,436.0963957782734
0,29,-2.636736368482782,0.00010964852045388892,436.0963957782734
0,30,-2.823529737597405,0.00011004596951894265,436.0963957782734
0,31,-2.996267951219705,0.0001104591087225689,436.0963957782734
1,0,-0.45384936589893377,0.00014736623177616395,436.0963957782734
1,1,-0.628002192754438,0.00010420990018318436,436.0963957782734
1,2,-0.5874227650054658,0.00010422861856929411,436.0963957782734
1,3,-0.5229681114894263,0.00010425982674024779,436.0963957782734
1,4,-0.43901915099626665,0.00010430354100090059,436.0963957782734
1,5,-0.3404717785937125,0.00010435978420548108,436.0963957782734
1,6,-0.23239823064238313,0.00010442858578509167,436.0963957782734
1,7,-0.11977307454715148,0.00010450998178317366,436.0963957782734
1,8,-0.007328028680566328,0.00010460401489901035,436.0963957782734
1,9,0.10066001619755621,0.00010471073453936483,436.0963957782734
1,10,0.20048052393311003,0.00010483019687836865,436.0963957782734
1,11,0.28914334389181684,0.00010496246492579224,436.0963957782734
1,12,0.36441830327884434,0.00010510760860384967,436.0963957782734
1,13,0.42491618130653436,0.00010526570483271205,436.0963957782734
1,14,0.4700325488037383,0.00010543683762491677,436.0963957782734
1,15,0.4999665762674132,0.00010562109818888803,436.0963957782734
1,16,0.5155755100817119,0.00010581858504180422,436.0963957782734
1,17,0.5183572129833983,0.0001060294041320721,436.0963957782734
1,18,0.5102362021498956,0.00010625366897167789,436.0963957782734
1,19,0.4935347921121882,0.00010649150077873472,436.0963957782734
1,20,0.47072787959159423,0.00010674302863054927,436.0963957782734
1,21,0.44442774151741304,0.00010700838962756612,436.0963957782734
1,22,0.4171324893957236,0.0001072877290685799,436.0963957782734
1,23,0.39125751670497483,0.00010758120063763158,436.0963957782734
1,24,0.36888661546183704,0.00010788896660302944,436.0963957782734
1,25,0.35187802100182847,0.00010821119802898615,436.0963957782734
1,26,0.34161562314374583,0.00010854807500038312,436.0963957782734
1,27,0.3392079344692922,0.00010889978686121093,436.0963957782734
1,28,0.34522507998373886,0.00010926653246728936,436.0963957782734
1,29,0.3600007782362425,0.00010964852045388892,436.0963957782734
1,30,0.38333017912072914,0.00011004596951894265,436.0963957782734
1,31,0.41487529119078287,0.0001104591087225689,436.0963957782734
2,0,-0.590929006777991,0.00014736623177616395,436.0963957782734
2,1,-0.8258648782957404,0.00010420990018318436,436.0963957782734
