omega_e_sqrt_L_g,amplitude_computed,incident_amplitude,diffraction_amplitude,condition,residual,component,status,amplitude_reference,pixel_x,pixel_y,trace_y_min,trace_y_max,amplitude_reading_bound,frequency_reading_bound,relative_difference,screening_within_15_percent
2.0,16.8231014323401,15.152151857302709,2.5377160339540077,6364954.632249405,2.3458317091785297e-15,heave,EXTRACTED_PENDING_VISUAL_AUDIT,12.877647058823534,486,1853.5,1843.0,1863.0,0.3294117647058823,0.056338028169014,0.30638006737521284,False
3.0,10.028868870061984,8.856570386297957,1.791940005798081,6364954.632249405,2.496839495881695e-15,heave,EXTRACTED_PENDING_VISUAL_AUDIT,6.875294117647054,557,2108.0,2097.0,2119.0,0.3529411764705882,0.056338028169014,0.45868215940326706,False
4.0,4.056508519587116,2.4031086788129286,1.785805511049996,6364954.632249405,2.176500862120244e-15,heave,EXTRACTED_PENDING_VISUAL_AUDIT,1.896470588235292,628,2319.0,2316.0,2322.0,0.1647058823529411,0.056338028169014,1.1389778174001566,False
