omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.8231014323401,15.152151857302709,2.5377160339540077,6364954.632249405,2.3458317091785297e-15
3.0,10.028868870061984,8.856570386297957,1.791940005798081,6364954.632249405,2.496839495881695e-15
4.0,4.056508519587116,2.4031086788129286,1.785805511049996,6364954.632249405,2.176500862120244e-15
