omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
5.601,-1038.364203693067,-670.0111531976896,-120.2277467261083,-222.37168165507208
6.560399999999999,-1089.091455948786,-818.8926528108977,-86.89466574211299,-283.77529754603205
7.5978,-1111.6396862337888,-970.5651474496134,-33.72287792164084,-348.59036483276776
8.6966,-1101.3975876450218,-1113.2021714021714,40.35160859041118,-411.2005835392903
9.86,-1056.2469047972113,-1236.0756633819844,135.59267159704604,-466.06171878867247
11.1048,-975.0344647725965,-1327.4578681729456,251.58245609229064,-506.9790466211575
13.7884,-723.8943525253467,-1356.764141399609,518.5225078701408,-516.9840203588769
16.733999999999998,-423.7291429831974,-1114.7079906358917,761.594669330904,-400.9822170692319
30.121199999999998,-495.69930166349576,853.3663745924299,69.40521889450442,126.43573142223224
