frequency_index,status,heave_amplitude_relative_error,pitch_amplitude_relative_error,heave_phase_circular_error_deg,pitch_phase_circular_error_deg,point_acceleration_kinematic_relative_residual
0,PASS,1.2093187625428477e-15,0.0,1.7053025658242404e-13,1.7053025658242404e-13,0.0
1,PASS,1.0794823887607896e-15,6.168196661226484e-16,5.684341886080802e-14,8.526512829121202e-14,0.0
2,PASS,1.49855174176449e-16,1.211157481923529e-15,8.526512829121202e-14,1.9895196601282805e-13,0.0
3,PASS,2.1682759081688097e-14,1.5903180620947986e-14,9.094947017729282e-13,1.0800249583553523e-12,0.0
4,PASS,5.591452538978261e-14,6.793147115706638e-14,4.547473508864641e-12,4.661160346586257e-12,0.0
5,PASS,2.76102773855849e-13,2.605758362729544e-13,4.689582056016661e-12,2.6432189770275727e-12,0.0
6,PASS,1.867597915291316e-13,1.834583861952877e-13,4.320099833421409e-12,4.604316927725449e-12,0.0
7,PASS,2.1484099284742725e-13,6.537452839661471e-14,6.070877134334296e-11,3.382183422218077e-11,0.0
