configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,7.941457460970018,1.0576996441128128,2.2294726569496106,0.043949075859189446,0.1,PASS,experimental peak is bracketed and uncertainty-resolved
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,7.871860161795228,1.146153846,1.9550035201200373,0.40543834347352753,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary
FnB=2.26,heave,7,218,True,False,False,True,1.125,1.120673077,0.01730769231,8.022060019099158,8.927859103848832,1.1252777139130599,9.688397491167052,0.11291352627543558,0.1,UNRESOLVED,experimental peak prominence does not exceed digitization uncertainty
FnB=2.26,pitch,7,218,True,True,True,True,1.233173077,1.189903846,0.01730769231,8.629647930830982,8.922996020310235,1.2473770472114474,10.066490793937191,0.03399305415823665,0.1,PASS,experimental peak is bracketed and uncertainty-resolved
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.664145094067097,1.3147004160447735,7.588076796278983,0.12691016998089794,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.647697138761766,1.5206858599314934,8.460830091801881,0.13551536861403532,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
