iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.0115697066519161,8.203941652549666,0.15235219111164,2.01419824661472,2.0133610087718727,0.0004156680427331,0.5539875895316047,27.89296870101376,147292.092807631,,,0.0023898638002342,0.0028189429955974,,,,,,,,1547.0,256.0,840.0,3.026354633709916e-05,0.0017900776931867
1,0.0003208786826535,0.0114182613604533,8.203621980527886,0.1509927317271615,2.023443807096738,2.023476747909501,1.627957872974106e-05,0.553960375683977,27.69026528309704,147521.00095396076,0.0003208786826535,0.2498749255771613,0.0023308870814314,0.002766145217722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,256.0,840.0,4.438379536015199e-05,0.0026351702428301
2,0.0006413295281032,0.0112957244572882,8.203304160351996,0.1496345697870004,2.0335117212363425,2.033545759591657,1.673870622867752e-05,0.5539400661383949,27.43886449154876,147552.9940184512,0.0003204508454497,0.2498690960219246,0.0022857603707521,0.0027278301374791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,256.0,840.0,2.601611289674677e-05,0.0015499221608561
3,0.0009619107412746,0.0111992852716913,8.202997861675703,0.148275605884098,2.043781063813381,2.0438148343691425,1.6523568184246347e-05,0.5539267593661867,27.18735379306669,147585.52749747556,0.0003205812131714,0.2498625388654983,0.0022526570895096,0.002702237754135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,256.0,840.0,7.731019401194834e-06,0.0004621293061484
4,0.0012826187315494,0.0111261200598834,8.202702996487293,0.1469161403239184,2.0542564936331127,2.054289943756906,1.6283323867878963e-05,0.5539205738656356,26.935795606898303,147619.62302727235,0.0003207079902747,0.2498553934450595,0.0022301553129464,0.0026878956905165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,256.0,840.0,3.500533036233626e-05,0.0020999401711938
5,0.0016034503845611,0.0110734842814614,8.20241955756271,0.1455564884480327,2.0649418534331088,2.0649748770172063,1.5992500729552987e-05,0.5539216285257,26.68424767433416,147654.9980123947,0.0003208316530116,0.249847558522893,0.0022169573578118,0.0026835042012911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,256.0,840.0,1.6763834973134642e-05,0.0010091106778594
6,0.0019244034468354,0.0110383896154544,8.202147331207676,0.1441969769723853,2.075846751416717,2.07587946659443,1.5759919507695607e-05,0.553930049861167,26.432769658304863,147695.24970561857,0.0003209530622743,0.2498393983293665,0.0022117001174277,0.0026875561185327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,256.0,840.0,4.377118563133549e-05,0.0026441245755557
7,0.0022454754336897,0.0109323319671735,8.203091985673856,0.1482864511533599,2.0435540787316446,2.0435259216814474,1.3778470797643084e-05,0.5539236951374438,27.189471732003128,147557.6006184699,0.0003210719868542,0.2498921523269464,0.0021267282831571,0.0025189394618898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,256.0,840.0,8.640918403087233e-06,0.0005165561132487
8,0.0025663269792856,0.010831380170425,8.202790258871161,0.1469272226552824,2.053932431866353,2.05396504646535,1.5879100252085914e-05,0.5539147337026107,26.937867959772,147591.62502447018,0.0003208515455959,0.2498815522764106,0.0020906544047888,0.0024877022654539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,256.0,840.0,3.566637165970197e-05,0.0021398190110495
9,0.002887299673963,0.0107543307867591,8.202502389288602,0.1455676664718938,2.0645641000821167,2.0645963984010423,1.5644134722825836e-05,0.5539128276205045,26.68632641058535,147626.71667662417,0.0003209726946773,0.2498756293596545,0.0020653794124402,0.0024677973557651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,256.0,840.0,1.740349417031472e-05,0.0010477523180676
10,0.0032083893430984,0.0106986785346871,8.202225548342708,0.1442080974850523,2.075412130134244,2.0754441878007666,1.5446409923713108e-05,0.5539181024321866,26.434826839863536,147666.86703878516,0.0003210896691354,0.2498694257266953,0.0020497037815912,0.002457919252198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,256.0,840.0,4.438409701201584e-05,0.0026815672891194
11,0.0035295924439911,0.0106612860947674,8.201960270732213,0.1428488549611681,2.086464873968642,2.0864959127149016,1.4876237144787353e-05,0.5539306598436629,26.183431611045243,147701.3333057931,0.0003212031008926,0.2498613481107461,0.0020421796011668,0.002456853250302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,256.0,840.0,2.6155037719249168e-05,0.0015857594658046
12,0.0038509097721948,0.0106397812610855,8.20170611258031,0.1414902817291052,2.0977345299929957,2.0977648228517647,1.444074945438064e-05,0.5539505853587023,25.932203645697903,147736.34350727245,0.0003213173282036,0.2498535496186631,0.0020417746896677,0.0024634082288483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,256.0,840.0,8.017595027314255e-06,0.0004877790686026
13,0.00417234072323,0.0106469695019627,8.2014037597947,0.1401303547935784,2.109098146917338,2.1091935356482088,4.522726029131488e-05,0.5539635158401512,25.680735889920918,147772.03526527804,0.0003214309510352,0.2499554500186079,0.0020553317697333,0.0024844341557799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.0,256.0,840.0,3.420877813905281e-05,0.002088928881148
14,0.0044938838836831,0.0106346404294399,8.20236784596651,0.144218861721943,2.075828443507357,2.0758173093696435,5.363708040715577e-06,0.5539591434394402,26.4371218485184,147659.21536886317,0.000321543160453,0.249931236230899,0.0020213061259089,0.0024094796278929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,256.0,840.0,6.239264798930136e-07,3.763325475631537e-05
15,0.0048151181569999,0.0105480281544052,8.202099223303946,0.1428595719736172,2.086853290472609,2.086883969441682,1.4701066535333352e-05,0.5539714351481246,26.185422765103304,147697.76018504958,0.0003212342733168,0.249872390958756,0.0019896747947898,0.0023818697366907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,256.0,840.0,2.675002797789493e-05,0.0016214295890581
16,0.0051364795787711,0.0104809170189841,8.201844312324669,0.141500905266068,2.0981205501766103,2.0981503057558606,1.4182016018016636e-05,0.553991014000285,25.934171893351834,147732.05023335296,0.0003213614217711,0.2498658514257531,0.001966830311783,0.0023635556149163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,256.0,840.0,8.58559503106926e-06,0.0005222097669373
17,0.0052972215598872,0.0104539822604693,8.201721338315666,0.1408218441910129,2.1038539347051968,2.103861208106126,3.457179611718981e-06,0.5540035645871129,25.80861282032504,147749.50602250776,0.000160741981116,0.1249422309735678,0.0019583820090916,0.0023575215963367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1546.0,256.0,840.0,4.4312317990523824e-05,0.0027002578512773
18,0.005457993815266222,0.011021353302445558,8.202848865123844,0.14559414186463562,2.0652318626164625,2.0652563100192345,1.183760681524291e-05,0.5540007357913523,26.691370804849843,147647.88405919803,0.00016077225537902194,0.12501875595581566,0.0022062116136606184,0.0026268514000189367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,256.0,840.0,1.94451169426948e-05,0.0011701258303688762
19,0.0056184571977716605,0.010959785477106307,8.202708428517822,0.1449141646629611,2.0706603356788733,2.0706682114351604,3.803499855302176e-06,0.554003618393631,26.565525765119556,147666.07198130092,0.0001604633825054382,0.12494268965408234,0.0021816416734633734,0.002604445815769409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,256.0,840.0,1.020115815638544e-05,0.0006149023746983767
20,0.005778956408487337,0.010903352179399627,8.202573094340268,0.1442342531844421,2.0761264079580886,2.0761381846112865,5.672416261754329e-06,0.5540083135192695,26.43975596750957,147683.49688399,0.00016049921071567615,0.12494104913891839,0.002159464085924842,0.0025845545784070664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,256.0,840.0,1.1104057239508566e-06,6.700231179540368e-05
21,0.005939490710766224,0.011413948235570794,8.203664825628135,0.1490066221443985,2.0384161097378453,2.0384279481998884,5.8076768460364745e-06,0.5539961512815601,27.322275407659156,147574.44197814688,0.0001605343022788875,0.12500466022494683,0.00237684698626976,0.0028265489086683484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,256.0,840.0,1.8917430994560684e-05,0.0011287625702279351
22,0.006099747597084553,0.011356103967871282,8.203510725483241,0.14832688078279097,2.043579787298759,2.043588119187934,4.0771049052372495e-06,0.553990499487804,27.19705955279572,147592.56028571152,0.00016025688631832825,0.12494342495482301,0.0023551024233619392,0.002807686448224136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,256.0,840.0,1.1291266229300145e-05,0.0006748641378371877
