case,field,x,samples,rms_difference,reference_rms,relative_rms,reflection_residual
free_surface_fn167,phi_local,1.7902623815836317e-05,72,0.0025041100991910516,0.5398836078859588,0.004638240655233974,1.643889428558636e-14
free_surface_fn167,phi_local,0.021330123770672976,72,0.0026857717818910055,0.529345742073139,0.0050737572222124645,1.6210776941644393e-14
free_surface_fn167,phi_local,0.04264234491753012,72,0.0030085279300886363,0.5187711925925875,0.005799334992086497,1.576517305785729e-14
free_surface_fn167,phi_local,0.06395456606438725,72,0.003279980021574576,0.5081586928848456,0.006454637237343996,1.5543425918395928e-14
free_surface_fn167,phi_local,0.0852667872112444,72,0.003362232371725442,0.49750704230401943,0.006758160359207196,1.5321479989265768e-14
free_surface_fn167,phi_local,0.10657900835810154,72,0.003200642869677769,0.48681563947137585,0.006574650874308986,1.4877221550708652e-14
free_surface_fn167,phi_local,0.12789122950495868,72,0.0028299316498223205,0.4760850766537452,0.005944172141905886,1.443290098813028e-14
free_surface_fn167,phi_local,0.14920345065181584,72,0.0023905120896949624,0.4653176107007637,0.0051373772122978,1.4211024120781725e-14
free_surface_fn167,phi_local,0.17051567179867297,72,0.0021366837887741756,0.4545173458436958,0.004700995040811844,1.3989307457670497e-14
free_surface_fn167,phi_local,0.1918278929455301,72,0.0022743176144121263,0.4436900735875534,0.0051259150244733495,1.3545431834013466e-14
free_surface_fn167,phi_local,0.21314011409238726,72,0.0026810772949741883,0.4328428506730271,0.006194112460920592,1.3101102115615711e-14
free_surface_fn167,phi_local,0.23445233523924439,72,0.0030781544413143905,0.4219834767269828,0.007294490450643668,1.2878654380783252e-14
free_surface_fn167,phi_local,0.2557645563861015,72,0.003275919643263906,0.4111200151738112,0.007968280605065967,1.2656816381469768e-14
free_surface_fn167,phi_local,0.2770767775329587,72,0.0031975105224607303,0.4002604070395735,0.007988575602843962,1.243759521053382e-14
free_surface_fn167,phi_local,0.29838899867981583,72,0.002864105855969736,0.38941213068512126,0.00735494770265812,1.244567562277307e-14
free_surface_fn167,phi_local,0.31970121982667293,72,0.00240060540178962,0.37858183414874463,0.006341047523285079,1.2464231420105325e-14
free_surface_fn167,phi_local,0.3410134409735301,72,0.00205410506143641,0.3677749317789977,0.005585223145852575,1.2494325815035072e-14
free_surface_fn167,phi_local,0.36232566212038725,72,0.002089373051579007,0.3569952659340608,0.0058526631889984975,1.254186598070172e-14
free_surface_fn167,phi_local,0.38363788326724435,72,0.0024560000414100384,0.34624500281993614,0.007093243285556601,1.2602987517787363e-14
free_surface_fn167,phi_local,0.4049501044141015,72,0.0028635144265411502,0.33552489488380355,0.008534432080018447,1.2895355132846796e-14
free_surface_fn167,phi_local,0.42626232556095867,72,0.00309681558034657,0.324834903864045,0.009533506231961753,1.3089807248555365e-14
free_surface_fn167,phi_local,0.44757454670781577,72,0.003063428659237386,0.31417501184691093,0.009750707547454832,1.3281702726917377e-14
free_surface_fn167,phi_local,0.4688867678546729,72,0.0027674589948611106,0.30354595075283025,0.009117100682771362,1.3466689516704696e-14
free_surface_fn167,phi_local,0.4901989890015301,72,0.0023023317642266545,0.2929496138489514,0.007859139098963845,1.354255943314085e-14
free_surface_fn167,phi_local,0.5115112101483872,72,0.0018650531628408604,0.282389059411688,0.006604551772389473,1.3607027637717625e-14
free_surface_fn167,phi_local,0.5328234312952443,72,0.0017276740231403909,0.27186819385701594,0.0063548221608042505,1.3551999095955062e-14
free_surface_fn167,phi_local,0.5541356524421015,72,0.0019581603353486755,0.2613913343249388,0.007491297829003246,1.339476142449409e-14
free_surface_fn167,phi_local,0.5754478735889587,72,0.0023066594222904105,0.2509628507369588,0.009191238526008318,1.3099220314095574e-14
free_surface_fn167,phi_local,0.5967600947358158,72,0.0025432565888940293,0.24058699956471868,0.01057104745266955,1.2805762068722377e-14
free_surface_fn167,phi_local,0.6180723158826729,72,0.002567315588861007,0.2302679594055987,0.011149252355769067,1.2390929552158322e-14
free_surface_fn167,phi_local,0.63938453702953,72,0.0023743352628774342,0.22001002798810435,0.01079194109736585,1.1854458009294934e-14
free_surface_fn167,phi_local,0.6606967581763872,72,0.0020362732107743558,0.20981795301045691,0.00970495222910154,1.1320056306385985e-14
free_surface_fn167,phi_local,0.6820089793232443,72,0.0016985446207252986,0.1996973988055635,0.008505592115293881,1.0788032045901022e-14
free_surface_fn167,phi_local,0.7033212004701015,72,0.0015506229063846166,0.1896555354497849,0.008175996037801782,1.025875512062997e-14
free_surface_fn167,phi_local,0.7246334216169587,72,0.0016651443093209357,0.1797016564067434,0.009266160048920119,9.7568645596384e-15
free_surface_fn167,phi_local,0.7459456427638158,72,0.001900180612823839,0.16984763297410946,0.01118756016525406,9.33446046496473e-15
free_surface_fn167,phi_local,0.7672578639106729,72,0.002089482049575181,0.16010798615854555,0.013050454881782659,9.012829900890568e-15
free_surface_fn167,phi_local,0.78857008505753,72,0.0021529013311418336,0.15049945894018643,0.014305043661302924,8.692415290251613e-15
free_surface_fn167,phi_local,0.8098823062043872,72,0.0020844648259245716,0.14104017806249783,0.014779227129172384,8.400361489980553e-15
free_surface_fn167,phi_local,0.8311945273512443,72,0.0019281817792537513,0.13174869059430708,0.014635301273628514,8.17975225859366e-15
free_surface_fn167,phi_local,0.8525067484981015,72,0.0017547551277137014,0.12264321151624433,0.014307804777937349,7.959610006185136e-15
free_surface_fn167,phi_local,0.8738189696449586,72,0.0016287185753162433,0.11374126649247626,0.014319504481902173,7.739974578648924e-15
free_surface_fn167,phi_local,0.8951311907918157,72,0.0015696146402703764,0.10505964037023549,0.014940224759374532,7.368569535002364e-15
free_surface_fn167,phi_local,0.9164434119386728,72,0.0015434310464481416,0.09661433977298234,0.01597517563205202,6.902382530132163e-15
free_surface_fn167,phi_local,0.93775563308553,72,0.0014995445055834668,0.08842033270691171,0.016959272371820076,6.360812548070179e-15
free_surface_fn167,phi_local,0.9590678542323872,72,0.00140869930174693,0.08049117320806684,0.01750128921721009,5.773693464448021e-15
free_surface_fn167,phi_local,0.9803800753792443,72,0.0012738071305603243,0.07283906707807604,0.017487966027831373,5.111850690840453e-15
free_surface_fn167,phi_local,1.0016922965261015,72,0.0011222065863781027,0.06547614867868758,0.017139166078401002,4.420374966422548e-15
free_surface_fn167,phi_local,1.0230045176729585,72,0.0009892545762824284,0.058417431581941896,0.016934236057516584,3.730415446859024e-15
free_surface_fn167,phi_local,1.0443167388198158,72,0.0008977145599122356,0.05168504818789954,0.0173689411422936,3.0258669758627726e-15
free_surface_fn167,phi_local,1.0656289599666728,72,0.0008448058353209769,0.04531233664007792,0.018644058063731848,2.388431388019131e-15
free_surface_fn167,phi_local,1.08694118111353,72,0.0008117101125671775,0.039345613520227536,0.02063025684298653,1.7912563432823162e-15
free_surface_fn167,phi_local,1.1082534022603872,72,0.0007837532168859438,0.03384157452635026,0.023159478477447478,1.2585248453105971e-15
free_surface_fn167,phi_local,1.1295656234072442,72,0.0007568497790614986,0.028859419326152356,0.026225398734050154,8.355534721610419e-16
free_surface_fn167,phi_local,1.1508778445541015,72,0.0007287125251621728,0.024448974330356654,0.029805443586947502,6.816961143381968e-16
free_surface_fn167,phi_local,1.1721900657009585,72,0.0006898638257216599,0.02063905525755805,0.033425164917324925,6.393779863689902e-16
free_surface_fn167,phi_local,1.1935022868478158,72,0.0006290225539704355,0.017650598969427854,0.03563746222210075,5.800706565054791e-16
free_surface_fn167,phi_local,1.2148145079946728,72,0.0005903910000609676,0.01608608547503878,0.03670196835501673,6.176148896688798e-16
free_surface_fn167,phi_local,1.2361267291415299,72,0.0005526619034784555,0.014610176212154127,0.037827189450233945,6.797295858503219e-16
free_surface_fn167,phi_local,1.2574389502883871,72,0.0005158576243171993,0.013220817425166216,0.039018587711168985,7.265071781329333e-16
free_surface_fn167,phi_local,1.2787511714352442,72,0.00048000128607288676,0.011915935288947497,0.04028230050209378,7.882597275647675e-16
free_surface_fn167,phi_local,1.3000633925821015,72,0.000445116907151268,0.010693435269336018,0.04162524913090033,9.087133319959255e-16
free_surface_fn167,phi_local,1.3213756137289585,72,0.0004112296569759693,0.009551201323428522,0.04305528101132657,9.89873509292264e-16
free_surface_fn167,phi_local,1.3426878348758158,72,0.0003783663991358729,0.00848709491737845,0.044581379473100695,1.0592108032967946e-15
free_surface_fn167,phi_local,1.3640000560226728,72,0.0003465567315157586,0.007498953834903061,0.046214010533409094,1.1024781138542632e-15
free_surface_fn167,phi_local,1.3853122771695299,72,0.00031583397585576583,0.006584590744306353,0.04796561975075902,1.094640937643984e-15
free_surface_fn167,phi_local,1.4066244983163871,72,0.0002862303376884693,0.0057417914861579746,0.04985035391454029,1.0234071318717984e-15
free_surface_fn167,phi_local,1.4279367194632442,72,0.00025849705946604884,0.0049683130431902875,0.052029140921454685,9.391271044870034e-16
free_surface_fn167,phi_local,1.4492489406101015,72,0.00023222818984182126,0.004261881188166274,0.054489597337118695,8.594279603463084e-16
free_surface_fn167,phi_local,1.4705611617569585,72,0.000207093826160222,0.003620188020769149,0.05720526806124911,7.948633789459318e-16
free_surface_fn167,phi_local,1.4918733829038158,72,0.0001831159527400826,0.0030408919568484685,0.060217842441814676,7.132728928948404e-16
free_surface_fn167,phi_local,1.5131856040506728,72,0.00016019901935219877,0.002521713359479898,0.06352784655320211,6.219353130500105e-16
free_surface_fn167,phi_local,1.5344978251975299,72,0.00013822240103011598,0.002060338413554721,0.06708723194246502,5.375709346897787e-16
free_surface_fn167,phi_local,1.5558100463443871,72,0.0001173917102705892,0.0016541338745190584,0.07096868764913057,4.547928685555513e-16
free_surface_fn167,phi_local,1.5771222674912442,72,9.795341017920937e-05,0.0013003839418618281,0.0753265301315274,3.932746463221852e-16
free_surface_fn167,phi_local,1.5984344886381014,72,7.99689031810308e-05,0.0009964508043471625,0.08025373940404759,3.4074031926592113e-16
free_surface_fn167,phi_local,1.6197467097849585,72,6.350998499389514e-05,0.0007396086390068958,0.08586971763765865,3.166323740011664e-16
