iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.053715969341324915,0.1404547951893885,0.062493477993586705,0.05867759386834369,0.003815884125243002,449.74511487772986,21.4697337402256,15.819483952647769,21.453115978510837,0.9992259912528105,15.86096814756935
