case,x,grid_changed,waterline_shift,near_equal_skipped,inner_extrapolated,outer_extrapolated,max_extrapolation_m,replay_max_abs,affine_max_abs,affine_interior_max_abs
free_surface_fn167,1.7689322578129585,True,0.007470385351062878,False,0,2,0.00011611470202077534,0.0,0.0002596403669055859,2.220446049250313e-16
free_surface_fn167,1.7476200366661014,True,0.00752373783772718,False,0,2,0.00011694397759365316,0.0,0.0002614946834586208,2.220446049250313e-16
free_surface_fn167,1.7263078155192442,True,0.007523737837727258,False,0,2,0.00011694397759343111,0.0,0.00026149468345812427,4.440892098500626e-16
free_surface_fn167,1.7049955943723871,True,0.007523737837727175,False,0,2,0.00011694397759343111,0.0,0.00026149468345812427,4.440892098500626e-16
free_surface_fn167,1.6836833732255299,True,0.007523737837727251,False,0,2,0.00011694397759365316,0.0,0.0002614946834586208,4.440892098500626e-16
free_surface_fn167,1.6623711520786728,True,0.007523737837727182,False,0,2,0.00011694397759365316,0.0,0.0002614946834586208,4.440892098500626e-16
free_surface_fn167,1.6410589309318155,True,0.007523737837727265,False,0,2,0.00011694397759343111,0.0,0.00026149468345812427,2.220446049250313e-16
free_surface_fn167,1.6197467097849585,True,0.007523737837727168,False,0,2,0.00011694397759343111,0.0,0.00026149468345812427,2.220446049250313e-16
free_surface_fn167,1.5984344886381014,True,0.007523737837727182,False,0,2,0.00011694397759365316,0.0,0.0002614946834586208,4.440892098500626e-16
free_surface_fn167,1.5771222674912442,True,0.007523737837727251,False,0,2,0.00011694397759365316,0.0,0.0002614946834586208,2.220446049250313e-16
free_surface_fn167,1.5558100463443871,True,0.007523737837727168,False,0,2,0.00011694397759365316,0.0,0.0002614946834586208,2.220446049250313e-16
free_surface_fn167,1.5344978251975299,True,0.007523737837727265,False,0,2,0.00011694397759343111,0.0,0.00026149468345812427,2.220446049250313e-16
free_surface_fn167,1.5131856040506728,True,0.007523737837727182,False,0,2,0.00011694397759343111,0.0,0.00026149468345812427,2.220446049250313e-16
free_surface_fn167,1.4918733829038158,True,0.007523737837727168,False,0,2,0.00011694397759365316,0.0,0.0002614946834586208,2.220446049250313e-16
free_surface_fn167,1.4705611617569585,True,0.007523737837727279,False,0,2,0.00011694397759365316,0.0,0.0002614946834586208,4.440892098500626e-16
free_surface_fn167,1.4492489406101015,True,0.007523737837727168,False,0,2,0.00011694397759343111,0.0,0.00026149468345812427,2.220446049250313e-16
free_surface_fn167,1.4279367194632442,True,0.007523737837727251,False,0,2,0.00011694397759343111,0.0,0.00026149468345812427,4.440892098500626e-16
