outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,candidate_projected_integral,candidate_unresolved_integral,candidate_unrepresented_projected_integral,gmres_info,krylov_iterations,jvp_calls,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,0.5,0.0037797501734421137,0.0035865375383692197,0.05111783218649621,0.0030448374609985374,0.00306869420451092,0.000711055968931193,0.002792432844690637,0.002815732091370386,0.0007708054469988332,2.3299246679749173e-05,1,16,18,1.0,none,1.0,1.0,1.0,1.0,1.0,1.0,21.6946442765165,7.162407572414834,22.649805476128105,4.7552285788580644e-11
