outer_iteration,step_factor,formal_exact_objective,formal_exact_relative_decrease,reduced_objective,projected_integral,unresolved_integral,unrepresented_projected_integral,predicted_reduced_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.0037003447954068874,0.02100810222674425,0.0026989227746870405,0.0027216842726646953,0.000978660522742192,2.276149797765482e-05,0.002700915111721656,1.0057929850700447,0.05972798672605267,252992.23452869174,1.0000404256107052,7.676333747736417,8.522384861710687e-10,25.851840043335095,1.1916231358224472,6.95459038430551,True,
1,0.75,0.0036049932857528137,0.046235036621521924,0.002725713303171607,0.0027487415770031344,0.0008562517087496789,2.3028273831527356e-05,0.002726912502602994,1.0037719575004085,0.04488380760103696,252990.21770907985,1.0000324534247336,7.676136867331094,2.519896245958657e-10,23.970220882101916,1.1048911692941943,7.006806230855785,True,
1,0.5,0.0035865375383692197,0.05111783218649621,0.002792432844690637,0.002815732091370386,0.0007708054469988332,2.3299246679749173e-05,0.0027928986911095878,1.001849046175609,0.029982269108953727,252987.82322010395,1.0000229883683098,7.675933184703938,4.7552285788580644e-11,22.649805476128105,1.044027511464916,7.058858442413615,True,
1,0.25,0.0036448374449054195,0.035693557072803264,0.002898869210698552,0.002922444452343282,0.0007223929925621372,2.3575241644729905e-05,0.0028988736772414354,1.0000306003500896,0.015020888044816185,252985.08045488482,1.0000121466280398,7.675722702039027,2.801972729457659e-12,21.891183293417544,1.009059333464794,7.1107274550166,True,
1,0.125,0.00370272244298375,0.02037905335638012,0.0029669185300674424,0.0029906339178456197,0.0007120885251381305,2.3715387778177298e-05,0.0029668569694168284,0.9992105634452237,0.007516998135272074,252983.58164463635,1.0000062220555264,7.675614911269329,4.5583842430239154e-07,21.722646274629447,1.0012907332222662,7.136587268455622,True,
1,0.0625,0.003738835864347612,0.010824606711306048,0.0030046366958250852,0.0030284227415427333,0.0007104131228048787,2.3786045717648016e-05,0.003004597565281894,0.9990275684741662,0.003759126606840652,252982.80569823095,1.000003154855559,7.675560378451754,7.238320528537526e-08,21.691078445924333,0.9998356354431667,7.149497469304055,True,
