outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,-1.7407451970425537e-06,-1.7407451970425537e-06,1.0
1,1,2.7059764361546696e-06,2.7059764361546696e-06,1.0
1,2,2.4274082055962145e-06,2.4274082055962145e-06,1.0
1,3,3.5869651215394568e-06,3.5869651215394568e-06,1.0
1,4,9.164588886727898e-07,9.164588886727898e-07,1.0
1,5,1.846637445224395e-06,1.846637445224395e-06,1.0
1,6,1.8774436923249364e-07,1.8774436923249364e-07,1.0
1,7,2.8684693025530595e-06,2.8684693025530595e-06,1.0
1,8,4.769272177660418e-07,4.769272177660418e-07,1.0
1,9,3.76383687906105e-06,3.76383687906105e-06,1.0
1,10,-1.772285771501689e-06,-1.772285771501689e-06,1.0
1,11,2.142124343283015e-06,2.142124343283015e-06,1.0
1,12,4.3844776963340496e-07,4.3844776963340496e-07,1.0
1,13,2.979634588249424e-06,2.979634588249424e-06,1.0
1,14,4.244336486576637e-06,4.244336486576637e-06,1.0
1,15,4.093460518416757e-06,4.093460518416757e-06,1.0
1,16,3.946525333868273e-06,3.946525333868273e-06,1.0
1,17,1.88180994235331e-06,1.88180994235331e-06,1.0
1,18,-1.5149805020127446e-06,-1.5149805020127446e-06,1.0
1,19,-5.822777332587497e-06,-5.822777332587497e-06,1.0
1,20,-9.946351971358383e-06,-9.946351971358383e-06,1.0
1,21,-1.3352594010714096e-05,-1.3352594010714096e-05,1.0
1,22,-1.5798766797892052e-05,-1.5798766797892052e-05,1.0
1,23,-1.532130374120457e-05,-1.532130374120457e-05,1.0
1,24,-9.95969582139298e-06,-9.95969582139298e-06,1.0
1,25,6.75853962782928e-07,6.75853962782928e-07,1.0
1,26,1.3695986594428418e-05,1.3695986594428418e-05,1.0
1,27,2.6048307064128704e-05,2.6048307064128704e-05,1.0
1,28,3.6847381661016574e-05,3.6847381661016574e-05,1.0
1,29,4.4781784294680426e-05,4.4781784294680426e-05,1.0
1,30,4.849607154115109e-05,4.849607154115109e-05,1.0
1,31,4.7397911199913124e-05,4.7397911199913124e-05,1.0
1,32,4.2639263424965065e-05,4.2639263424965065e-05,1.0
1,33,3.600222815924428e-05,3.600222815924428e-05,1.0
1,34,2.94162387472892e-05,2.94162387472892e-05,1.0
1,35,2.3475215821120027e-05,2.3475215821120027e-05,1.0
1,36,1.8241352645332918e-05,1.8241352645332918e-05,1.0
1,37,1.377192363426238e-05,1.377192363426238e-05,1.0
1,38,1.0717806736448958e-05,1.0717806736448958e-05,1.0
1,39,9.335539231113843e-06,9.335539231113843e-06,1.0
1,40,1.0046324286050163e-05,1.0046324286050163e-05,1.0
1,41,1.2168537652078147e-05,1.2168537652078147e-05,1.0
1,42,1.4673387286445138e-05,1.4673387286445138e-05,1.0
1,43,1.74025450316164e-05,1.74025450316164e-05,1.0
1,44,2.019743160836281e-05,2.019743160836281e-05,1.0
1,45,2.341650712264083e-05,2.341650712264083e-05,1.0
1,46,2.6651834321643714e-05,2.6651834321643714e-05,1.0
1,47,2.8708614322385676e-05,2.8708614322385676e-05,1.0
1,48,2.9724932415414114e-05,2.9724932415414114e-05,1.0
1,49,3.0266594551547746e-05,3.0266594551547746e-05,1.0
1,50,3.0280402769502407e-05,3.0280402769502407e-05,1.0
1,51,2.9203734090937555e-05,2.9203734090937555e-05,1.0
1,52,2.7518684455183987e-05,2.7518684455183987e-05,1.0
1,53,2.5697065843887154e-05,2.5697065843887154e-05,1.0
1,54,2.3944699973579936e-05,2.3944699973579936e-05,1.0
1,55,2.231010930319247e-05,2.231010930319247e-05,1.0
1,56,2.084615353440237e-05,2.084615353440237e-05,1.0
1,57,1.984879766310636e-05,1.984879766310636e-05,1.0
1,58,1.9458035603775823e-05,1.9458035603775823e-05,1.0
1,59,1.948294577657306e-05,1.948294577657306e-05,1.0
1,60,2.011988488869323e-05,2.011988488869323e-05,1.0
1,61,2.112386015685859e-05,2.112386015685859e-05,1.0
1,62,2.211682982635392e-05,2.211682982635392e-05,1.0
1,63,2.3223913085718618e-05,2.3223913085718618e-05,1.0
1,64,2.407221149050256e-05,2.407221149050256e-05,1.0
1,65,2.464101374777689e-05,2.464101374777689e-05,1.0
1,66,2.4936606973724516e-05,2.4936606973724516e-05,1.0
1,67,2.4757127797859857e-05,2.4757127797859857e-05,1.0
1,68,2.4363529692321872e-05,2.4363529692321872e-05,1.0
1,69,2.3735106068791404e-05,2.3735106068791404e-05,1.0
1,70,2.296658364041957e-05,2.296658364041957e-05,1.0
1,71,2.220002691981826e-05,2.220002691981826e-05,1.0
1,72,2.1543796999193266e-05,2.1543796999193266e-05,1.0
1,73,2.1181619626239514e-05,2.1181619626239514e-05,1.0
1,74,2.1049392302481036e-05,2.1049392302481036e-05,1.0
1,75,2.117798595943539e-05,2.117798595943539e-05,1.0
1,76,2.1546943921675797e-05,2.1546943921675797e-05,1.0
1,77,2.2034313839250773e-05,2.2034313839250773e-05,1.0
1,78,2.2466956210459037e-05,2.2466956210459037e-05,1.0
1,79,2.2701988476240098e-05,2.2701988476240098e-05,1.0
1,80,2.27060471324685e-05,2.27060471324685e-05,1.0
1,81,2.243660339631743e-05,2.243660339631743e-05,1.0
1,82,2.196252338681892e-05,2.196252338681892e-05,1.0
1,83,2.139215498789332e-05,2.139215498789332e-05,1.0
1,84,2.0843918227304966e-05,2.0843918227304966e-05,1.0
1,85,2.046966589760339e-05,2.046966589760339e-05,1.0
1,86,2.035164298835594e-05,2.035164298835594e-05,1.0
1,87,2.0492229071007012e-05,2.0492229071007012e-05,1.0
1,88,2.0821790370431666e-05,2.0821790370431666e-05,1.0
1,89,2.125582911269129e-05,2.125582911269129e-05,1.0
1,90,2.1340289857508915e-05,2.1340289857508915e-05,1.0
1,91,2.050267152291155e-05,2.050267152291155e-05,1.0
1,92,1.9646854440531316e-05,1.9646854440531316e-05,1.0
1,93,2.0111093337963878e-05,2.0111093337963878e-05,1.0
1,94,2.057105169800993e-05,2.057105169800993e-05,1.0
1,95,1.9882556754051394e-05,1.9882556754051394e-05,1.0
1,96,1.8715580445264146e-05,1.8715580445264146e-05,1.0
1,97,1.8823669467410144e-05,1.8823669467410144e-05,1.0
1,98,1.9736831501192494e-05,1.9736831501192494e-05,1.0
1,99,1.97227759714128e-05,1.97227759714128e-05,1.0
1,100,1.9313899396736526e-05,1.9313899396736526e-05,1.0
1,101,1.863277454023199e-05,1.863277454023199e-05,1.0
1,102,1.8048668333786734e-05,1.8048668333786734e-05,1.0
1,103,1.8532346570553304e-05,1.8532346570553304e-05,1.0
1,104,1.896066580212216e-05,1.896066580212216e-05,1.0
1,105,1.791006485517594e-05,1.791006485517594e-05,1.0
1,106,1.7152986309662237e-05,1.7152986309662237e-05,1.0
1,107,1.7753595785404577e-05,1.7753595785404577e-05,1.0
1,108,1.8109162903741236e-05,1.8109162903741236e-05,1.0
1,109,1.783240815248463e-05,1.783240815248463e-05,1.0
1,110,1.728802862757375e-05,1.728802862757375e-05,1.0
1,111,1.633691186732596e-05,1.633691186732596e-05,1.0
1,112,1.628303664078416e-05,1.628303664078416e-05,1.0
1,113,1.7285475862527603e-05,1.7285475862527603e-05,1.0
1,114,1.705438375757068e-05,1.705438375757068e-05,1.0
1,115,1.5892012843204625e-05,1.5892012843204625e-05,1.0
1,116,1.5785972242793413e-05,1.5785972242793413e-05,1.0
1,117,1.6063745189172998e-05,1.6063745189172998e-05,1.0
1,118,1.594071486368815e-05,1.594071486368815e-05,1.0
1,119,1.5531551184102362e-05,1.5531551184102362e-05,1.0
1,120,1.42233494627179e-05,1.42233494627179e-05,1.0
1,121,1.324197295331227e-05,1.324197295331227e-05,1.0
1,122,1.397204287728481e-05,1.397204287728481e-05,1.0
1,123,1.4237649242978302e-05,1.4237649242978302e-05,1.0
1,124,1.3214792332860581e-05,1.3214792332860581e-05,1.0
1,125,1.307054402158114e-05,1.307054402158114e-05,1.0
1,126,1.3830669410069465e-05,1.3830669410069465e-05,1.0
1,127,1.4692222950172188e-05,1.4692222950172188e-05,1.0
1,128,1.5653535948412255e-05,1.5653535948412255e-05,1.0
1,129,1.5611010009763875e-05,1.5611010009763875e-05,1.0
1,130,1.534774734188892e-05,1.534774734188892e-05,1.0
1,131,1.6753950489830757e-05,1.6753950489830757e-05,1.0
1,132,1.7827805181096894e-05,1.7827805181096894e-05,1.0
1,133,1.7067383379381922e-05,1.7067383379381922e-05,1.0
1,134,1.6408248517027743e-05,1.6408248517027743e-05,1.0
1,135,1.6198538948103576e-05,1.6198538948103576e-05,1.0
1,136,1.602212544367005e-05,1.602212544367005e-05,1.0
1,137,1.5979011209940132e-05,1.5979011209940132e-05,1.0
1,138,1.4589556259673081e-05,1.4589556259673081e-05,1.0
1,139,1.2663809989718932e-05,1.2663809989718932e-05,1.0
1,140,1.2640526809840045e-05,1.2640526809840045e-05,1.0
1,141,1.2680526694848441e-05,1.2680526694848441e-05,1.0
1,142,1.1196330573195624e-05,1.1196330573195624e-05,1.0
1,143,1.0007886199035671e-05,1.0007886199035671e-05,1.0
1,144,9.461243358600068e-06,9.461243358600068e-06,1.0
1,145,9.595790843498887e-06,9.595790843498887e-06,1.0
1,146,1.0477426308448247e-05,1.0477426308448247e-05,1.0
1,147,1.009746847108756e-05,1.009746847108756e-05,1.0
1,148,9.438284759338224e-06,9.438284759338224e-06,1.0
1,149,1.0983827859653666e-05,1.0983827859653666e-05,1.0
1,150,1.2553013929319854e-05,1.2553013929319854e-05,1.0
1,151,1.268088162565953e-05,1.268088162565953e-05,1.0
1,152,1.2825811823764527e-05,1.2825811823764527e-05,1.0
1,153,1.2998605306920865e-05,1.2998605306920865e-05,1.0
1,154,1.3767102984215228e-05,1.3767102984215228e-05,1.0
