case,frequency_index,omega,wavenumber,variant,old_dynamic_condition,new_dynamic_condition,q3_real,q3_imag,q5_real,q5_imag,heave_rao_m_per_m,pitch_rao_rad_per_wave_slope,linear_gate_eligible,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,case_code
fn167,0,16.734,3.2590219527589674,radiation_only,15.58440884929382,18.042050309443205,-0.0562290068605182,0.2432853683446181,-0.4245521653667911,-0.1356569484723226,0.24969876183733214,0.13675842820644749,False,0.09615384615,0.1192307692,C1
fn167,1,13.7884,2.576885664439888,radiation_only,16.109835067067802,18.926948776476376,-0.1329902169483106,0.5281978211081355,-0.723230282008335,-0.1335955193243656,0.5446827847723302,0.2854087456801684,True,0.25,0.2769230769,C2
fn167,2,11.1048,1.9725359002056604,radiation_only,18.45605102877616,22.94509092045934,-0.4007035451592177,1.2723635548350012,-1.4519683010582594,-0.1204050309428015,1.33396864534948,0.7386187823100704,True,0.6,0.625,C3
fn167,3,9.86,1.6993368978428782,radiation_only,20.708010054545586,31.3856196018916,-1.0100154797453371,2.372253715558532,-2.6259088227278378,-0.2671855103438348,2.578317079085981,1.553233412074002,True,0.8076923077,0.8115384615,C4
fn167,4,8.6966,1.4490864561878758,radiation_only,21.955076606575787,81.5452399153735,-7.465360928159796,5.088755281131645,-7.39103701510988,-5.1956804539331936,9.034768624538211,6.234630381576656,True,0.9576923077,0.9884615385,C5
fn167,5,7.5978,1.2181075901891778,radiation_only,12.2539035778728,36.953147501476096,-0.9726608514452404,-4.720530592264113,4.1299579428736335,-2.6546221161799566,4.819696899643748,4.030464004625926,True,1.057692308,1.092307692,C6
fn167,6,6.5604,1.0058109838842562,radiation_only,4.339894683872986,17.989878814300038,-0.0876281356198328,-2.159416813777484,2.1654486789234744,-0.7289519472298625,2.1611940370492206,2.271649350914354,True,0.9653846154,1.057692308,C7
fn167,7,5.601,0.8155674217941496,radiation_only,2.642851550071961,15.514013949357572,-0.1103903944400529,-1.4191157479229728,1.4751948290599737,-0.2476621036042271,1.4234028049668894,1.8341091420668783,True,1.030769231,1.146153846,C8
fn226,0,20.646,3.259236620385745,radiation_only,18.436847863427232,20.087379993232567,0.0105052465456406,0.1689213848048276,-0.259893085501144,0.032546815716748,0.16924773100211812,0.08036332798659328,False,0.1298076923,0.1254807692,C1
fn226,1,16.8796,2.5766950424428487,radiation_only,18.94906790327263,20.89113309841763,0.0330718639186155,0.3286539557621825,-0.3916996779384282,0.107767586753123,0.330313746037282,0.15766484287188642,True,0.2639423077,0.2769230769,C2
fn226,2,13.4712,1.9724233726607707,radiation_only,18.915940460673657,23.561967457263528,0.1458846412468519,0.6819581281611651,-0.6500263614445857,0.3697794874531359,0.6973874225398696,0.3791500035078955,True,0.4716346154,0.4759615385,C3
fn226,3,11.9,1.699474065203633,radiation_only,17.80673085254939,27.15267489948181,0.4166665853203921,1.0275774191493934,-0.8533431324343537,0.8160946800346236,1.1088401127612058,0.694782355922294,True,0.6879807692,0.7528846154,C4
fn226,4,10.4354,1.4490688740302793,radiation_only,14.64677484951052,32.57632648213873,1.3767205695466738,1.1864231272639938,-0.566787545845144,1.957506561924335,1.8174045679264133,1.406358763592455,True,0.9151442308,0.9951923077,C5
fn226,5,9.0582,1.217886762397776,radiation_only,9.13568989042519,25.028183661589985,1.7934545931975454,-0.2886754206733753,1.2803529770161652,1.899402245281136,1.8165387076421806,1.880831859394838,True,1.120673077,1.233173077,C6
fn226,6,7.7676,1.0058477978268834,radiation_only,4.212523297221723,13.342497978976654,0.8472160215482923,-0.6880581645333658,1.4106328817900278,0.8383871235271326,1.0914206452826247,1.6314283823245708,True,1.125,1.189903846,C7
fn226,7,6.579,0.815459919282888,radiation_only,1.8908689498504183,9.38165397437754,0.3937528792633826,-0.5632573039641173,1.127486176770373,0.5574988046578324,0.6872409478466268,1.5424274193105705,True,1.116346154,1.185576923,C8
fn282,0,24.395,3.259369285811095,radiation_only,19.48017701436564,20.67432833269964,0.0305989816421851,0.116062658144671,-0.1435419605198277,0.0641564587424171,0.12002848950622326,0.048238489539032585,False,0.1682692308,0.1442307692,C1
fn282,1,19.842,2.5765761955073043,radiation_only,19.183825896182547,21.18286040413096,0.0635979865910061,0.2085844495600494,-0.1999310615735353,0.1261620621536384,0.21806461541639116,0.09175322261736621,True,0.2884615385,0.25,C2
fn282,2,15.739,1.972352449722844,radiation_only,17.576348254244134,22.45410454421433,0.1738373416328128,0.3755098817312738,-0.273005914987499,0.3143223341431636,0.4137959553014004,0.21108301850285976,True,0.4471153846,0.4615384615,C3
fn282,3,13.855,1.699561077017637,radiation_only,15.515180780748835,23.20206168245631,0.3387214613536418,0.4685158557178993,-0.2576332396827109,0.5473630378380229,0.5781343576026442,0.3559529535959419,True,0.6201923077,0.6394230769,C4
fn282,4,12.10175,1.4490576404202546,radiation_only,12.101995046045852,22.024812502211645,0.6195636861447867,0.4031858737463984,-0.007276767287209,0.860537508764611,0.7392009266620021,0.5938813271774105,True,0.8509615385,0.9134615385,C5
fn282,5,10.45775,1.2177445115034398,radiation_only,7.744189480070258,16.094757356168824,0.7034364446406142,0.064360354438148,0.4703108380237127,0.8641644745531161,0.7063746080317665,0.8079329754272981,True,1.110576923,1.1875,C6
