component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.0712298793952043,0.5386898793952043,1.69399333143146,False
front,1.4,0.6219042788200282,1.0893642788200282,3.425673832767384,False
longitudinal_bin_aft_post_chine,1.4,-0.3473704635186223,0.12008953648137771,0.3776400518282318,False
longitudinal_bin_forward_post_chine,1.4,0.1248896194132508,0.5923496194132508,1.8627346522429271,False
longitudinal_bin_middle_post_chine,1.4,-0.1149056776869899,0.3525543223130101,1.1086613909214154,False
longitudinal_bin_pre_chine,1.4,0.3672670473218209,0.8347270473218209,2.6249278217667324,False
post_chine_bem,1.4,-0.07786061555381658,0.3895993844461834,1.2251552970005768,False
pre_chine_bem,1.4,0.3672670473218209,0.8347270473218209,2.6249278217667324,False
raw_bem,1.4,0.0712298793952043,0.5386898793952043,1.69399333143146,False
resolved_station_bem,1.4,0.09016042858866544,0.5576204285886655,1.7535233603417153,False
total,1.4,0.12430517129695225,0.5917651712969523,1.8608967650847557,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.4315104451483986,0.035949554851601395,0.11304891462767734,False
