case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C5,12.102220605156361,0.0014305431266172946,16,0.035175553413120585,2.466678080256277e-15,2.8817972877263594e-15,7.494005416219807e-13,6,11,False
