panel_index,mid_xi,mid_eta,panel_length,kinematic_residual_midpoint,kinematic_residual_left,kinematic_residual_right,kinematic_integral_panel_linear_exact
0,2.7258493656010465,0.3868496945572833,0.009032741866699959,-0.07020467342336278,-0.3090257053430938,0.1686163584963678,0.00021624857886111027
1,2.728376998478245,0.37808263806476383,0.009218250071653047,0.0712920942161972,0.1819006024291383,-0.03931641399674346,8.444510162400645e-05
2,2.7313962982730047,0.36927790256319515,0.009407569910862586,-0.03023010514591551,-0.0049547771531499585,-0.05550543313868239,1.0600512419129752e-05
3,2.735104537019096,0.3605345931192786,0.009600778961185856,-0.029406401698297113,0.0005004345555010836,-0.05931323795209531,1.1164516194485826e-05
4,2.739583419009858,0.35194041490367056,0.009797948342792557,-0.01305795313090563,0.018240410182762012,-0.04435631644457372,4.8699656013617195e-06
5,2.7448282991744293,0.3435538484928802,0.009999174529357158,0.004050051893257578,0.04265850151819972,-0.034558397731684565,5.13231345247006e-06
6,2.7507720168217196,0.3353924604843178,0.010204527339183443,0.011054496704773875,0.05413268793954984,-0.0320236945300012,7.5592970143059925e-06
7,2.7573402682957706,0.3274518787720889,0.010414099708566002,0.008380484621098194,0.053860044569884025,-0.03709907532768719,7.911549685959959e-06
8,2.764468288660922,0.3197178807630917,0.01062797841999566,-0.0006029827578637459,0.04434332267668806,-0.04554928819241599,7.160639914485682e-06
9,2.7721206197695984,0.3121905461233675,0.010846247097879388,-0.003868159639609736,0.03867802124391817,-0.04641434052313809,6.706832876841322e-06
10,2.780285399432409,0.3048870931990885,0.011068998852954603,-0.0004950200114688386,0.04057886210773898,-0.04156890213067643,6.227414794840618e-06
11,2.7889413183662795,0.2978109935082779,0.011296326332965742,0.0011988906805000532,0.04145616033274946,-0.03905837897174935,6.118691970889688e-06
12,2.7980556256111173,0.2909462163205224,0.011528322492403506,-0.0013162210446624467,0.037626387000245565,-0.04025882908956979,5.847641806081546e-06
13,2.807600939278349,0.28427585980582754,0.011765082011779556,-0.005199497939625264,0.03206140325247997,-0.0424603991317305,5.762847352307075e-06
14,2.817559824965099,0.2777904900376428,0.012006705497252737,-0.00812153302809393,0.026943541693152717,-0.04318660774934102,5.712940004645338e-06
15,2.8279305196963236,0.27150191991391365,0.012253291544342978,-0.0012310722392436801,0.0311778061306609,-0.033639950609148705,4.308592286535788e-06
16,2.8387222321220853,0.2654407913269516,0.012504938462775991,0.01474073568427281,0.04575287146088325,-0.01627140009233785,6.726074730509718e-06
17,2.8499201693711607,0.25959459973016064,0.012761756565416128,0.0184033330328377,0.049216249787831456,-0.012409583722155837,8.361008762629758e-06
18,2.8614815156729927,0.2538897171926151,0.013023849413516213,0.0027415891792625935,0.03243724493978539,-0.026954066581260427,3.92617357189214e-06
19,2.8733824460692405,0.2482792956106929,0.013291323483198144,-0.011324764751786454,0.01631642475883477,-0.038965954262407676,5.08962987668678e-06
20,2.885633720801856,0.24278443166701225,0.013564290558786628,-0.013128205019104833,0.012552925396002168,-0.03880933543421161,5.31977803122633e-06
21,2.8982544302706525,0.23744762154315927,0.013842865270489516,-0.004465884635596051,0.01953712308291422,-0.028468892354106323,2.9345801840705455e-06
22,2.911258656637933,0.2323054598389367,0.014127159192136488,0.01216746881712516,0.035031274340875385,-0.010696336706624843,4.553162194636591e-06
23,2.9246433529077978,0.22735311122984136,0.014417292201383916,0.020213458272493545,0.0427077118972885,-0.0022807953523016344,8.322348917924956e-06
24,2.9383803764782765,0.22251196059877404,0.01471338502830266,0.005749428489629116,0.02757503013294027,-0.01607617315368226,2.8226386923963763e-06
25,2.95244862119209,0.2177127443451634,0.01501555816927651,-0.011919117131813373,0.008524919109406337,-0.032363153373033526,4.225151220979e-06
26,2.9668645805422322,0.21299176625287947,0.015323936780326387,-0.008893500959357148,0.01003779479343403,-0.027824796712148325,3.042705751250361e-06
27,2.981655663900053,0.2084229349704268,0.01563864780761125,0.004886758264540658,0.02301455152173748,-0.01324103499265683,2.08649852450565e-06
28,2.9968246238483176,0.20400640135589232,0.015959824009170936,0.009328063704540979,0.026943632735445533,-0.008287505326363798,3.039530340006448e-06
29,3.012360369246881,0.1996928003850575,0.016287595353994964,0.0052924969805927535,0.02218214193552759,-0.011597147974342081,2.004957814824715e-06
30,3.0282601329276355,0.19545574793280823,0.016622098096006628,0.0012047422326966206,0.01731744660386525,-0.01490796213847212,1.4625975473500297e-06
31,3.0445290666438174,0.1912949380574374,0.016963470894130913,-0.0013142553444842608,0.0140672504433349,-0.016695761132303644,1.3671003779030182e-06
32,3.0611748550317364,0.18721951580320556,0.017311854529834494,-0.0006172731550573296,0.014062735450245945,-0.015297281760360604,1.2501797937457953e-06
33,3.0782062174548255,0.18324328191281883,0.017667392810474122,0.0029484974866514913,0.01701864343892534,-0.011121648465622358,1.319459311759058e-06
34,3.095628652268335,0.1793662750064446,0.018030233046796542,0.00457786480132949,0.018129468417317107,-0.008973738814658017,1.4815833088455724e-06
35,3.1134438051273126,0.1755695860244597,0.018400525100191384,0.0024553555895496793,0.015485522158998455,-0.010574810979899096,1.152311748580999e-06
36,3.1316551408636224,0.17183990222205447,0.018778421867329535,0.0004727280832393932,0.012964211018303251,-0.012018754851824687,9.80906899500941e-07
37,3.1502703750490015,0.16818267597633682,0.019164079553684977,0.0011145627300606087,0.013100692970309136,-0.010871567510187918,9.41557217353033e-07
38,3.169297770971231,0.16460562523362832,0.01955765763306982,0.0024899044701985895,0.01402664708825685,-0.009046838147859892,9.88934933849047e-07
39,3.188743502010868,0.16110474179706674,0.019959318778729727,0.0024989461091069476,0.013614168339578181,-0.008616276121364175,9.466196612834216e-07
40,3.208613205478943,0.15767134476034755,0.02036922893970824,0.001723903291117268,0.012425813041431422,-0.008978006459196664,8.381693276261714e-07
41,3.22891391361242,0.15430283073182732,0.020787557508976484,0.0015476556580513723,0.011852926473263858,-0.008757615157161225,7.85661028935025e-07
