node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
71,0.2780251931265187,-2.5670802375598045,-3.4382995805725995,-3.131379869969009,-0.5642996324092047,7.231274062346295,6.102674797527885,7.845113483553475
72,0.5560503862530374,-2.598887272274142,-3.4875051394274204,-3.178891826188261,-0.5800045539141192,7.271272428454667,6.1112633206264295,7.888499054932986
73,0.8340755793795561,-2.6430013305908107,-3.5567036281638673,-3.245973935942495,-0.6029726053516842,7.3409146793385744,6.134969468635207,7.96237406378132
74,1.1121007725060748,-2.701538062704456,-3.6476360538804586,-3.333719463597904,-0.6321814008934479,7.440210494140311,6.175847692353415,8.06804367470542
75,1.3901259656325933,-2.7755847858575433,-3.7627079684744564,-3.4448836986407354,-0.6692989127831921,7.57267904979981,6.234081224233426,8.208327589467252
76,1.6681511587591122,-2.8672849238747244,-3.906110150785498,-3.58402174497282,-0.7167368210980953,7.74412019881771,6.310646556621521,8.388297010443068
77,1.9461763518856308,-2.9800368683390865,-4.08433348740731,-3.758115055901396,-0.7780781875623095,7.963379576188307,6.407223201063688,8.615816439200135
78,2.2242015450121495,-3.1189802946059717,-4.307261347332331,-3.977828122936543,-0.8588478283305712,8.243850599075346,6.526154942414204,8.902717047866924
79,2.5022267381386682,-3.29195847268543,-4.590272627518736,-4.2599051158907555,-0.9679466432053254,8.60626488261837,6.67037159620772,9.266999905874332
80,2.7802519312651865,-3.5114441515288197,-4.958438716734358,-4.631955422338074,-1.1205112708092546,9.08408460844967,6.843062066831161,9.737051197242238
81,3.0582771243917053,-3.798790089296733,-5.45567760578056,-5.142863290390063,-1.3440732010933303,9.734677193011029,7.0465307908243675,10.360305823792022
82,3.3363023175182245,-4.19532329320707,-6.167610041739653,-5.8883511514790925,-1.6930278582720222,10.66460666025279,7.278550943708746,11.223124440773912
83,3.6143275106447432,-4.800090299397152,-7.291485699582198,-7.085404446490216,-2.2853141470930636,12.09187692906032,7.521248634874192,12.504039435244284
84,3.8923527037712615,-5.967436145251387,-9.433449694969937,-9.35057125104368,-3.3831351057922934,14.48083344394009,7.714563232355504,14.646590331792604
