coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,free_surface_nrmse_relative_change,pressure_nrmse_relative_change,kinematic_rms_trajectory_relative_l2,root_body_eta_trajectory_relative_l2,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2
80,120,0.025225105759272975,0.009947236415097144,0.0008750044242246477,0.026192776605031373,0.04822477710935241,0.00045024207624972285,0.0018554803656024616,0.0010035794862476588,0.0009610486030521465,1.6720493162544187e-05,0.0029965946011605922,0.008246477252265563,0.0006158990339123515,0.00038447234504987925,0.002369130512323273,0.10719055807486116
