run,outer_panel_count,pseudo_cfl,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,free_surface_nrmse,pressure_nrmse,regrid_geometry_relative_l2,regrid_maximum_selected_state_change
self_similar_wedge_20deg_dt_cfl010_from160_8steps_v65,80,0.1,8,0.003272000370364847,0.007897189982402733,0.3446954436406223,0.3599829965677732,2.7051280871411056,2.7264909975719926,6.758926627649325,32.06041067139988,13.968335980107362,0.3174835279250302,0.2746905722892615,0.3511531016468082,,
self_similar_wedge_20deg_grid120_cfl010_13steps_v68,120,0.1,13,0.0033566727966598668,0.014906082435909856,0.3481586601430285,0.3602982591385599,2.634273271466623,2.5950065769234274,6.755883474491273,32.1200087169171,13.982368398200954,0.31778893854047996,0.2746951653278952,0.35010083815823256,5.339001281828382e-06,0.017739108334549832
