component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.5403105721763957,1.0077705721763957,3.169089849611307,0.038724607448469214,0.5061846074484692,1.5917754951209722,zero_diagnostic_only,False
resolved_station_bem,1.4,0.5313670343765243,0.9988270343765243,3.140965516907309,0.05643633841616478,0.5238963384161648,1.6474727623149836,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.42973677504983776,0.037723224950162226,0.11862649355396926,-0.43653050138831206,0.030929498611687922,0.09726257425059096,zero_diagnostic_only,False
pre_chine_bem,1.4,0.3631230597131201,0.8305830597131201,2.6118964141922016,0.322804189136385,0.790264189136385,2.4851075130074998,zero_diagnostic_only,False
post_chine_bem,1.4,0.07021884179695939,0.5376788417969594,1.6908139679149665,-0.0762292442661043,0.39123075573389565,1.230285395389609,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.3300295133157721,0.13743048668422786,0.43217134177430144,-0.3473336401180312,0.12012635988196879,0.37775584868543644,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.7748003723907677,-0.3073403723907677,-0.9664791584615338,-0.11543541843641336,0.3520245815635866,1.1069955395081341,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.13860935475429043,0.6060693547542904,1.9058784740700954,0.12686715747162222,0.5943271574716222,1.8689533253824597,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.3631230597131201,0.8305830597131201,2.6118964141922016,0.322804189136385,0.790264189136385,2.4851075130074998,zero_diagnostic_only,False
bem,1.4,0.5403105721763957,1.0077705721763957,3.169089849611307,0.038724607448469214,0.5061846074484692,1.5917754951209722,zero_diagnostic_only,False
front,1.4,0.8017365444524098,1.2691965444524098,3.9911841020516032,0.5262377959899702,0.9936977959899702,3.1248358364464472,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.6840520898994218,1.1515120898994218,3.621107200941578,0.15814276904343583,0.6256027690434358,1.9673043051680372,zero_diagnostic_only,False
