outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.553623237042579,-0.0541123334249129,0.0030267365810613,0.00151336829053065,9.580375751094147e-05,-0.1593378467400643,7.68444512204431e-05,0.005815231863309069,0.005815231863309069,-0.3256279265872723,0.0069522331071438,0.00010474328533746787,7.684445122044305e-05,2.7898834117024813e-05,-0.31513094081386656,-0.014041738439667701,0.00010485590783967339,3.335061468937863e-07,-0.0491644399427448
1,4.550669023115519,-0.055009566928095,0.0031482819920872,0.0046008775771049,0.0002912584877669992,-0.0002434247805143,1.8655341324005858e-10,1.4117497563624309e-08,0.005815245980806632,-0.042212206835601,0.0417253572745728,1.8486254664641048e-06,1.8655341323975248e-10,1.8484389130508652e-06,-0.014041738439667701,0.01565960953289392,2.335035082480094e-07,7.752268416751341e-07,-0.0480215757476376
2,4.547607222684071,-0.0559771208429978,0.0032738985397158,0.0078119678430064,0.0004945365101129692,0.0281428859273318,2.5929997619356994e-06,0.0001962262023825845,0.006011472183189217,-0.0062962184730648,0.0625819903277289,3.887337636069491e-06,2.592999761935745e-06,1.2943378741337459e-06,0.01565960953289392,0.04171199830635176,2.879183995810416e-06,5.013397171277204e-07,-0.0386896696023067
3,4.544433891297816,-0.0570150408082252,0.0034036863888511,0.01115076030728985,0.0007058987182608688,0.0439947815328609,6.587973883255938e-06,0.000498547325566248,0.0065100195087554645,0.0238923207254222,0.0640972423402992,7.046460572057787e-06,6.58797388325588e-06,4.584866888019074e-07,0.04171199830635176,0.04748764261376322,6.77988400737649e-06,3.3746642928528015e-07,-0.028321987457771605
4,4.541143645407256,-0.058119587609942,0.0035377465928354,0.014621476798133103,0.0009256123749817861,0.0406406301213637,5.843157426663937e-06,0.00044218306865632945,0.006952202577411795,0.0357752548825276,0.0455060053601998,5.871072459805438e-06,5.843157426663937e-06,2.7915033141501194e-08,0.04748764261376322,0.03689719865512246,6.33096315667387e-06,1.3026206684161705e-07,-0.016993806694550903
5,4.537730313909709,-0.0592854799840541,0.0036761811230855,0.018228440656093553,0.0011539511692865122,0.0312695105543654,3.594504798123345e-06,0.00027201546114110796,0.007224218038552902,0.0285121986656489,0.0340268224430819,3.603821183235226e-06,3.594504798123345e-06,9.316385111881737e-09,0.03689719865512246,0.0225547369945372,3.3114133267696857e-06,1.295529520896982e-07,-0.031174831210619203
6,4.534190807305071,-0.0605169377325258,0.0038190927904279,0.021976077612850253,0.0013911952720542977,0.0273466806412119,2.8560739503320223e-06,0.00021613443750535005,0.007440352476058252,0.0028519912324627,0.0518413700499609,3.619879535253551e-06,2.856073950332001e-06,7.638055849215496e-07,0.0225547369945372,0.026450240625758722,2.2977057606721873e-06,6.78057871391257e-07,-0.058808781468457805
7,4.530528050969897,-0.0618351502022828,0.0039665851487052,0.0258689165824168,0.001637631386120574,0.0390962780231369,6.063000587458292e-06,0.0004588197800034437,0.007899172256061696,-0.0069674114184969,0.0851599674647705,8.868517983152524e-06,6.0630005874582625e-06,2.8055173956942627e-06,0.026450240625758722,0.04824852481076226,5.690357895741188e-06,1.6470587962016045e-06,-0.07281021634505311
8,4.526746179294049,-0.0632632398620616,0.0041187626556483,0.029911590484593555,0.0018935527984055827,0.0539155231641732,1.1972763772783357e-05,0.0009060432637306667,0.008805215519792362,0.0123497511197174,0.095481295208629,1.434477759107036e-05,1.1972763772783356e-05,2.3720138182870047e-06,0.04824852481076226,0.06259611340657929,1.2721984241078229e-05,1.6332533682840401e-06,-0.058745425611719
9,4.522843304574311,-0.0648071238895449,0.0042757300109931,0.034108836817914254,0.0021592594161847535,0.056430815454431,1.3615792561910323e-05,0.0010303800663900554,0.009835595586182418,0.03673586959691,0.0761257613119523,1.4168631471686802e-05,1.3615792561910394e-05,5.528389097764075e-07,0.06259611340657929,0.05318024046610122,1.4359736738079595e-05,8.578145898676828e-07,-0.0462438075883107
10,4.518812593015064,-0.0664603862462352,0.0044375928516382,0.0384654982492299,0.0024350578044123033,0.0476715131528602,1.0084754437523666e-05,0.0007631674689236851,0.010598763055106103,0.0298819537236416,0.0654610725820787,1.0552873777241796e-05,1.0084754437523645e-05,4.6811933971815267e-07,0.05318024046610122,0.03816466621743225,9.340076584122274e-06,9.643546962772174e-07,-0.0639020382741317
11,4.514653129029824,-0.0682316294678448,0.0046044569975687,0.042986523173833356,0.002721261221179915,0.0424522083023626,8.298106309239685e-06,0.0006279622204105107,0.011226725275516615,0.001559034307947,0.083345382296778,1.0864709958113562e-05,8.298106309239648e-06,2.5666036488739155e-06,0.03816466621743225,0.040294540192660364,7.087823904020972e-06,2.4824838026740306e-06,-0.0931460756758763
12,4.51037400684594,-0.0701516601134432,0.0047764293555713,0.04767696635040336,0.0030181896579118605,0.0492016696079558,1.1562800685406957e-05,0.0008750191576224357,0.01210174443313905,-0.0098006933790983,0.1082040325950097,1.7105494831080313e-05,1.1562800685406912e-05,5.542694145673401e-06,0.040294540192660364,0.05572754327745499,1.1104760064478599e-05,4.194488895017204e-06,-0.1085372932444898
13,4.505986629404369,-0.0722528705048335,0.0049536157271806,0.05254198889177931,0.003326169838780997,0.0653437413163762,2.115097086793853e-05,0.0016006074319968157,0.013702351865135865,-0.0003332606494801,0.131020743282233,2.8273392812061353e-05,2.1150970867938695e-05,7.122421944122655e-06,0.05572754327745499,0.07179466837479283,2.0245384505582484e-05,5.498976311676934e-06,-0.11980169193852411
14,4.501501236653565,-0.0745607223867462,0.0051361246968313,0.05758685910378526,0.003645535273810509,0.0765201490275098,3.0073721493636836e-05,0.002275839838798335,0.015978191703934202,0.0112190513437089,0.1418212467113111,3.737426624920997e-05,3.0073721493637002e-05,7.300544755572962e-06,0.07179466837479283,0.08084432119370885,2.995125964808726e-05,6.3240691413053655e-06,-0.12547822973796802
15,4.496928115132471,-0.0770971271333797,0.0053240610821629,0.06281695199328236,0.003976626227731174,0.0868767140448234,4.0183688793235046e-05,0.003040915300252027,0.01901910700418623,0.0163430169733431,0.1574104111163041,4.901276105379471e-05,4.018368879323523e-05,8.829072260559474e-06,0.08084432119370885,0.08761941926889416,3.77946211721911e-05,8.03860601826086e-06,-0.1460403684754508
16,4.492284243786019,-0.0798915367935356,0.0055175343482692,0.06823774970849841,0.004319789747856421,0.0943711380748681,4.913867371593166e-05,0.0037185870492313982,0.02273769405341763,0.0113700426408533,0.1773722335088838,6.180910619979381e-05,4.913867371593212e-05,1.2670432483861704e-05,0.08761941926889416,0.09732144312550829,4.7222506039644815e-05,1.1252594935170429e-05,-0.16301735329895228
17,4.487595865238532,-0.0829827455425844,0.0057166515335881,0.07385484264942704,0.004675379734376129,0.1005510525276096,5.779828630333923e-05,0.0043739063890461125,0.027111600442463742,0.0143548802099315,0.1867472248452872,7.195610761330713e-05,5.779828630333894e-05,1.4157821309968183e-05,0.09732144312550829,0.10174563975875953,5.6643767560169984e-05,1.3446385074708992e-05,-0.1739573766822913
18,4.482892758632101,-0.0864065613563033,0.0059215160463571,0.07967392643939965,0.005043756748642039,0.1039957723266198,6.404191054219697e-05,0.004846394929723923,0.031957995372187666,0.0127898481629959,0.1952016964902441,8.046132828549628e-05,6.40419105421972e-05,1.641941774329907e-05,0.10174563975875953,0.1013155470662849,6.1041810865682e-05,1.6532922483344385e-05,-0.19124559141592282
19,4.478214163220654,-0.0902020486377438,0.0061322429883138,0.0857008059567351,0.005425288268391277,0.0997451448700381,6.1010261462545164e-05,0.004616973780293257,0.03657496915248092,0.0039561050743213,0.195534184665755,7.976580870190478e-05,6.101026146254522e-05,1.875554723935956e-05,0.1013155470662849,0.09623610094263019,5.9843415488975686e-05,1.9769052082244194e-05,-0.2006028054270005
20,4.473609820430918,-0.0944100989003843,0.0063489257834436,0.09194139034261381,0.005820348371719895,0.0917063803663729,5.339484804346978e-05,0.004040674593253227,0.04061564374573415,-0.0050686207612455,0.1884813814939923,7.321492633880317e-05,5.339484804347036e-05,1.9820078295332803e-05,0.09623610094263019,0.08365355044116979,5.144702840712132e-05,2.2500522188354374e-05,-0.2085028737773457
21,4.469138833950846,-0.0990680407997629,0.0065716905830427,0.09840169852585695,0.006229318086828936,0.0696600602201762,3.188928620827383e-05,0.0024132333605266535,0.0430288771062608,-0.0200214922833534,0.1593416127237068,4.950750862010109e-05,3.188928620827428e-05,1.7618222411826813e-05,0.08365355044116979,0.05666962653761295,3.274887771919893e-05,2.3319706852441774e-05,-0.20394878669919952
22,4.464866289305517,-0.1042051522071481,0.0068006185708977,0.10508785310282716,0.006652585004591643,0.0415319158689633,1.1730387216040745e-05,0.0008877013294295755,0.04391657843569038,-0.0446071739754927,0.1276710057134202,2.8550454147858103e-05,1.1730387216040996e-05,1.6820066931817105e-05,0.05666962653761295,0.023363871620788474,1.1518749338827107e-05,2.3967818394227806e-05,-0.20981831028153747
23,4.460879139063051,-0.1098513457116838,0.0070358301799264,0.11200607747823921,0.007090543097552516,0.016159963432146,1.837367778386383e-06,0.00013904347652687004,0.04405562191221725,-0.0821473045681173,0.1144672314324095,2.450287007114495e-05,1.8373677783864069e-06,2.2665502292758548e-05,0.023363871620788474,0.007193997117030186,1.7957871063153974e-06,2.65523552881266e-05,-0.2087243797275112
24,4.457304462339467,-0.1160414008455011,0.0072774352125751,0.11916271017448996,0.007543593625779238,0.0037494128039963,1.0230688557953572e-07,7.742110866942576e-06,0.04406336402308419,-0.0942571482951017,0.1017559739030939,2.3402922451472036e-05,1.0230688557952479e-07,2.330061556589251e-05,0.007193997117030186,0.004269090956852824,2.4425634267871893e-07,2.402977890501275e-05,-0.1819258024325981
