x_m,side,body_trace_real,body_trace_imag,free_trace_real,free_trace_imag,gap_over_incident_potential,nearest_body_distance_m,nearest_free_distance_m
2.999997,-1,-1.2965300039032142e-10,-9.954192043243186e-11,0.0,0.0,6.358001079926716e-11,0.0029296875000288038,0.001874640000599991
2.999997,1,-1.296530211298789e-10,-9.954192107080345e-11,0.0,0.0,6.358001734916415e-11,0.0029296875000287934,0.001874640000599991
2.995309509375,-1,4.445489627514531e-06,3.5310354210766855e-06,-1.0839709031062092e-06,-8.609745597246191e-07,2.746699497185368e-06,0.002929757517673696,0.0013136060053595183
2.995309509375,1,4.445489627508874e-06,3.531035421063508e-06,-1.0839709031065374e-06,-8.609745597248032e-07,2.7466994971806023e-06,0.0029297575176736664,0.0013136060053595183
2.9906220187500003,-1,1.0238150806610627e-05,8.510356272943774e-06,-6.661033985146035e-06,-5.3614410067904595e-06,8.504185734177094e-06,0.0029299659198235043,0.0007554907126558238
2.9906220187500003,1,1.023815080661112e-05,8.510356272937853e-06,-6.661033985147354e-06,-5.361441006791352e-06,8.5041857341764e-06,0.0029299659198235867,0.0007554907126558238
2.985934528125,-1,8.79158942594966e-06,8.051104575232557e-06,-2.3203318482238203e-05,-1.904549709573059e-05,1.6308412340573416e-05,0.0029303104923081532,0.0002002831877466649
2.985934528125,1,8.791589425949058e-06,8.051104575227907e-06,-2.3203318482250434e-05,-1.9045497095740196e-05,1.6308412340578115e-05,0.002930310492307707,0.0002002831877466649
2.9812470375,-1,-1.1483191758203409e-05,-8.219290125128524e-06,-3.753245472599734e-05,-3.108150080200445e-05,1.3481256212489721e-05,0.0029307890126579446,0.0015229725302218881
2.9812470375,1,-1.148319175816513e-05,-8.21929012512283e-06,-3.7532454725997795e-05,-3.108150080200391e-05,1.3481256212502368e-05,0.002930789012657992,0.0015229725302218881
2.9765595468750004,-1,-3.5964408787779936e-05,-2.7903500172033457e-05,-7.471064246773805e-05,-6.2985517948592e-05,2.033089192363522e-05,0.0029313992528778115,0.0009735478740032699
2.9765595468750004,1,-3.596440878778714e-05,-2.790350017204248e-05,-7.471064246773604e-05,-6.298551794859057e-05,2.0330891923629836e-05,0.0029313992528778635,0.0009735478740032699
2.97187205625,-1,-7.51047055156868e-05,-6.038298420226464e-05,-0.0001320132794492762,-0.00011343054916160465,3.02612363058968e-05,0.0029321389821217623,0.00042699838734445213
2.97187205625,1,-7.510470551572041e-05,-6.0382984202265156e-05,-0.00013201327944927248,-0.00011343054916160347,3.0261236305885728e-05,0.0029321389821217844,0.00042699838734445213
2.967184565625,-1,-0.00014632608542432385,-0.00012321822187794389,-0.00018552200385545494,-0.00016102092392923846,2.118134986915025e-05,0.0029330059692806,0.0017583132728313305
2.967184565625,1,-0.000146326085424316,-0.00012321822187790968,-0.00018552200385545605,-0.0001610209239292315,2.118134986916011e-05,0.0029330059692805233,0.0017583132728313305
2.9624970750000004,-1,-0.0002234643344997974,-0.00019154169516761118,-0.0002777949827860448,-0.0002456026193415804,2.9812367742111805e-05,0.0029339979854678265,0.0012174817673816299
2.9624970750000004,1,-0.00022346433449977783,-0.00019154169516760768,-0.0002777949827860481,-0.0002456026193415735,2.981236774211719e-05,0.002933997985467772,0.0012174817673816299
2.957809584375,-1,-0.00032242385298345634,-0.0002812074549625799,-0.00039774509894122974,-0.00035838717417233345,4.194734207452775e-05,0.0029351128064051507,0.000679493142245087
2.957809584375,1,-0.0003224238529833717,-0.00028120745496243123,-0.0003977450989412369,-0.0003583871741723321,4.194734207459369e-05,0.0029351128064046867,0.000679493142245087
2.9531220937500002,-1,-0.00044605693057503344,-0.00039622275142443613,-0.0005534949270249551,-0.0005096282951136725,6.0763503238891626e-05,0.002936348214700069,0.00014433670300358255
2.9531220937500002,1,-0.0004460569305748226,-0.0003962227514242455,-0.0005534949270250234,-0.0005096282951137398,6.076350323903914e-05,0.0029363482146997685,0.00014433670300358255
2.9484346031250004,-1,-0.0006109016877474739,-0.0005562953308441558,-0.0006778885140453529,-0.0006287730926807205,3.838839016975362e-05,0.0029377020020222326,0.0014870017895707733
2.9484346031250004,1,-0.0006109016877475325,-0.0005562953308441646,-0.0006778885140453138,-0.0006287730926807156,3.838839016972393e-05,0.0029377020020222794,0.0014870017895707733
2.9437471125,-1,-0.0007867695908150576,-0.0007283190308026675,-0.0008746993813481355,-0.0008267297345810761,5.133253804339023e-05,0.002939171971168045,0.0009574777761924402
