,surge,sway,heave,roll,pitch,yaw
surge,0.16301600000000002,0.0,0.0,0.0,0.0,0.0
sway,0.0,29.09969310425925,0.0,0.0,0.0,-1.8578876298505451
heave,0.0,0.0,0.011433286731267962,0.0,-0.000267709771355477,0.0
roll,0.0,0.0,0.0,0.26949357336999663,0.0,0.0
pitch,0.0,0.0,-0.000267709771355477,0.0,0.009383822790659902,0.0
yaw,0.0,-1.8578876298505451,0.0,0.0,0.0,26.860335701490968
