0.999569 3.12563
1.03615	 2.52675
1.0943	 2.01845
1.15478	 1.57906
1.23649	 1.11414
1.29102	 0.823549
1.3414	 0.572889
1.40668	 0.318506
1.47411	 0.0677381
1.55017	 -0.143176
1.60306	 -0.263239
1.70267	 -0.434393
1.79605	 -0.547458
1.91291	 -0.646159
2.07665	 -0.737902
2.27677	 -0.768197
2.45566	 -0.776589
2.70494	 -0.749147
2.9777	 -0.703713
3.17163	 -0.668663
3.34426	 -0.633478
3.5233	 -0.591078
3.70444	 -0.555947
3.89838	 -0.517269
4.1605	 -0.468139
4.3587	 -0.429488
4.59947	 -0.398364
4.82109	 -0.36349
5.00432	 -0.342885
