reuse_step,step_factor,source_formal_exact_objective,source_root_relative_mismatch,source_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.0014767528910503785,5.13920755810512e-07,253012.72771473977,25.166529296950024,6.468363608506318,0.001307085353695228,0.11489230079276844,0.19004342434201685,254319.62176145538,1.0051653292643408,6.450266736486713e-13,25.28538884241822,1.0047229216260107,6.560705136638121,True,
1,0.75,0.0014767528910503785,5.13920755810512e-07,253012.72771473977,25.166529296950024,6.468363608506318,0.0013456848417515489,0.08875421886298396,0.1425325682567112,253990.13237996039,1.0038630652064373,8.489102932123632e-07,25.25398014005446,1.003474886905245,6.536233876198152,True,
1,0.5,0.0014767528910503785,5.13920755810512e-07,253012.72771473977,25.166529296950024,6.468363608506318,0.0013868110594677159,0.060905133233691636,0.09502171217100842,253663.57539749958,1.002572391075494,3.76856883679839e-07,25.223716726288547,1.0022723605890882,6.512693896823839,True,
1,0.25,0.0014767528910503785,5.13920755810512e-07,253012.72771473977,25.166529296950024,6.468363608506318,0.0014304445847711865,0.03135819578199981,0.04751085608570418,253339.26151235428,1.0012905824958445,9.407095044883033e-08,25.194574106156114,1.0011143693623852,6.490074133692026,True,
1,0.125,0.0014767528910503785,5.13920755810512e-07,253012.72771473977,25.166529296950024,6.468363608506318,0.001453305424583248,0.01587771834355641,0.02375542804285209,253175.15939076123,1.0006419901381585,2.349302404850392e-08,25.180415854207784,1.0005517867439688,6.479105899096522,True,
2,1.0,0.0013024789385379227,3.146503670533207e-12,253005.72190311784,25.241494136684715,6.657051337595824,0.0011739760585068335,0.09866023643755659,0.1900605289577719,254386.95447460096,1.0054592938100113,8.653201058483312e-13,25.383783544687827,1.005637123033708,6.7517820069485985,True,
2,0.75,0.0013024789385379227,3.146503670533207e-12,253005.72190311784,25.241494136684715,6.657051337595824,0.0012023143827389064,0.07690301381107503,0.14254539671842864,254037.59156846622,1.0040784439876957,8.443445935337683e-07,25.34644280499875,1.0041577835189046,6.726749035262327,True,
2,0.5,0.0013024789385379227,3.146503670533207e-12,253005.72190311784,25.241494136684715,6.657051337595824,0.0012331795777941626,0.05320574382688365,0.09503026447888595,253692.15967568193,1.002713131416162,3.749882750464416e-07,25.31029807054786,1.002725826509737,6.702623610988476,True,
2,0.25,0.0013024789385379227,3.146503670533207e-12,253005.72190311784,25.241494136684715,6.657051337595824,0.0012665764868359905,0.027564708065248158,0.047515132239541326,253347.95880175408,1.0013526844217668,9.366891210689605e-08,25.27532333478057,1.001340221696571,6.67939469481299,True,
2,0.125,0.0013024789385379227,3.146503670533207e-12,253005.72190311784,25.241494136684715,6.657051337595824,0.0012842539949993706,0.013992505367503419,0.02375756611967231,253175.5972494107,1.0006714288713119,2.343838849946842e-08,25.25826701366978,1.000664496201938,6.668113002098301,True,
3,1.0,0.001169257656991607,1.0094575719129056e-11,252992.1741401189,25.336002284454135,6.85324074613255,0.0010817325086454343,0.07485531338863922,0.19008178002907414,254447.7761009204,1.005753545404117,1.5953789218177209e-12,25.502648407685815,1.006577443487757,6.9505142132612905,True,
3,0.75,0.001169257656991607,1.0094575719129056e-11,252992.1741401189,25.336002284454135,6.85324074613255,0.0010996900555239088,0.0594972383133153,0.14256133502180493,254082.44696243363,1.0043095120472418,8.402380135357199e-07,25.459134871525432,1.0048599848424726,6.9248830536863855,True,
3,0.5,0.001169257656991607,1.0094575719129056e-11,252992.1741401189,25.336002284454135,6.85324074613255,0.0011203179304478813,0.04185538255925836,0.09504089001453707,253718.08120722577,1.002869286647202,3.7387322430324753e-07,25.416874153106036,1.0031919743195445,6.900134386409945,True,
3,0.25,0.001169257656991607,1.0094575719129056e-11,252992.1741401189,25.336002284454135,6.85324074613255,0.0011435195912081065,0.022012313222495607,0.04752044500746957,253354.65914146713,1.0014327913603662,9.302974889683276e-08,25.375838635736603,1.0015723219012698,6.8762572424176955,True,
3,0.125,0.001169257656991607,1.0094575719129056e-11,252992.1741401189,25.336002284454135,6.85324074613255,0.0011559439369365492,0.011386472413029066,0.023760222503734784,253176.25620794023,1.0007276196129267,2.31877660928011e-08,25.35577213156783,1.0007803064939658,6.864642089394725,True,
4,1.0,0.0010765967462577452,7.403286601452638e-12,252980.62030158148,25.45079240848594,7.056491719103989,0.0010297690148358464,0.04349607370138567,0.19010274382215095,254512.09614884193,1.0060537279315496,2.186028173121459e-12,25.642808147785406,1.007544587854775,7.156434018877549,True,
4,0.75,0.0010765967462577452,7.403286601452638e-12,252980.62030158148,25.45079240848594,7.056491719103989,0.0010375680384922211,0.03625192803265296,0.14257705786651292,254127.6467645617,1.0045340487410175,8.300958515914813e-07,25.592859171664582,1.0055820172864744,7.130175370795308,True,
4,0.5,0.0010765967462577452,7.403286601452638e-12,252980.62030158148,25.45079240848594,7.056491719103989,0.00104798127089245,0.026579567015006002,0.09505137191107481,253744.2590307025,1.0030185661186641,3.6994708062307897e-07,25.544226157142333,1.0036711528331528,7.1047726541549885,True,
4,0.25,0.0010765967462577452,7.403286601452638e-12,252980.62030158148,25.45079240848594,7.056491719103989,0.0010610257865615645,0.014463130926510267,0.04752568595543679,253361.92055763322,1.0015072310898645,9.283382592058455e-08,25.49687979820906,1.0018108430175148,7.0802150209668815,True,
4,0.125,0.0010765967462577452,7.403286601452638e-12,252980.62030158148,25.45079240848594,7.056491719103989,0.00106843279552398,0.007583109239502283,0.023762842977819672,253172.48755519293,1.0007584266865293,2.3336050708377463e-08,25.473680401196276,1.0008993037365197,7.068249746893,True,
5,1.0,0.001024197999159678,3.673319196503173e-12,252972.07721558912,25.58660224493011,7.266300856293721,0.0010180599133795456,0.005993065584163024,0.19012343756547803,254576.92808225413,1.0063439842228015,3.091232087246829e-12,25.8051243695348,1.0085404901562491,7.369034946385355,True,
5,0.75,0.001024197999159678,3.673319196503173e-12,252972.07721558912,25.58660224493011,7.266300856293721,0.0010157354721496187,0.008262588891017773,0.14259257817421053,254173.24900681913,1.004748238637446,8.259668678037463e-07,25.74844549472972,1.0063253122962694,7.342120428939046,True,
5,0.5,0.001024197999159678,3.673319196503173e-12,252972.07721558912,25.58660224493011,7.266300856293721,0.0010159643268725785,0.008039141156158287,0.09506171878273965,253770.73701656534,1.0031571065461726,3.675916125018017e-07,25.69315261596621,1.0041643032559047,7.316033672837835,True,
5,0.25,0.001024197999159678,3.673319196503173e-12,252972.07721558912,25.58660224493011,7.266300856293721,0.001018724043484646,0.005344626409662343,0.04753085939147088,253372.75256699472,1.0015838718478962,9.319825025805747e-07,25.639214668229435,1.0020562489226075,7.290764006669236,True,
5,0.125,0.001024197999159678,3.673319196503173e-12,252972.07721558912,25.58660224493011,7.266300856293721,0.0010213022548929986,0.002827328572263703,0.02376542969573544,253169.14160533488,1.0007789966067195,2.2983533228881374e-08,25.61274454096147,1.0010217181547245,7.278432274065203,True,
6,1.0,0.0010117017608539801,4.58565665920401e-12,252959.5570407477,25.706173165994837,7.427845507443735,0.0010357603840307078,-0.02378035119403143,0.19014008499409812,254624.83228029407,1.0065831679143797,2.4255542262503848e-12,25.94549635704028,1.009309950162556,7.532770321009724,False,insufficient_objective_decrease
6,0.75,0.0010117017608539801,4.58565665920401e-12,252959.5570407477,25.706173165994837,7.427845507443735,0.0010256763242155458,-0.013812927783944644,0.14260506374567464,254209.45224585442,1.0049410871039175,8.227908602950316e-07,25.883531976491586,1.006899463772825,7.505341082056335,False,insufficient_objective_decrease
6,0.5,0.0010117017608539801,4.58565665920401e-12,252959.5570407477,25.706173165994837,7.427845507443735,0.001018371895582411,-0.006592985192395709,0.09507004249704842,253791.39299429112,1.003288414809366,3.652559247830323e-07,25.823011324547792,1.0045451401030594,7.478717518560196,False,insufficient_objective_decrease
6,0.25,0.0010117017608539801,4.58565665920401e-12,252959.5570407477,25.706173165994837,7.427845507443735,0.0010137902845739168,-0.002064366991092082,0.04753502124842348,253374.6565425969,1.0016409718087163,9.124341370923655e-08,25.763901968926366,1.0022457174997907,7.4528891283922825,False,insufficient_objective_decrease
6,0.125,0.0010117017608539801,4.58565665920401e-12,252959.5570407477,25.706173165994837,7.427845507443735,0.001012448530545186,-0.0007381322442054686,0.023767510624109738,253166.6319199113,1.0008186086407886,2.280548582993899e-08,25.7348668556807,1.0011162178633348,7.440269868166142,False,insufficient_objective_decrease
