iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio
0,0.0,0.3514987605935633,6.732292898073566,0.06005010207466507,2.785644593773047,2.804311524969776,0.006701117306370033,0.3572450744540412,5.385674507399291,58363.54748785869,,
1,0.0002554885419364365,0.3555528935388062,6.736856485427638,0.07015424208939945,2.7691110205543383,2.6067320963325336,0.05863936946424731,0.35744777561134433,6.327909674368291,53229.32235065744,0.0002554885419364365,0.09939453424438278
2,0.0005121664920675825,0.35449417031560276,6.738155461122329,0.06943943216897683,2.73985114435108,2.624509724431608,0.04209769576616544,0.35768572419767675,6.266141522538347,53720.881135912765,0.00025667795013114604,0.09955272901088122
3,0.0007692518928891286,0.35346968732472944,6.739468362318764,0.06872609257595166,2.7194901300577197,2.641325291955708,0.028742460668666765,0.357926958205095,6.201911877518112,54196.63293778909,0.00025708540082154603,0.09953981751849252
4,0.001026588934929455,0.35248013111974047,6.740792018609016,0.06801624883956388,2.7061548552167825,2.6572766401457613,0.018061869215206347,0.35817139656460273,6.1379819429128935,54632.04007453155,0.00025733704204032636,0.09952787633929017
5,0.0012841706689027074,0.3515236584790151,6.742125039181811,0.06731117739657795,2.6983521663660626,2.6725097594340994,0.009577106818775907,0.3584190917051535,6.074488969723548,55026.942356890264,0.0002575817339732523,0.09951637993516084
6,0.001541991194408693,0.35059802132521267,6.743466165821002,0.0666118976707428,2.6949000297014782,2.6871571190605197,0.0028731717524290725,0.35867008170029036,6.011525472800634,55385.36903270315,0.00025782052550598565,0.09950503620727
7,0.0018000454952441895,0.3497009343770168,6.744814307963735,0.0659192292582277,2.694865477172098,2.7013328846923814,0.0023998999486498306,0.3589243898322474,5.949165451653441,55712.572252577986,0.00025805430083549656,0.09949366337686749
8,0.0020583297105522197,0.348830244220791,6.746168543179992,0.06523383471454,2.697513697633795,2.715132242434394,0.00653140142200339,0.35918202613472316,5.8874685166132,56013.800260143296,0.0002582842153080301,0.09948214416448398
9,0.0023168412066465844,0.3479839954584215,6.747528103060232,0.06455625293205698,2.702266794612318,2.728632656063993,0.00975694239526696,0.3594429893040796,5.826482954529006,56293.79307418207,0.0002585114960943647,0.09947040038548638
10,0.0025755785476628953,0.35142255414411755,6.752104078490511,0.07456219939571937,2.688588972254168,2.5446977467488736,0.05351923517883549,0.359635947870651,6.730319460513904,52560.59011863679,0.0002587373410163108,0.09903337599834046
11,0.002835869250806229,0.35029396341594315,6.753350228576497,0.07378775005918049,2.6628502459365864,2.5624483842381003,0.03770465945341677,0.359853519938202,6.66000995965936,52902.20262519289,0.0002602907031433338,0.09971135198607256
12,0.00309621130868844,0.34920659304479906,6.754610787966481,0.07301595959610466,2.6453286926165513,2.579158170802136,0.025014102027890006,0.36007423240853,6.590319933998806,53267.1326503654,0.0002603420578822109,0.09969765504828595
13,0.0033566727966598668,0.3481586601430285,6.755883474491273,0.07224806480280467,2.634273271466623,2.5950065769234274,0.014906082435909856,0.36029825913855995,6.52099258637981,53621.96791138968,0.0002604614879714267,0.09968453311739663
