x_m,y_m,newly_exposed,edge_extrapolated,transferred_real,transferred_imag,refreshed_real,refreshed_imag,equation_residual
2.9812470375,-0.4823863636363636,False,False,5.555956684684943e-07,4.2656209582484233e-07,0.0035128363342097216,0.002697002359900734,4.3003521176863996e-16
2.9812470375,-0.4653409090909091,False,False,5.93577474570164e-07,4.5572286818759173e-07,0.0037533658593914207,0.002881670427331944,4.3003521176863996e-16
2.9812470375,-0.4482954545454545,False,False,6.354707201358228e-07,4.878866729894704e-07,0.0040187209300354895,0.003085398464635852,4.3003521176863996e-16
2.9812470375,-0.43124999999999997,False,False,6.81812656727349e-07,5.234659885222252e-07,0.0043123217009284325,0.0033108123173271084,4.3003521176863996e-16
2.9812470375,-0.41420454545454544,False,False,7.332324251060041e-07,5.629438415927398e-07,0.0046381756246989215,0.003560988732559617,4.3003521176863996e-16
2.9812470375,-0.39715909090909085,False,False,7.904697223206592e-07,6.068881392985262e-07,0.005000997389666431,0.003839547442172886,4.3003521176863996e-16
2.9812470375,-0.3801136363636364,False,False,8.543978094113033e-07,6.559693333377997e-07,0.0054063569447795265,0.004150764809774912,4.3003521176863996e-16
2.9812470375,-0.3630681818181818,False,False,9.260519777333992e-07,7.109822752102302e-07,0.005860862917422365,0.00449971465092427,4.3003521176863996e-16
2.9812470375,-0.34602272727272726,False,False,1.006664902012107e-06,7.728733587489231e-07,0.0063723907849183616,0.004892443413251273,4.3003521176863996e-16
2.9812470375,-0.32897727272727273,False,False,1.0977107108068594e-06,8.427743554982314e-07,0.006950367840244969,0.005336188960689519,4.3003521176863996e-16
2.9812470375,-0.31193181818181814,False,False,1.2009601344134038e-06,9.22044754865688e-07,0.007606130531359794,0.005839654923008272,4.3003521176863996e-16
2.9812470375,-0.2948863636363636,False,False,1.3185498056260087e-06,1.012324970220935e-06,0.008353374552511878,0.006413356256270605,4.3003521176863996e-16
2.9812470375,-0.2778409090909091,False,False,1.45306981184377e-06,1.115603557580712e-06,0.009208724933222617,0.007070056932261197,4.3003521176863996e-16
2.9812470375,-0.2607954545454545,False,False,1.607675225191409e-06,1.2343028435654547e-06,0.010192464249396611,0.007825329027180443,4.3003521176863996e-16
2.9812470375,-0.24375,False,False,1.7862304220557845e-06,1.3713897276386262e-06,0.011329477466475366,0.008698278130968162,4.3003521176863996e-16
2.9812470375,-0.22670454545454544,False,False,1.9935022353753785e-06,1.5305239760007612e-06,0.012650519072665681,0.00971251619686495,4.3003521176863996e-16
2.9812470375,-0.2096590909090909,False,False,2.235443427187491e-06,1.7162758594346818e-06,0.014194071895113366,0.010897588659317108,4.3003521176863996e-16
2.9812470375,-0.19261363636363635,False,False,2.5195872837690815e-06,1.934429106225282e-06,0.016008938822010363,0.01229096424504539,4.3003521176863996e-16
2.9812470375,-0.17556818181818182,False,False,2.8599630511896812e-06,2.1957547589596403e-06,0.018185658638161243,0.01396215467991692,4.3003521176863996e-16
2.9812470375,-0.15852272727272726,False,False,3.167816817565897e-06,2.4321114392682376e-06,0.020161212924909078,0.015478899004605614,4.3003521176863996e-16
2.9812470375,-0.14625,False,False,3.7898637226502657e-06,2.909691893171971e-06,0.024137771444521013,0.018531927011413634,4.3003521176863996e-16
2.9812470375,-0.13874999999999998,False,False,3.7450374873896337e-06,2.875276266942363e-06,0.023863524266542962,0.018321372002346365,4.3003521176863996e-16
2.9812470375,-0.13125,False,False,3.9887863223009355e-06,3.0624159798225043e-06,0.02542952726191223,0.01952368072734722,4.3003521176863996e-16
2.9812470375,-0.12375,False,False,4.245825058426971e-06,3.259759098591619e-06,0.027082868642982948,0.02079304405152056,4.3003521176863996e-16
2.9812470375,-0.11624999999999999,False,False,4.522291859422103e-06,3.4720182372985376e-06,0.028863041205550822,0.02215978281914356,4.3003521176863996e-16
2.9812470375,-0.10874999999999999,False,False,4.819859314877226e-06,3.7004775372029424e-06,0.03078120351161475,0.023632464086910873,4.3003521176863996e-16
2.9812470375,-0.10125,False,False,5.140571837732546e-06,3.946706609296845e-06,0.0328509764679725,0.025221545392348638,4.3003521176863996e-16
2.9812470375,-0.09375,False,False,5.486498617166232e-06,4.21229408668661e-06,0.03508624402855889,0.026937686229087484,4.3003521176863996e-16
2.9812470375,-0.08625,False,False,5.859762394672615e-06,4.498869717607896e-06,0.037501355146787825,0.028791903097049897,4.3003521176863996e-16
2.9812470375,-0.07874999999999999,False,False,6.262564864378408e-06,4.808123866681761e-06,0.0401113118578814,0.030795713903863025,4.3003521176863996e-16
2.9812470375,-0.07125000000000001,False,False,6.697204543127968e-06,5.141821234781993e-06,0.04293192028430183,0.032961253900226785,4.3003521176863996e-16
2.9812470375,-0.06375,False,False,7.166091824858361e-06,5.5018124171321406e-06,0.04597994161799424,0.03530139159748857,4.3003521176863996e-16
2.9812470375,-0.056249999999999994,False,False,7.671767574005329e-06,5.890048178506186e-06,0.049273297851803025,0.037829886719246635,4.3003521176863996e-16
2.9812470375,-0.04875,False,False,8.216933522503821e-06,6.308602790720484e-06,0.05283141591799246,0.040561654415867954,4.3003521176863996e-16
2.9812470375,-0.041249999999999995,False,False,8.804508305794414e-06,6.7597170546333054e-06,0.056675870609674175,0.04351325887151123,4.3003521176863996e-16
2.9812470375,-0.03375,False,False,9.437737738879104e-06,7.245882965283876e-06,0.06083174020836389,0.04670395409575494,4.3003521176863996e-16
2.9812470375,-0.02625,False,False,1.0120429241572068e-05,7.770023693366557e-06,0.06532919400059534,0.05015690274954071,4.3003521176863996e-16
2.9812470375,-0.01875,False,False,1.08576009824928e-05,8.335991969643214e-06,0.0702570731906735,0.053940313230560664,4.3003521176863996e-16
2.9812470375,-0.01125,False,False,1.1655350718286282e-05,8.948469385426316e-06,0.07408018981069457,0.05687553524644317,4.3003521176863996e-16
2.9812470375,-0.005977027469778112,False,False,1.231958871657351e-05,9.458442318543017e-06,0.08393765285542668,0.06444366497551,4.3003521176863996e-16
2.9812470375,0.005977027469778112,False,False,1.231958871657359e-05,9.45844231854299e-06,0.08393765285542609,0.06444366497551202,4.3003521176863996e-16
2.9812470375,0.01125,False,False,1.1655350718286294e-05,8.948469385426182e-06,0.0740801898106942,0.05687553524644373,4.3003521176863996e-16
2.9812470375,0.01875,False,False,1.0857600982492775e-05,8.335991969643357e-06,0.07025707319067329,0.05394031323055805,4.3003521176863996e-16
2.9812470375,0.02625,False,False,1.0120429241572067e-05,7.77002369336623e-06,0.06532919400059561,0.05015690274954294,4.3003521176863996e-16
2.9812470375,0.03375,False,False,9.437737738879102e-06,7.24588296528401e-06,0.06083174020836481,0.0467039540957533,4.3003521176863996e-16
2.9812470375,0.041249999999999995,False,False,8.804508305794502e-06,6.7597170546333715e-06,0.056675870609674286,0.043513258871511584,4.3003521176863996e-16
2.9812470375,0.04875,False,False,8.216933522503716e-06,6.308602790720486e-06,0.05283141591799176,0.04056165441586726,4.3003521176863996e-16
2.9812470375,0.056249999999999994,False,False,7.671767574005346e-06,5.8900481785060255e-06,0.04927329785180473,0.03782988671924746,4.3003521176863996e-16
2.9812470375,0.06375,False,False,7.166091824858396e-06,5.501812417132271e-06,0.04597994161799414,0.03530139159748904,4.3003521176863996e-16
2.9812470375,0.07125000000000001,False,False,6.697204543127897e-06,5.141821234782018e-06,0.04293192028430057,0.032961253900226264,4.3003521176863996e-16
2.9812470375,0.07874999999999999,False,False,6.2625648643784336e-06,4.80812386668168e-06,0.04011131185788223,0.03079571390386336,4.3003521176863996e-16
2.9812470375,0.08625,False,False,5.85976239467251e-06,4.498869717607938e-06,0.0375013551467874,0.028791903097049956,4.3003521176863996e-16
2.9812470375,0.09375,False,False,5.486498617166297e-06,4.212294086686629e-06,0.035086244028559255,0.026937686229086304,4.3003521176863996e-16
2.9812470375,0.10125,False,False,5.140571837732556e-06,3.946706609296826e-06,0.03285097646797212,0.025221545392348634,4.3003521176863996e-16
2.9812470375,0.10874999999999999,False,False,4.819859314877233e-06,3.700477537202957e-06,0.03078120351161432,0.023632464086912348,4.3003521176863996e-16
2.9812470375,0.11624999999999999,False,False,4.5222918594221274e-06,3.472018237298559e-06,0.028863041205552102,0.02215978281914167,4.3003521176863996e-16
2.9812470375,0.12375,False,False,4.245825058427113e-06,3.2597590985915595e-06,0.027082868642983326,0.020793044051521128,4.3003521176863996e-16
2.9812470375,0.13125,False,False,3.988786322300761e-06,3.062415979822569e-06,0.02542952726191189,0.019523680727348003,4.3003521176863996e-16
2.9812470375,0.13874999999999998,False,False,3.745037487389696e-06,2.8752762669424287e-06,0.023863524266542646,0.018321372002346296,4.3003521176863996e-16
2.9812470375,0.14625,False,False,3.7898637226500887e-06,2.90969189317189e-06,0.024137771444521797,0.018531927011413915,4.3003521176863996e-16
2.9812470375,0.15852272727272726,False,False,3.167816817566005e-06,2.432111439268204e-06,0.020161212924908824,0.015478899004605157,4.3003521176863996e-16
2.9812470375,0.17556818181818182,False,False,2.859963051189626e-06,2.1957547589596763e-06,0.01818565863816119,0.013962154679916827,4.3003521176863996e-16
2.9812470375,0.19261363636363635,False,False,2.5195872837691416e-06,1.9344291062252993e-06,0.016008938822010613,0.01229096424504581,4.3003521176863996e-16
2.9812470375,0.2096590909090909,False,False,2.2354434271874546e-06,1.71627585943462e-06,0.014194071895113118,0.01089758865931669,4.3003521176863996e-16
2.9812470375,0.22670454545454544,False,False,1.993502235375311e-06,1.5305239760007885e-06,0.012650519072665766,0.009712516196865133,4.3003521176863996e-16
2.9812470375,0.24375,False,False,1.78623042205587e-06,1.3713897276386533e-06,0.01132947746647519,0.00869827813096787,4.3003521176863996e-16
2.9812470375,0.2607954545454545,False,False,1.6076752251913688e-06,1.2343028435654386e-06,0.010192464249396816,0.007825329027181025,4.3003521176863996e-16
2.9812470375,0.2778409090909091,False,False,1.4530698118437638e-06,1.1156035575807057e-06,0.009208724933222655,0.007070056932260787,4.3003521176863996e-16
2.9812470375,0.2948863636363636,False,False,1.3185498056260322e-06,1.0123249702209456e-06,0.008353374552511955,0.006413356256270789,4.3003521176863996e-16
2.9812470375,0.31193181818181814,False,False,1.2009601344133955e-06,9.220447548656881e-07,0.007606130531359842,0.005839654923008207,4.3003521176863996e-16
2.9812470375,0.32897727272727273,False,False,1.0977107108068435e-06,8.427743554982231e-07,0.006950367840245202,0.005336188960689554,4.3003521176863996e-16
2.9812470375,0.34602272727272726,False,False,1.0066649020121403e-06,7.728733587489078e-07,0.006372390784918211,0.0048924434132513695,4.3003521176863996e-16
2.9812470375,0.3630681818181818,False,False,9.260519777333877e-07,7.109822752102482e-07,0.005860862917422411,0.004499714650924157,4.3003521176863996e-16
2.9812470375,0.3801136363636364,False,False,8.543978094113156e-07,6.559693333378013e-07,0.005406356944779524,0.004150764809774925,4.3003521176863996e-16
2.9812470375,0.39715909090909085,False,False,7.904697223206299e-07,6.06888139298524e-07,0.005000997389666191,0.0038395474421728873,4.3003521176863996e-16
2.9812470375,0.41420454545454544,False,False,7.332324251060258e-07,5.629438415927417e-07,0.004638175624699158,0.0035609887325596845,4.3003521176863996e-16
2.9812470375,0.43124999999999997,False,False,6.818126567273344e-07,5.234659885222277e-07,0.004312321700928502,0.0033108123173270602,4.3003521176863996e-16
2.9812470375,0.4482954545454545,False,False,6.35470720135815e-07,4.87886672989462e-07,0.004018720930035514,0.003085398464635788,4.3003521176863996e-16
2.9812470375,0.4653409090909091,False,False,5.935774745701749e-07,4.557228681876031e-07,0.003753365859391269,0.0028816704273319288,4.3003521176863996e-16
2.9812470375,0.4823863636363636,False,False,5.555956684684694e-07,4.265620958248238e-07,0.003512836334209929,0.0026970023599008634,4.3003521176863996e-16
2.9812470375,0.49943181818181814,False,False,5.210647353273004e-07,4.0005075304907065e-07,0.003294201927206383,0.002529144408221854,4.3003521176863996e-16
2.9812470375,0.5164772727272727,False,False,4.895883617110148e-07,3.758845677082972e-07,0.0030949422449128446,0.0023761615242357467,4.3003521176863996e-16
2.9812470375,0.5335227272727272,False,False,4.6082428223077533e-07,3.538007633810261e-07,0.0029128815741122933,0.0022363832903302735,4.3003521176863996e-16
2.9812470375,0.5505681818181818,False,False,4.3447586999842506e-07,3.3357160289373107e-07,0.0027461350747396604,0.0021083626086000535,4.3003521176863996e-16
2.9812470375,0.5676136363636364,False,False,4.1028518000504534e-07,3.1499904733103883e-07,0.0025930643052934823,0.0019908415551969576,4.3003521176863996e-16
2.9812470375,0.5846590909090909,False,False,3.880271726203082e-07,2.9791032109042627e-07,0.0024522403203086456,0.0018827230481844937,4.3003521176863996e-16
2.9812470375,0.6017045454545454,False,False,3.675048992407858e-07,2.8215421563340204e-07,0.002322412935279001,0.0017830472504834782,4.3003521176863996e-16
2.9812470375,0.6187499999999999,False,False,3.485454753559869e-07,2.675979977812721e-07,0.0022024850344505567,0.0016909718445208743,4.3003521176863996e-16
2.9812470375,0.6357954545454545,False,False,3.309967005063541e-07,2.541248146665443e-07,0.002091491018118163,0.0016057554850033755,4.3003521176863996e-16
2.9812470375,0.6528409090909091,False,False,3.1472421177787374e-07,2.416315083104423e-07,0.001988578661448423,0.0015267438709127231,4.3003521176863996e-16
2.9812470375,0.6698863636363637,False,False,2.996090791624673e-07,2.3002676944545326e-07,0.0018929937966540532,0.0014533579851513053,4.3003521176863996e-16
2.9812470375,0.6869318181818181,False,False,2.8554576853625557e-07,2.1922957357910007e-07,0.0018040673425210917,0.001385084136376037,4.3003521176863996e-16
2.9812470375,0.7039772727272727,False,False,2.7244041216270284e-07,2.091678531617041e-07,0.0017212042962529092,0.0013214655074186637,4.3003521176863996e-16
2.9812470375,0.7210227272727272,False,False,2.6020933834143396e-07,1.9977736871506107e-07,0.0016438743777857656,0.0012620949723995934,4.3003521176863996e-16
2.9812470375,0.7380681818181818,False,False,2.4877782186494364e-07,1.910007494874197e-07,0.0015716040809791963,0.0012066089939780282,4.3003521176863996e-16
2.9812470375,0.7551136363636364,False,False,2.3807902604436212e-07,1.8278668118733432e-07,0.00150396994414454,0.0011546824567590088,4.3003521176863996e-16
2.9812470375,0.7721590909090909,False,False,2.2805311572235976e-07,1.7508922499353837e-07,0.001440592907275404,0.0011060243350199648,4.3003521176863996e-16
2.9812470375,0.7892045454545454,False,False,2.1864652681552124e-07,1.678672567414745e-07,0.0013811336617896288,0.001060374122446164,4.3003521176863996e-16
2.9812470375,0.8062499999999999,False,False,2.098113611166235e-07,1.6108400227898218e-07,0.0013252887910991994,0.0010174988690296238,4.3003521176863996e-16
2.9812470375,0.8232954545454545,False,False,2.0150463380558487e-07,1.5470645973799083e-07,0.0012727859721381168,0.0009771894970100384,4.3003521176863996e-16
2.9812470375,0.8403409090909091,False,False,1.9368868825881517e-07,1.4870571800710353e-07,0.0012233865173471002,0.0009392627525011804,4.3003521176863996e-16
2.9812470375,0.8573863636363637,False,False,1.8634656816193146e-07,1.430687587684604e-07,0.0011769822563013114,0.000903635586973545,4.3003521176863996e-16
2.9812470375,0.8744318181818181,False,False,1.8404105425671193e-07,1.412986858554053e-07,0.0011623886788522779,0.000892431275393326,4.3003521176863996e-16
2.9812470375,0.8914772727272727,False,False,1.7444027907923855e-07,1.3392762986331735e-07,0.0011017034983722635,0.000845839843457778,4.3003521176863996e-16
2.9624970750000004,-0.8914772727272727,False,False,0.0010223030984078858,0.0008978930827173669,0.002091256953993402,0.0018367608008670313,4.4098287491298597e-16
2.9624970750000004,-0.8744318181818181,False,False,0.00109942304654189,0.0009656283162485778,0.002227316478675102,0.001956262970494844,4.4098287491298597e-16
2.9624970750000004,-0.8573863636363637,False,False,0.0011176084248898704,0.0009816008724171646,0.002259701341834884,0.001984707007914562,4.4098287491298597e-16
2.9624970750000004,-0.8403409090909091,False,False,0.0011625857322144536,0.0010211047736422036,0.002349745075249988,0.002063792985073486,4.4098287491298597e-16
2.9624970750000004,-0.8232954545454545,False,False,0.0012103134954256026,0.0010630243600288822,0.002445448980011242,0.0021478502655744997,4.4098287491298597e-16
2.9624970750000004,-0.8062499999999999,False,False,0.0012607622892677646,0.0011073338218841506,0.002546889854397665,0.002236946336410089,4.4098287491298597e-16
2.9624970750000004,-0.7892045454545454,False,False,0.0013142581539928966,0.0011543195317180145,0.0026546263750880307,0.0023315718958721856,4.4098287491298597e-16
2.9624970750000004,-0.7721590909090909,False,False,0.0013711118243143158,0.001204254413617849,0.0027692345491593332,0.0024322328581433024,4.4098287491298597e-16
2.9624970750000004,-0.7551136363636364,False,False,0.001431640971339049,0.0012574174818599532,0.002891327577640142,0.002539467802963694,4.4098287491298597e-16
2.9624970750000004,-0.7380681818181818,False,False,0.0014961855942061827,0.0013141073606124495,0.0030215759569765695,0.0026538656320019677,4.4098287491298597e-16
2.9624970750000004,-0.7210227272727272,False,False,0.0015651170788047676,0.0013746502407157612,0.0031607203276749324,0.002776076854345311,4.4098287491298597e-16
2.9624970750000004,-0.7039772727272727,False,False,0.0016388453353227569,0.00143940614884021,0.0033095831698201827,0.00290682385894585,4.4098287491298597e-16
2.9624970750000004,-0.6869318181818181,False,False,0.0017178256143622268,0.001508774934222031,0.0034690811457179084,0.003046911755333349,4.4098287491298597e-16
2.9624970750000004,-0.6698863636363637,False,False,0.0018025657214799774,0.0015832026052887164,0.003640238904380986,0.00319724049822623,4.4098287491298597e-16
2.9624970750000004,-0.6528409090909091,False,False,0.0018936340536600748,0.001663188388168712,0.00382420490333501,0.0033588187839358632,4.4098287491298597e-16
2.9624970750000004,-0.6357954545454545,False,False,0.0019916687840403234,0.0017492927937031199,0.004022269759712061,0.0035327801682498625,4.4098287491298597e-16
2.9624970750000004,-0.6187499999999999,False,False,0.0020973885056435057,0.0018421469659029735,0.004235887684118041,0.0037204018919211037,4.4098287491298597e-16
2.9624970750000004,-0.6017045454545454,False,False,0.002211604670534464,0.001942463607332684,0.004466701639933212,0.003923126978216427,4.4098287491298597e-16
2.9624970750000004,-0.5846590909090909,False,False,0.002335236213548937,0.002051049823211889,0.004716572997926105,0.0041425902787273015,4.4098287491298597e-16
2.9624970750000004,-0.5676136363636364,False,False,0.002469326825722778,0.0021688222927616495,0.0049876166224344385,0.004380649289744752,4.4098287491298597e-16
2.9624970750000004,-0.5505681818181818,False,False,0.0026150654428405383,0.002296825264404993,0.005282242537304417,0.004639420747673688,4.4098287491298597e-16
2.9624970750000004,-0.5335227272727272,False,False,0.0027738106431786733,0.002436251984431431,0.005603205587877743,0.0049213242474131485,4.4098287491298597e-16
2.9624970750000004,-0.5164772727272727,False,False,0.002947119812010931,0.0025884703123363346,0.005953664854101784,0.005229134425204122,4.4098287491298597e-16
2.9624970750000004,-0.49943181818181814,False,False,0.003136784137742424,0.002755053458106422,0.006337254998704589,0.005566043624097839,4.4098287491298597e-16
2.9624970750000004,-0.4823863636363636,False,False,0.003344870767594884,0.0029378170077770326,0.006758172278583255,0.005935737438207503,4.4098287491298597e-16
2.9624970750000004,-0.4653409090909091,False,False,0.0035737737851856944,0.003138863697306046,0.00722127864024252,0.006342486140274075,4.4098287491298597e-16
2.9624970750000004,-0.4482954545454545,False,False,0.0038262760985121893,0.003360637769112183,0.007732228204230405,0.006791255773600997,4.4098287491298597e-16
2.9624970750000004,-0.43124999999999997,False,False,0.004105624871200811,0.003605991223733142,0.00829762157529752,0.007287843683470108,4.4098287491298597e-16
2.9624970750000004,-0.41420454545454544,False,False,0.004415623826764869,0.0038782648911385377,0.008925194867666169,0.007839044539021152,4.4098287491298597e-16
2.9624970750000004,-0.39715909090909085,False,False,0.004760746649687965,0.004181388031492887,0.00962405220414627,0.008452854538434066,4.4098287491298597e-16
2.9624970750000004,-0.3801136363636364,False,False,0.005146276856516349,0.004520001184669569,0.010404952859565362,0.009138723608500461,4.4098287491298597e-16
2.9624970750000004,-0.3630681818181818,False,False,0.005578480991075896,0.004899608288516672,0.011280667339414093,0.009907868150360166,4.4098287491298597e-16
2.9624970750000004,-0.34602272727272726,False,False,0.006064823912264376,0.0053267657672614755,0.01226642073802056,0.010773660443296553,4.4098287491298597e-16
2.9624970750000004,-0.32897727272727273,False,False,0.006614237432036522,0.0058093184776687274,0.013380447020903798,0.011752115473835825,4.4098287491298597e-16
2.9624970750000004,-0.31193181818181814,False,False,0.007237456836846443,0.006356695277605912,0.014644684895693944,0.012862502122820928,4.4098287491298597e-16
2.9624970750000004,-0.2948863636363636,False,False,0.00794744424712495,0.006980280864923748,0.016085655474360253,0.014128114020755252,4.4098287491298597e-16
2.9624970750000004,-0.2778409090909091,False,False,0.008759924055510045,0.007693886055719917,0.017735575572084588,0.015577247364074714,4.4098287491298597e-16
2.9624970750000004,-0.2607954545454545,False,False,0.009694065548849638,0.00851434733491217,0.019633781970809467,0.017244451853340947,4.4098287491298597e-16
2.9624970750000004,-0.24375,False,False,0.010773366015863959,0.009462302494502714,0.021828581633764402,0.019172155746486563,4.4098287491298597e-16
2.9624970750000004,-0.22670454545454544,False,False,0.012026829151042178,0.010563225632229136,0.02437973293203948,0.021412845133401585,4.4098287491298597e-16
2.9624970750000004,-0.2096590909090909,False,False,0.013490657601512208,0.011848913725516393,0.027362051450709607,0.024032230935420024,4.4098287491298597e-16
2.9624970750000004,-0.19261363636363635,False,False,0.015210887719593683,0.013359800745003099,0.030870724947576797,0.027113917057895932,4.4098287491298597e-16
2.9624970750000004,-0.17556818181818182,False,False,0.01726171499525064,0.015161053186534199,0.03507067907967327,0.030802758773598327,4.4098287491298597e-16
2.9624970750000004,-0.15852272727272726,False,False,0.019193333101520417,0.01685760228831404,0.03896301468858538,0.03422141623737206,4.4098287491298597e-16
2.9624970750000004,-0.14625,False,False,0.022719556593326456,0.019954707085290534,0.046414638631068324,0.0407662206274806,4.4098287491298597e-16
2.9624970750000004,-0.13874999999999998,False,False,0.022717147855220585,0.0199525867642024,0.046160005873904474,0.04054257064353602,4.4098287491298597e-16
2.9624970750000004,-0.13125,False,False,0.02413707170164165,0.021199714409330064,0.04913797494307386,0.04315813749766088,4.4098287491298597e-16
2.9624970750000004,-0.12375,False,False,0.025693134863592943,0.02256641294291538,0.05234232393597138,0.045972534035652976,4.4098287491298597e-16
2.9624970750000004,-0.11624999999999999,False,False,0.027371846646510222,0.0240408343505236,0.05579911155065555,0.04900864868011984,4.4098287491298597e-16
2.9624970750000004,-0.10874999999999999,False,False,0.029181384721142758,0.025630161166546466,0.05952846424681259,0.05228415864912845,4.4098287491298597e-16
2.9624970750000004,-0.10125,False,False,0.031133485428578647,0.02734470150151273,0.06355669208942473,0.05582217223098718,4.4098287491298597e-16
2.9624970750000004,-0.09375,False,False,0.033240681210456424,0.02919546267515062,0.06791139812472935,0.05964693333628395,4.4098287491298597e-16
2.9624970750000004,-0.08625,False,False,0.03551604943953815,0.031193930621067012,0.07262146838437777,0.06378381272665232,4.4098287491298597e-16
2.9624970750000004,-0.07874999999999999,False,False,0.03797325872205295,0.03335211055674315,0.07771735606406686,0.06825955761290466,4.4098287491298597e-16
2.9624970750000004,-0.07125000000000001,False,False,0.04062664324755437,0.035682592286653464,0.08323136869737228,0.07310254388278326,4.4098287491298597e-16
2.9624970750000004,-0.06375,False,False,0.043491285811702717,0.03819862312267084,0.08919797737705097,0.0783430476931051,4.4098287491298597e-16
2.9624970750000004,-0.056249999999999994,False,False,0.046583138501205074,0.04091421388359473,0.09565423227709538,0.08401361042709711,4.4098287491298597e-16
2.9624970750000004,-0.04875,False,False,0.04991924371436104,0.04384433302046069,0.102640421851523,0.09014961767556119,4.4098287491298597e-16
2.9624970750000004,-0.041249999999999995,False,False,0.053518196109309274,0.04700531235043822,0.11020125646339332,0.09679033883022098,4.4098287491298597e-16
2.9624970750000004,-0.03375,False,False,0.057401222785958925,0.050415795787525884,0.11838664488290981,0.10397960909397662,4.4098287491298597e-16
2.9624970750000004,-0.02625,False,False,0.06159495521272637,0.05409917392694341,0.1272955272960137,0.11180432828955603,4.4098287491298597e-16
2.9624970750000004,-0.01875,False,False,0.06614567369677156,0.05809609492109107,0.1355628652603045,0.11906557438750472,4.4098287491298597e-16
2.9624970750000004,-0.01190751823261837,False,False,0.07001500429893238,0.061494544215304654,0.14867411733614852,0.13058127479365428,4.4098287491298597e-16
