outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,-3.581705468519201e-05,-3.581705468519201e-05,1.0
1,1,-4.222695826463431e-05,-4.222695826463431e-05,1.0
1,2,-3.0970208617626005e-05,-3.0970208617626005e-05,1.0
1,3,-2.1928237031442655e-05,-2.1928237031442655e-05,1.0
1,4,-1.3999194517188856e-05,-1.3999194517188856e-05,1.0
1,5,-9.658938530341823e-06,-9.658938530341823e-06,1.0
1,6,-6.1692487672549905e-06,-6.1692487672549905e-06,1.0
1,7,-3.881416832971933e-06,-3.881416832971933e-06,1.0
1,8,-1.882151401035558e-06,-1.882151401035558e-06,1.0
1,9,-6.061898439525286e-07,-6.061898439525286e-07,1.0
1,10,2.8078320064402077e-07,2.8078320064402077e-07,1.0
1,11,2.930190686618902e-07,2.930190686618902e-07,1.0
1,12,1.661028284782297e-07,1.661028284782297e-07,1.0
1,13,1.953778116583409e-06,1.953778116583409e-06,1.0
1,14,5.972976215810824e-06,5.972976215810824e-06,1.0
1,15,4.3836479721577936e-06,4.3836479721577936e-06,1.0
