outer_iteration,node_index,normal_displacement
1,0,-0.00010225824809600577
1,1,-0.00010239742146955156
1,2,-0.00010267249011965331
1,3,-0.00010307695651222691
1,4,-0.00010360121993180992
1,5,-0.00010423274822478248
1,6,-0.00010495630191683103
1,7,-0.00010575420664444472
1,8,-0.00010660666896888821
1,9,-0.00010749212986150834
1,10,-0.00010838764947581755
1,11,-0.00010926931626694457
1,12,-0.00011011267309288466
1,13,-0.00011089315264220924
1,14,-0.00011158651438460547
1,15,-0.00011216927523623158
1,16,-0.00011261912627109127
1,17,-0.00011291532808943538
1,18,-0.00011303907786893718
1,19,-0.00011297384166586492
1,20,-0.00011270564619113844
1,21,-0.000112223325047286
1,22,-0.00011151871526228808
1,23,-0.00011058680087885793
1,24,-0.0001094258013353048
1,25,-0.00010803720338823088
1,26,-0.00010642573635879645
1,27,-0.0001045992915137695
1,28,-0.00010256878740082028
1,29,-0.00010034798392577636
1,30,-9.79532488699359e-05
1,31,-9.540328138134805e-05
1,32,-9.2718797720022e-05
1,33,-8.992218517992636e-05
1,34,-8.703713063902554e-05
1,35,-8.40882305933617e-05
1,36,-8.110058980562095e-05
1,37,-7.809941583853644e-05
1,38,-7.510961674728592e-05
1,39,-7.215540907373569e-05
1,40,-6.925994302254504e-05
1,41,-6.644495131081895e-05
1,42,-6.373042767758528e-05
1,43,-6.113434042743964e-05
1,44,-5.867238567676663e-05
1,45,-5.6357784185218974e-05
1,46,-5.4201124805239905e-05
1,47,-5.221025668506054e-05
1,48,-5.039023143327502e-05
1,49,-4.8743295513690684e-05
1,50,-4.7268932205638185e-05
1,51,-4.5963951554998384e-05
1,52,-4.4822625871933787e-05
1,53,-4.383686751882786e-05
1,54,-4.299644499111592e-05
1,55,-4.2289232637886895e-05
1,56,-4.1701488809923486e-05
1,57,-4.121815676982328e-05
1,58,-4.0823182359449514e-05
1,59,-4.049984219936351e-05
1,60,-4.023107609590375e-05
1,61,-3.999981735462243e-05
1,62,-3.978931484192133e-05
1,63,-3.958344089568441e-05
1,64,-3.936697955401973e-05
1,65,-3.912589004038013e-05
1,66,-3.884754100293993e-05
1,67,-3.852091164413476e-05
1,68,-3.813675657929812e-05
1,69,-3.768773201682073e-05
1,70,-3.716848164086324e-05
1,71,-3.6575681385525126e-05
1,72,-3.5908043100469377e-05
1,73,-3.5166277906428754e-05
1,74,-3.435302080931354e-05
1,75,-3.347271886909963e-05
1,76,-3.253148589061681e-05
1,77,-3.153692720539527e-05
1,78,-3.04979386359903e-05
1,79,-2.9424484167543685e-05
1,80,-2.8327357188481438e-05
1,81,-2.721793039792472e-05
1,82,-2.6107899608416412e-05
1,83,-2.500902669787902e-05
1,84,-2.393288688537216e-05
1,85,-2.2890625324336873e-05
1,86,-2.1892727729705672e-05
1,87,-2.0948809388487568e-05
1,88,-2.006742645586403e-05
1,89,-1.9255912920611344e-05
1,90,-1.8520246046234394e-05
1,91,-1.786494247001699e-05
1,92,-1.7292986484499953e-05
1,93,-1.6805791348410384e-05
1,94,-1.6403193790714672e-05
1,95,-1.6083481196108365e-05
1,96,-1.5843450306386828e-05
1,97,-1.5678495652638597e-05
1,98,-1.5582725360068106e-05
1,99,-1.554910145137967e-05
1,100,-1.556960132561871e-05
1,101,-1.5635396715257208e-05
1,102,-1.5737046131579583e-05
1,103,-1.5864696601779138e-05
1,104,-1.6008290383500316e-05
1,105,-1.6157772314893493e-05
1,106,-1.6303293519770568e-05
1,107,-1.6435407335536914e-05
1,108,-1.654525356187353e-05
1,109,-1.662472743467914e-05
1,110,-1.6666630105105692e-05
1,111,-1.666479783888428e-05
1,112,-1.6614207636682493e-05
1,113,-1.6511057501218737e-05
1,114,-1.635282012988117e-05
1,115,-1.613826938085013e-05
1,116,-1.5867479434226788e-05
1,117,-1.5541797135539498e-05
1,118,-1.5163788555672778e-05
1,119,-1.4737161317745693e-05
1,120,-1.426666471754547e-05
1,121,-1.3757970090566757e-05
1,122,-1.321753424745086e-05
1,123,-1.2652449103904734e-05
1,124,-1.2070280865685772e-05
1,125,-1.1478902290167712e-05
1,126,-1.0886321631141497e-05
1,127,-1.0300511882246063e-05
1,128,-9.729243867757396e-06
1,129,-9.179926589936724e-06
1,130,-8.659458033775563e-06
1,131,-8.1740893581796e-06
1,132,-7.729305074051458e-06
1,133,-7.329721432101032e-06
1,134,-6.979004825176855e-06
1,135,-6.679811560841046e-06
1,136,-6.433749889680791e-06
1,137,-6.2413646936386914e-06
1,138,-6.102144756711309e-06
1,139,-6.0145520678326426e-06
1,140,-5.976072152404796e-06
1,141,-5.983284003992833e-06
1,142,-6.031947799663541e-06
1,143,-6.117108238915481e-06
1,144,-6.233211053668851e-06
1,145,-6.3742300007344075e-06
1,146,-6.533801472669205e-06
1,147,-6.705363750721419e-06
1,148,-6.882297876058482e-06
1,149,-7.05806713266771e-06
1,150,-7.226352215847166e-06
1,151,-7.381179301385694e-06
1,152,-7.517038428429615e-06
1,153,-7.628989858576323e-06
1,154,-7.712756368824186e-06
1,155,-7.764799769671207e-06
1,156,-7.78238030419973e-06
1,157,-7.763597971179718e-06
1,158,-7.707415216473647e-06
1,159,-7.613660843565588e-06
1,160,-7.483015397117171e-06
1,161,-7.316978664526926e-06
1,162,-7.117820311374179e-06
1,163,-6.8885150097515375e-06
1,164,-6.632663726927235e-06
1,165,-6.354403109467941e-06
1,166,-6.058305119796481e-06
1,167,-5.749269254115755e-06
1,168,-5.432409789789233e-06
1,169,-5.1129405748945615e-06
1,170,-4.796059882222116e-06
1,171,-4.48683780512803e-06
1,172,-4.1901085751863305e-06
1,173,-3.9103700344366245e-06
1,174,-3.6516923021397362e-06
1,175,-3.417637442208173e-06
1,176,-3.211191668556009e-06
1,177,-3.0347113278715927e-06
1,178,-2.8898835796475473e-06
1,179,-2.777702358962104e-06
1,180,-2.6984598659690015e-06
1,181,-2.651753484830968e-06
1,182,-2.6365077013266857e-06
1,183,-2.6510102696895284e-06
1,184,-2.6929615820955107e-06
1,185,-2.7595359247315738e-06
1,186,-2.847453067980309e-06
1,187,-2.9530584395859556e-06
1,188,-3.072409972465362e-06
1,189,-3.2013696058775457e-06
1,190,-3.335697351749976e-06
1,191,-3.4711458178196206e-06
1,192,-3.6035531056017323e-06
1,193,-3.7289320727445397e-06
1,194,-3.843554063800245e-06
1,195,-3.94402536765963e-06
1,196,-4.027354849865114e-06
1,197,-4.091011429001814e-06
1,198,-4.132970313036229e-06
1,199,-4.15174717799665e-06
1,200,-4.146419751597755e-06
1,201,-4.116636551911595e-06
1,202,-4.062612819528031e-06
1,203,-3.985113964446959e-06
1,204,-3.885427120041273e-06
1,205,-3.7653216500051565e-06
1,206,-3.626999684915056e-06
1,207,-3.4730379681180553e-06
1,208,-3.3063224620459994e-06
1,209,-3.1299773024131426e-06
1,210,-2.9472897865990316e-06
1,211,-2.761633142219252e-06
1,212,-2.5763888417154236e-06
1,213,-2.3948702089145034e-06
1,214,-2.2202490049663856e-06
1,215,-2.0554865857566605e-06
1,216,-1.9032710934978319e-06
1,217,-1.7659619851304475e-06
1,218,-1.6455430134645178e-06
1,219,-1.5435845682376815e-06
1,220,-1.4612160584754456e-06
1,221,-1.3991087800264469e-06
1,222,-1.3574694684239882e-06
1,223,-1.336044492861367e-06
1,224,-1.3341344075706423e-06
1,225,-1.3506183475804217e-06
1,226,-1.3839875417157685e-06
1,227,-1.432387021393962e-06
1,228,-1.4936644333607173e-06
1,229,-1.5654247214960518e-06
1,230,-1.645089330034147e-06
1,231,-1.72995850009052e-06
1,232,-1.817275184628596e-06
1,233,-1.9042890944879894e-06
1,234,-1.988319409630033e-06
1,235,-2.0668147443422762e-06
1,236,-2.1374090410677696e-06
1,237,-2.1979721823729444e-06
1,238,-2.2466542513100007e-06
1,239,-2.281922533480179e-06
1,240,-2.302590535422876e-06
1,241,-2.3078384891358407e-06
1,242,-2.297225016911432e-06
1,243,-2.2706898394419532e-06
1,244,-2.228547618455433e-06
1,245,-2.171473228217431e-06
1,246,-2.100478943483848e-06
1,247,-2.0168842106070484e-06
1,248,-1.922278829556108e-06
1,249,-1.8184805141518263e-06
1,250,-1.7074879129141293e-06
1,251,-1.5914302612541024e-06
1,252,-1.4725148956367801e-06
1,253,-1.3529738907960004e-06
1,254,-1.2350110817914438e-06
1,255,-1.1207507040449845e-06
1,256,-1.0121888275358674e-06
1,257,-9.111486777739703e-07
1,258,-8.192408283014895e-07
1,259,-7.378291201302674e-07
1,260,-6.680030159985339e-07
1,261,-6.105569353076702e-07
1,262,-5.659769430496074e-07
1,263,-5.344349871277524e-07
1,264,-5.157906974807427e-07
1,265,-5.096005816063278e-07
1,266,-5.151342786210873e-07
1,267,-5.313973718521545e-07
1,268,-5.571601118256549e-07
1,269,-5.909912707065515e-07
1,270,-6.312962386306867e-07
1,271,-6.763583843143786e-07
1,272,-7.243826386431201e-07
