reuse_step,step_factor,source_formal_exact_objective,source_root_relative_mismatch,source_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.0010782510513594249,2.760229610928631e-08,1384871.2350559055,28.061013869792557,2.558180654374053,0.0010039138004415715,0.06894243304852922,0.903765841575446,1384961.8816815647,1.0000654549126047,4.1578187891403867e-13,28.472703324413985,1.0146712252284158,2.2506216446609235,False,displacement_limit
1,0.75,0.0010782510513594249,2.760229610928631e-08,1384871.2350559055,28.061013869792557,2.558180654374053,0.0010199069848002404,0.054109909269855226,0.6776384875640282,1384939.3165721004,1.0000491608999245,8.828615328137348e-13,28.318248667524017,1.009166981596783,2.2638915155300365,False,displacement_limit
1,0.5,0.0010782510513594249,2.760229610928631e-08,1384871.2350559055,28.061013869792557,2.558180654374053,0.0010376063718752961,0.037695005660217266,0.45163172626580333,1384917.1308335853,1.0000331408267555,4.5045392565174327e-07,28.198149449166355,1.0048870500549314,2.3637040566340355,False,displacement_limit
1,0.25,0.0010782510513594249,2.760229610928631e-08,1384871.2350559055,28.061013869792557,2.558180654374053,0.0010569957922511718,0.019712718185115698,0.22575004402696927,1384895.209161198,1.0000173114327784,1.0274339234468477e-07,28.11243150673289,1.0018323513604646,2.4618707717733925,False,displacement_limit
1,0.125,0.0010782510513594249,2.760229610928631e-08,1384871.2350559055,28.061013869792557,2.558180654374053,0.0010674590388310386,0.010008812432670485,0.11285780874729182,1384882.6906246536,1.000008271937822,2.7743439704959228e-08,28.082447870448036,1.000763835574685,2.5102709825363343,True,
2,1.0,0.0010674590388310386,2.7743439704959228e-08,1384882.6906246536,28.082447870448036,2.5102709825363343,0.0009966503519427527,0.06633386791668154,0.9035373623991293,1384973.1735074,1.0000653361352259,1.0496745684434536e-12,28.56624446066459,1.01722772147387,2.254640797907956,False,displacement_limit
2,0.75,0.0010674590388310386,2.7743439704959228e-08,1384882.6906246536,28.082447870448036,2.5102709825363343,0.0010116922571698937,0.052242549486689875,0.677469649624539,1384951.4044658975,1.0000496170843272,2.980936505630898e-15,28.393772684373456,1.0110860995936553,2.247661219184635,False,displacement_limit
2,0.5,0.0010674590388310386,2.7743439704959228e-08,1384882.6906246536,28.082447870448036,2.5102709825363343,0.0010286138012157203,0.03639037771215768,0.4515212262592699,1384927.9765094384,1.000032700159437,4.4913662957949326e-07,28.255630945157115,1.0061669508124085,2.314920596818326,False,displacement_limit
2,0.25,0.0010674590388310386,2.7743439704959228e-08,1384882.6906246536,28.082447870448036,2.5102709825363343,0.0010471894680648328,0.01898861692004857,0.22569652418538746,1384905.32519109,1.0000163440315846,1.1670811282226201e-07,28.15186458705778,1.0024718898056886,2.413499128575387,False,displacement_limit
2,0.125,0.0010674590388310386,2.7743439704959228e-08,1384882.6906246536,28.082447870448036,2.5102709825363343,0.0010570130172020283,0.009785875850046326,0.11283225306253691,1384895.180852095,1.0000090189786657,1.9403129975986183e-08,28.11286985721221,1.0010833096496616,2.462124461157337,True,
3,1.0,0.0010570130172020283,1.9403129975986183e-08,1384895.180852095,28.11286985721221,2.462124461157337,0.0009897386754795145,0.06364570788408326,0.9033047022738938,1384985.5271696765,1.0000652369354956,1.4917768452714232e-12,28.668831310074925,1.0197760476140107,2.2584243863384215,False,displacement_limit
3,0.75,0.0010570130172020283,1.9403129975986183e-08,1384895.180852095,28.11286985721221,2.462124461157337,0.001004052131610231,0.05010428890647691,0.6772970827837369,1384961.820000299,1.000048118550144,1.2241811026014358e-11,28.47833780488588,1.0130000227486526,2.2520630826577195,False,displacement_limit
3,0.5,0.0010570130172020283,1.9403129975986183e-08,1384895.180852095,28.11286985721221,2.462124461157337,0.001020021817430712,0.03499597371963696,0.4514074895507803,1384939.2509380386,1.0000318219649782,4.430982877948692e-07,28.322145335164294,1.0074441164852614,2.2659195958121794,False,displacement_limit
3,0.25,0.0010570130172020283,1.9403129975986183e-08,1384895.180852095,28.11286985721221,2.462124461157337,0.0010376805726309704,0.018289693936061363,0.2256403192989909,1384917.074235203,1.0000158086932576,1.1055695239718724e-07,28.200314944029035,1.0031105001823353,2.364899637692302,False,displacement_limit
3,0.125,0.0010570130172020283,1.9403129975986183e-08,1384895.180852095,28.11286985721221,2.462124461157337,0.0010472061454591234,0.009277910095056536,0.11280431630931398,1384905.29694031,1.0000073045876359,2.763447991710577e-08,28.152296668747372,1.001402447054869,2.413745042521216,True,
4,1.0,0.0010472061454591234,2.763447991710577e-08,1384905.29694031,28.152296668747372,2.413745042521216,0.0009834531907290756,0.06087908766243619,0.9030697977701526,1384995.5225605008,1.0000651493068806,1.0944999781995683e-11,28.780467755817188,1.0223133158356905,2.261970858719382,False,displacement_limit
4,0.75,0.0010472061454591234,2.763447991710577e-08,1384905.29694031,28.152296668747372,2.413745042521216,0.0009967780513857308,0.048154887451776394,0.6771227635883136,1384973.0946626212,1.0000489547714642,9.848426449387994e-07,28.571950817242538,1.0149065688470467,2.256232974984314,False,displacement_limit
4,0.5,0.0010472061454591234,2.763447991710577e-08,1384905.29694031,28.152296668747372,2.413745042521216,0.0010117995029547723,0.03381057555657096,0.451292525880463,1384951.3351787198,1.0000332428784204,4.4384889327414804e-07,28.39770224188015,1.0087170711512574,2.248732035318042,False,displacement_limit
4,0.25,0.0010472061454591234,2.763447991710577e-08,1384905.29694031,28.152296668747372,2.413745042521216,0.0010286837949146082,0.017687396722060465,0.22558346556743872,1384927.9210643794,1.0000163362246641,1.0985965218864382e-07,28.257795396005154,1.0037474287976973,2.3160768283719717,False,displacement_limit
4,0.125,0.0010472061454591234,2.763447991710577e-08,1384905.29694031,28.152296668747372,2.413745042521216,0.001037696434446214,0.009081030563223095,0.11277604541657893,1384917.0458154501,1.000008483522423,2.7593130803361248e-08,28.200742981622348,1.001720865386047,2.3651374797286584,True,
5,1.0,0.001037696434446214,2.7593130803361248e-08,1384917.0458154501,28.200742981622348,2.3651374797286584,0.0009774752650248643,0.05803351290639057,0.9028327297479777,1385007.1297227696,1.000065046428298,1.7049082915319015e-12,28.90115697136456,1.0248367211530085,2.281413075171404,False,displacement_limit
5,0.75,0.001037696434446214,2.7593130803361248e-08,1384917.0458154501,28.200742981622348,2.3651374797286584,0.000989853653717301,0.046104794370277785,0.6769467633039995,1384985.448032405,1.0000493908405284,9.824596169209708e-07,28.674617566931765,1.016803620586104,2.260168411057607,False,displacement_limit
5,0.5,0.001037696434446214,2.7593130803361248e-08,1384917.0458154501,28.200742981622348,2.3651374797286584,0.0010041506290704592,0.03232718573776078,0.4511763900075456,1384961.7537970457,1.000032282064641,4.4244742054742496e-07,28.482310045237423,1.0099843845886813,2.253238139441864,False,displacement_limit
5,0.25,0.001037696434446214,2.7593130803361248e-08,1384917.0458154501,28.200742981622348,2.3651374797286584,0.0010200872963192094,0.016969450354141474,0.22552599408617854,1384939.1955686528,1.00001599355952,1.103801006046358e-07,28.324317140838982,1.0043819469329998,2.2670355598020104,False,displacement_limit
5,0.125,0.001037696434446214,2.7593130803361248e-08,1384917.0458154501,28.200742981622348,2.3651374797286584,0.0010286987918113994,0.008670784958046457,0.11274745689093636,1384927.8923043392,1.0000078318690075,2.7924049256989417e-08,28.258221635445974,1.0020381964355012,2.316306581617942,True,
6,1.0,0.0010286987918113994,2.7924049256989417e-08,1384927.8923043392,28.258221635445974,2.316306581617942,0.0009720024713417194,0.055114598093233394,0.902593564634259,1385017.8719431665,1.0000649706308373,3.697469546794765e-12,29.03090113518091,1.027343528892339,2.3214778298504837,False,displacement_limit
6,0.75,0.0010286987918113994,2.7924049256989417e-08,1384927.8923043392,28.258221635445974,2.316306581617942,0.0009835546781024286,0.043884676513985366,0.6767691427531447,1384995.448239732,1.000048779388276,9.803495379240752e-07,28.786342702724028,1.0186891119367398,2.2638669449261997,False,displacement_limit
6,0.5,0.0010286987918113994,2.7924049256989417e-08,1384927.8923043392,28.258221635445974,2.316306581617942,0.00099686729310709,0.030943458821661878,0.4510591301758248,1384973.0359615115,1.0000325963953958,4.2994930474174757e-07,28.575975723946424,1.011244659787857,2.257512441327908,False,displacement_limit
6,0.25,0.0010286987918113994,2.7924049256989417e-08,1384927.8923043392,28.258221635445974,2.316306581617942,0.001011860444191469,0.016368588894986765,0.22546793297808462,1384951.2774006175,1.0000168854251605,1.1168926456751196e-07,28.399889757027893,1.0050133417243856,2.249423318903598,False,displacement_limit
6,0.125,0.0010286987918113994,2.7924049256989417e-08,1384927.8923043392,28.258221635445974,2.316306581617942,0.0010201013993030126,0.008357541174174029,0.11271856580439002,1384939.1667624388,1.0000081408267985,2.740996023338984e-08,28.324743740971677,1.0023540796863968,2.2672572100454875,True,
