0.1	 0.0023		0.9929		
0.2	 0.0128		0.7674
0.3	 0.0252		0.5929
0.4	 0.0209		0.4550
0.5	 0.0146		0.3549
0.6	 0.0099		0.2794
0.7	 0.0067		0.2213
0.8	 0.0045		0.1760
0.9	 0.0030		0.1403
1	 0.0021		0.1122
1.2	 0.0010		0.0720
1.4	 0.0004		0.0464
1.6	 0.0002		0.0300
1.8	 0.0001		0.0195
2	 0.0000		0.0127
