radius,stations,time_s,state_norm
3.0,81,0.0,1.0
3.0,81,0.03456841270825927,11.693933175265917
3.0,81,0.06913682541651854,49.888914015584476
3.0,81,0.1037052381247778,433.3464978806454
3.0,81,0.13827365083303708,4102.901477127391
3.0,81,0.17284206354129636,39350.03121966651
3.0,81,0.2074104762495556,378065.1780455654
3.0,81,0.24197888895781489,3632073.976875912
3.0,81,0.27654730166607416,34883553.80712333
3.0,81,0.31111571437433344,334962332.11506313
3.0,81,0.3456841270825927,3216003792.402108
3.0,81,0.380252539790852,30874976206.356075
3.0,81,0.4148209524991112,296401409819.7005
3.0,81,0.4493893652073705,2845412130251.109
3.0,81,0.48395777791562977,27315270721975.56
3.0,81,0.518526190623889,262218568871670.28
3.0,81,0.5530946033321483,2517213932792940.0
3.0,81,0.5876630160404076,2.416440809889195e+16
3.0,81,0.6222314287486669,2.3197002022378877e+17
3.0,81,0.6567998414569262,2.2268316551169234e+18
3.0,81,0.6913682541651854,2.137680643122651e+19
3.0,81,0.7259366668734447,2.052098579887087e+20
3.0,81,0.760505079581704,1.9699427040155856e+21
3.0,81,0.7950734922899633,1.8910759077761973e+22
3.0,81,0.8296419049982224,1.815366541708329e+23
3.0,81,0.8642103177064817,1.7426882115763132e+24
3.0,81,0.898778730414741,1.6729195757114062e+25
3.0,81,0.9333471431230003,1.605944146596747e+26
3.0,81,0.9679155558312595,1.5416500984607964e+27
3.0,81,1.0024839685395188,1.4799300816064274e+28
3.0,81,1.037052381247778,1.420681043689853e+29
3.0,81,1.0716207939560374,1.3638040579130544e+30
3.0,81,1.1061892066642967,1.3092041579738462e+31
3.0,81,1.140757619372556,1.256790179563501e+32
3.0,81,1.1753260320808152,1.206474608180016e+33
3.0,81,1.2098944447890745,1.1581734330192694e+34
3.0,81,1.2444628574973338,1.1118060067082919e+35
3.0,81,1.279031270205593,1.0672949106505284e+36
3.0,81,1.3135996829138523,1.0245658257602898e+37
3.0,81,1.3481680956221116,9.835474083715796e+37
3.0,81,1.3827365083303709,9.441711711145997e+38
3.0,81,1.4173049210386301,9.063713685612829e+39
3.0,81,1.4518733337468894,8.700848874490343e+40
3.0,81,1.4864417464551487,8.35251141299446e+41
3.0,81,1.521010159163408,8.018119692560549e+42
3.0,81,1.5555785718716673,7.697115389722397e+43
3.0,81,1.5901469845799265,7.38896253387117e+44
3.0,81,1.6247153972881858,7.093146612337711e+45
3.0,81,1.6592838099964449,6.809173711303965e+46
3.0,81,1.6938522227047041,6.536569691109006e+47
3.0,81,1.7284206354129634,6.27487939457269e+48
3.0,81,1.7629890481212227,6.02366588701498e+49
3.0,81,1.797557460829482,5.782509726701998e+50
3.0,81,1.8321258735377413,5.551008264500589e+51
3.0,81,1.8666942862460005,5.328774971572053e+52
3.0,81,1.9012626989542598,5.115438793982379e+53
3.0,81,1.935831111662519,4.910643533151402e+54
3.0,81,1.9703995243707784,4.7140472511063686e+55
3.0,81,2.0049679370790376,4.525321699546821e+56
3.0,81,2.039536349787297,4.344151771767492e+57
3.0,81,2.074104762495556,4.17023497652406e+58
3.0,81,2.1086731752038155,4.003280932963238e+59
3.0,81,2.1432415879120748,3.843010885773888e+60
3.0,81,2.177810000620334,3.689157239749551e+61
3.0,81,2.2123784133285933,3.5414631129852457e+62
3.0,161,0.0,1.0
3.0,161,0.017284206354129635,5.82709559534697
3.0,161,0.03456841270825927,6.951553141444705
3.0,161,0.0518526190623889,5.4100073337974095
3.0,161,0.06913682541651854,5.0487157375170675
3.0,161,0.08642103177064818,5.3378333603060435
3.0,161,0.1037052381247778,5.737939848044617
3.0,161,0.12098944447890744,6.007954762349489
3.0,161,0.13827365083303708,4.993741918317351
3.0,161,0.15555785718716672,5.360467731037391
3.0,161,0.17284206354129636,5.9063151041252215
3.0,161,0.190126269895426,5.140861831301577
3.0,161,0.2074104762495556,5.578314710035495
3.0,161,0.22469468260368525,5.760061018812404
3.0,161,0.24197888895781489,5.293110278440105
3.0,161,0.2592630953119445,5.342278800698825
3.0,161,0.27654730166607416,6.056233978934081
3.0,161,0.2938315080202038,5.446799897845941
3.0,161,0.31111571437433344,6.02608299849562
3.0,161,0.3283999207284631,5.297893634011512
3.0,161,0.3456841270825927,5.5043356770575915
3.0,161,0.36296833343672236,5.827071004691862
3.0,161,0.380252539790852,5.726551154753856
3.0,161,0.39753674614498163,5.387111166329528
3.0,161,0.4148209524991112,5.6658733961523895
3.0,161,0.43210515885324086,5.9685465805220606
3.0,161,0.4493893652073705,5.3651678728212495
3.0,161,0.46667357156150013,5.535935331562679
3.0,161,0.48395777791562977,5.8813027301169924
3.0,161,0.5012419842697594,5.551519888510138
3.0,161,0.518526190623889,5.312104626787004
3.0,161,0.5358103969780187,5.805709042951888
3.0,161,0.5530946033321483,5.372295884344482
3.0,161,0.570378809686278,5.943703891026545
3.0,161,0.5876630160404076,5.538972370056713
3.0,161,0.6049472223945372,5.559360471103594
3.0,161,0.6222314287486669,6.068007548901943
3.0,161,0.6395156351027965,5.512747259359397
3.0,161,0.6567998414569262,5.439559402230766
3.0,161,0.6740840478110558,6.514690188113037
3.0,161,0.6913682541651854,5.392902008833972
3.0,161,0.7086524605193151,5.6083175020975835
3.0,161,0.7259366668734447,6.300000779929879
3.0,161,0.7432208732275744,5.09941992109035
3.0,161,0.760505079581704,5.899388014158524
3.0,161,0.7777892859358336,6.143963194628935
3.0,161,0.7950734922899633,5.160049420621064
3.0,161,0.8123576986440929,5.548124512797428
3.0,161,0.8296419049982224,6.335238944187137
3.0,161,0.8469261113523521,4.9797390060852855
3.0,161,0.8642103177064817,5.924171318643402
3.0,161,0.8814945240606114,5.500029418453332
3.0,161,0.898778730414741,5.352236740397635
3.0,161,0.9160629367688706,6.119545439624062
3.0,161,0.9333471431230003,5.381296734642984
3.0,161,0.9506313494771299,5.145102990603883
3.0,161,0.9679155558312595,6.047660920984981
3.0,161,0.9851997621853892,5.592300771773111
3.0,161,1.0024839685395188,5.4264196817220105
3.0,161,1.0197681748936485,6.045069983375585
3.0,161,1.037052381247778,5.371280639075604
3.0,161,1.0543365876019077,5.82869204765338
3.0,161,1.0716207939560374,5.653948535648748
3.0,161,1.088905000310167,5.634018845702951
3.0,161,1.1061892066642967,5.301251234493008
3.0,161,1.1234734130184263,5.8877474752906584
3.0,161,1.140757619372556,5.56070531221535
3.0,161,1.1580418257266856,5.380495307403276
3.0,161,1.1753260320808152,5.67178074442629
3.0,161,1.1926102384349448,5.461197630296516
3.0,161,1.2098944447890745,5.411308302342593
3.0,161,1.2271786511432041,5.933536776692259
3.0,161,1.2444628574973338,5.609419061969173
3.0,161,1.2617470638514634,5.158283945356059
3.0,161,1.279031270205593,5.69393008419918
3.0,161,1.2963154765597227,5.655315903386313
3.0,161,1.3135996829138523,5.542962532967811
3.0,161,1.330883889267982,5.444937094901139
3.0,161,1.3481680956221116,5.537185435373714
3.0,161,1.3654523019762412,5.585130248726403
3.0,161,1.3827365083303709,6.15896457836276
3.0,161,1.4000207146845005,5.173052202250594
3.0,161,1.4173049210386301,6.0232736411387755
3.0,161,1.4345891273927598,5.47400788196665
3.0,161,1.4518733337468894,5.344596972872951
3.0,161,1.469157540101019,6.157643656034031
3.0,161,1.4864417464551487,5.282821848885178
3.0,161,1.5037259528092783,5.288289126418425
3.0,161,1.521010159163408,6.3195142048327995
3.0,161,1.5382943655175376,5.293714183253083
3.0,161,1.5555785718716673,5.322825720967894
3.0,161,1.572862778225797,6.190374409873973
3.0,161,1.5901469845799265,5.215271121211705
3.0,161,1.6074311909340562,5.870664117100448
3.0,161,1.6247153972881858,5.969867841205452
3.0,161,1.6419996036423155,5.30333691572192
3.0,161,1.6592838099964449,5.514967608271668
3.0,161,1.6765680163505745,6.009832112426679
3.0,161,1.6938522227047041,5.239470806006213
3.0,161,1.7111364290588338,5.901952910197058
3.0,161,1.7284206354129634,5.661894570601197
3.0,161,1.745704841767093,5.4688010168132735
3.0,161,1.7629890481212227,6.025995899317024
3.0,161,1.7802732544753523,5.343718353168684
3.0,161,1.797557460829482,5.647083365297845
3.0,161,1.8148416671836116,6.0115723559665835
3.0,161,1.8321258735377413,5.346739291191418
3.0,161,1.849410079891871,5.455121017609283
3.0,161,1.8666942862460005,6.17908219216222
3.0,161,1.8839784926001302,5.307676163454228
3.0,161,1.9012626989542598,5.443893204539002
3.0,161,1.9185469053083894,5.816213990433713
