radius,stations,time_s,state_norm
3.0,161,1.935831111662519,6.0776660522464745
3.0,161,1.9531153180166487,5.176192847846817
3.0,161,1.9703995243707784,5.736837613308074
3.0,161,1.987683730724908,5.9089784454045144
3.0,161,2.0049679370790376,5.474714658502382
3.0,161,2.0222521434331675,5.632081961720911
3.0,161,2.039536349787297,5.960211493326775
3.0,161,2.056820556141427,5.64719070528798
3.0,161,2.074104762495556,5.5763182476892945
3.0,161,2.091388968849686,5.7865989945146685
3.0,161,2.1086731752038155,5.875454323561767
3.0,161,2.1259573815579453,6.0977665355519415
3.0,161,2.1432415879120748,5.048217893820994
3.0,161,2.1605257942662046,6.163718597831809
3.0,161,2.177810000620334,6.0880674540373985
3.0,161,2.195094206974464,5.360789392141679
3.0,161,2.2123784133285933,5.768104168023537
6.0,81,0.0,1.0
6.0,81,0.03456841270825927,5.286854679658203
6.0,81,0.06913682541651854,8.149681533424914
6.0,81,0.1037052381247778,21.350551148154484
6.0,81,0.13827365083303708,64.02429314732424
6.0,81,0.17284206354129636,193.71390793179168
6.0,81,0.2074104762495556,586.0770115505721
6.0,81,0.24197888895781489,1774.0742257096606
6.0,81,0.27654730166607416,5371.0977939693885
6.0,81,0.31111571437433344,16261.667041432434
6.0,81,0.3456841270825927,49234.18809525202
6.0,81,0.380252539790852,149062.10546238077
6.0,81,0.4148209524991112,451301.1957514747
6.0,81,0.4493893652073705,1366361.6669515374
6.0,81,0.48395777791562977,4136805.567850446
6.0,81,0.518526190623889,12524620.898108186
6.0,81,0.5530946033321483,37919631.6488846
6.0,81,0.5876630160404076,114805760.73924981
6.0,81,0.6222314287486669,347586817.4076361
6.0,81,0.6567998414569262,1052356672.2971545
6.0,81,0.6913682541651854,3186123950.116915
6.0,81,0.7259366668734447,9646336811.08411
6.0,81,0.760505079581704,29205337025.127438
6.0,81,0.7950734922899633,88422353282.69836
6.0,81,0.8296419049982224,267708377538.32623
6.0,81,0.8642103177064817,810516575853.3723
6.0,81,0.898778730414741,2453928395773.3994
6.0,81,0.9333471431230003,7429539863200.478
6.0,81,0.9679155558312595,22493756754897.676
6.0,81,1.0024839685395188,68102353019847.43
6.0,81,1.037052381247778,206187478078351.12
6.0,81,1.0716207939560374,624255678827917.1
6.0,81,1.1061892066642967,1890004171870831.2
6.0,81,1.140757619372556,5722200483471945.0
6.0,81,1.1753260320808152,1.7324608230438734e+16
6.0,81,1.2098944447890745,5.2452213600312376e+16
6.0,81,1.2444628574973338,1.588050341602618e+17
6.0,81,1.279031270205593,4.8080032858344634e+17
6.0,81,1.3135996829138523,1.4556779106614305e+18
6.0,81,1.3481680956221116,4.407231602833512e+18
6.0,81,1.3827365083303709,1.3343399871326517e+19
6.0,81,1.4173049210386301,4.039867992069586e+19
6.0,81,1.4518733337468894,1.2231166919180994e+20
6.0,81,1.4864417464551487,3.703127434394902e+20
6.0,81,1.521010159163408,1.1211648345902582e+21
6.0,81,1.5555785718716673,3.394457092155806e+21
6.0,81,1.5901469845799265,1.0277115196578808e+22
6.0,81,1.6247153972881858,3.111516951663338e+22
6.0,81,1.6592838099964449,9.420482859223602e+22
6.0,81,1.6938522227047041,2.852162079633684e+23
6.0,81,1.7284206354129634,8.63525734474918e+23
6.0,81,1.7629890481212227,2.614426359023526e+24
6.0,81,1.797557460829482,7.915486045911879e+24
6.0,81,1.8321258735377413,2.3965075809069413e+25
6.0,81,1.8666942862460005,7.255712601771773e+25
6.0,81,1.9012626989542598,2.1967537793264316e+26
6.0,81,1.935831111662519,6.65093552534708e+26
6.0,81,1.9703995243707784,2.0136507054787104e+27
6.0,81,2.0049679370790376,6.096570280688459e+27
6.0,81,2.039536349787297,1.8458103462379008e+28
6.0,81,2.074104762495556,5.588414521762363e+28
6.0,81,2.1086731752038155,1.6919603999400125e+29
6.0,81,2.1432415879120748,5.122616229514733e+29
6.0,81,2.177810000620334,1.5509346296133354e+30
6.0,81,2.2123784133285933,4.6956445054685266e+30
6.0,161,0.0,1.0
6.0,161,0.017284206354129635,2.7452396025039802
6.0,161,0.03456841270825927,4.053636047436193
6.0,161,0.0518526190623889,4.335344212116231
6.0,161,0.06913682541651854,3.929000591984193
6.0,161,0.08642103177064818,3.1786828027790404
6.0,161,0.1037052381247778,3.0268079152040763
6.0,161,0.12098944447890744,3.0722159582681883
6.0,161,0.13827365083303708,3.4321226605357076
6.0,161,0.15555785718716672,3.837909862936355
6.0,161,0.17284206354129636,3.632622974420171
6.0,161,0.190126269895426,3.4955540476491143
6.0,161,0.2074104762495556,3.238610957078678
6.0,161,0.22469468260368525,3.1612914371042153
6.0,161,0.24197888895781489,3.6206179825464493
6.0,161,0.2592630953119445,3.5878392887327895
6.0,161,0.27654730166607416,3.416682021498877
6.0,161,0.2938315080202038,3.332263178344355
6.0,161,0.31111571437433344,3.4390384623206414
6.0,161,0.3283999207284631,3.658461876681854
6.0,161,0.3456841270825927,3.3471289860997118
6.0,161,0.36296833343672236,3.3129306854938
6.0,161,0.380252539790852,3.448116754232424
6.0,161,0.39753674614498163,3.3717947889602904
6.0,161,0.4148209524991112,3.5862948575680145
6.0,161,0.43210515885324086,3.5579622190418463
6.0,161,0.4493893652073705,3.549491899331057
6.0,161,0.46667357156150013,3.5872050538149325
6.0,161,0.48395777791562977,3.4418061923204
6.0,161,0.5012419842697594,3.4483366978798053
6.0,161,0.518526190623889,3.309957184986042
6.0,161,0.5358103969780187,3.649153196228096
6.0,161,0.5530946033321483,3.9287062853866153
6.0,161,0.570378809686278,3.4436999476273904
6.0,161,0.5876630160404076,3.3772100109871763
6.0,161,0.6049472223945372,3.554979044460398
6.0,161,0.6222314287486669,3.5488363867639077
6.0,161,0.6395156351027965,3.5526545062783725
6.0,161,0.6567998414569262,3.5056048574740126
6.0,161,0.6740840478110558,3.7077699773973603
6.0,161,0.6913682541651854,3.5122818900140693
6.0,161,0.7086524605193151,3.2847169645602396
6.0,161,0.7259366668734447,3.593352573694342
6.0,161,0.7432208732275744,3.6254430515328497
6.0,161,0.760505079581704,3.6341334642526477
6.0,161,0.7777892859358336,3.4043309475486274
6.0,161,0.7950734922899633,3.1297819765812864
6.0,161,0.8123576986440929,3.4959688170168293
6.0,161,0.8296419049982224,3.6995606915574495
6.0,161,0.8469261113523521,3.711083636928152
6.0,161,0.8642103177064817,3.436637764803492
6.0,161,0.8814945240606114,3.3109469715537285
6.0,161,0.898778730414741,3.7062478363060114
6.0,161,0.9160629367688706,3.5465636711792103
6.0,161,0.9333471431230003,3.4700277658832
6.0,161,0.9506313494771299,3.692171468601889
6.0,161,0.9679155558312595,3.5245127252642408
6.0,161,0.9851997621853892,3.467252809875508
6.0,161,1.0024839685395188,3.4793258541770147
6.0,161,1.0197681748936485,3.724686440081723
6.0,161,1.037052381247778,3.819094568066803
6.0,161,1.0543365876019077,3.4497635193381813
6.0,161,1.0716207939560374,3.4759496904753657
6.0,161,1.088905000310167,3.5393728565044174
6.0,161,1.1061892066642967,3.6624688647665677
6.0,161,1.1234734130184263,3.8038606823491765
6.0,161,1.140757619372556,3.4739381786936865
6.0,161,1.1580418257266856,3.519083146818726
6.0,161,1.1753260320808152,3.751515531254368
6.0,161,1.1926102384349448,3.757545953895464
6.0,161,1.2098944447890745,3.5610604710912437
6.0,161,1.2271786511432041,3.2821707413391956
6.0,161,1.2444628574973338,3.7369404665615202
6.0,161,1.2617470638514634,3.8877407047461383
6.0,161,1.279031270205593,3.4802449246391434
6.0,161,1.2963154765597227,3.4084607915949894
6.0,161,1.3135996829138523,3.368311231489039
6.0,161,1.330883889267982,3.63837605067503
6.0,161,1.3481680956221116,3.796719536593681
6.0,161,1.3654523019762412,3.5271280671897305
6.0,161,1.3827365083303709,3.4920192269367827
6.0,161,1.4000207146845005,3.4357645877273324
6.0,161,1.4173049210386301,3.4855590771167324
6.0,161,1.4345891273927598,3.381150902154381
6.0,161,1.4518733337468894,3.2286122932539048
6.0,161,1.469157540101019,3.7114287733454323
6.0,161,1.4864417464551487,3.7247839916233887
6.0,161,1.5037259528092783,3.370038859225488
6.0,161,1.521010159163408,3.3089301431966804
6.0,161,1.5382943655175376,3.3998083133053254
6.0,161,1.5555785718716673,3.650517037948543
6.0,161,1.572862778225797,3.457995197507692
6.0,161,1.5901469845799265,3.361895919683435
6.0,161,1.6074311909340562,3.567415950192619
6.0,161,1.6247153972881858,3.440964438071882
6.0,161,1.6419996036423155,3.5626449179484245
6.0,161,1.6592838099964449,3.5025844047968024
6.0,161,1.6765680163505745,3.394471186960662
6.0,161,1.6938522227047041,3.6663651655682012
6.0,161,1.7111364290588338,3.548185390675366
6.0,161,1.7284206354129634,3.4546406110199626
6.0,161,1.745704841767093,3.447972357324018
6.0,161,1.7629890481212227,3.4328188488478504
6.0,161,1.7802732544753523,3.487521262481093
6.0,161,1.797557460829482,3.2875937640538395
6.0,161,1.8148416671836116,3.583759058235851
6.0,161,1.8321258735377413,3.749003202937887
6.0,161,1.849410079891871,3.361291553485226
6.0,161,1.8666942862460005,3.3855921014562216
6.0,161,1.8839784926001302,3.507584185022571
6.0,161,1.9012626989542598,3.568808034770523
6.0,161,1.9185469053083894,3.408700310020547
6.0,161,1.935831111662519,3.274558084955525
6.0,161,1.9531153180166487,3.6897830117867345
6.0,161,1.9703995243707784,3.6544053738557833
6.0,161,1.987683730724908,3.432194215707115
6.0,161,2.0049679370790376,3.30764355428094
6.0,161,2.0222521434331675,3.130450055827011
6.0,161,2.039536349787297,3.624015173215245
6.0,161,2.056820556141427,3.8128576703564843
6.0,161,2.074104762495556,3.51075179930462
6.0,161,2.091388968849686,3.341883377636993
6.0,161,2.1086731752038155,3.341507932333932
6.0,161,2.1259573815579453,3.655181262865385
6.0,161,2.1432415879120748,3.5126783651188154
6.0,161,2.1605257942662046,3.2697553952289713
6.0,161,2.177810000620334,3.5344022937581774
6.0,161,2.195094206974464,3.5520322144216765
6.0,161,2.2123784133285933,3.625170485111187
